word	pinyin	english	chinese	num_sentences_needed
策	ce4	bamboo slip for writing (old)	古代用以书写的竹简	6
策	ce4	to whip (a horse)	鞭打马等牲畜	6
策	ce4	to encourage	鼓励或激励他人行动	6
策	ce4	riding crop with sharp spines (old)	古代带刺的马鞭	6
策	ce4	essay written for the imperial examinations (old)	科举时所写的策论或论文	6
策	ce4	upward horizontal stroke in calligraphy	书法中向上挑起的横画	6
雨水	Yu3 shui3	Yushui or Rain Water, 2nd of the 24 solar terms 二十四節氣|二十四节气 19th February-5th March	二十四节气之一的雨水节气	4
雨水	yu3 shui3	rainwater; rainfall; rain	降落的雨水或雨量	1
巨头	ju4 tou2	tycoon	财界或商界巨富	6
巨头	ju4 tou2	magnate	产业或界内的巨擘	6
