word	pinyin	english	chinese	num_sentences_needed
面包	mian4 bao1	bread	烘焙或蒸制的面粉主食	2
王子	wang2 zi3	prince	王室的男性成员或亲王称号	2
王子	wang2 zi3	son of a king	国君的儿子	7
由此	you2 ci3	hereby	据此，借此说明	7
由此	you2 ci3	from this	从这一点出发	7
甲	jia3	first of the ten Heavenly Stems 十天干[shi2 tian1 gan1]	十天干中的第一位	7
甲	jia3	(used for an unspecified person or thing)	泛指某人或某物	7
甲	jia3	first (in a list, as a party to a contract etc)	名单或合同中居首的第一位	7
甲	jia3	"letter ""A"" or roman ""I"" in list ""A, B, C"", or ""I, II, III"" etc"	表示列表中第一项的记号如A或I	7
甲	jia3	armor plating	装甲板或护甲结构	7
