word	pinyin	english	chinese	num_sentences_needed
变迁	bian4 qian1	changes	事物随时间发生的变动或更替	7
变迁	bian4 qian1	vicissitudes	历史或人生兴衰更替的变故	7
排放	pai2 fang4	to arrange in order	把东西按顺序摆放或排列	7
排放	pai2 fang4	to emit; to discharge (exhaust gas, waste water etc)	向空气或水体排出废气废水等	2
排放	pai2 fang4	(of animals) to ovulate; to discharge semen	动物排出卵子或精液	7
研究人员	yan2 jiu1 ren2 yuan2	research worker	从事研究工作的人员	7
研究人员	yan2 jiu1 ren2 yuan2	research personnel	研究机构或项目中的工作人员	7
起源	qi3 yuan2	to come from	来源于某处或某人	7
禁	jin1	to endure	忍受或经得住	7
禁	jin4	to prohibit	不允许或阻止	7
