word	pinyin	english	chinese	num_sentences_needed
血管	xue4 guan3	artery	将血液由心脏输送到全身的动脉	1
前方	qian2 fang1	ahead	在前面的方向或位置	1
前方	qian2 fang1	the front	物体或队伍的前部区域	1
正字	zheng4 zi4	to correct an erroneously written character	纠正错写的字	6
正字	zheng4 zi4	regular script (calligraphy)	书法中的正楷书体	6
正字	zheng4 zi4	standard form (of a character or spelling)	字形或拼写的规范形式	6
坚信	jian1 xin4	to believe firmly	坚决相信	1
坚信	jian1 xin4	without any doubt	毫无疑问	6
报社	bao4 she4	newspaper (i.e. a company)	报纸的出版或编辑机构	1
偿还	chang2 huan2	to repay	归还借款或欠款	6
