word	pinyin	english	chinese	num_sentences_needed
近因	jin4 yin1	immediate cause	直接引起结果的原因	4
近因	jin4 yin1	proximate cause	与结果时间或因果关系接近的原因	6
感冒	gan3 mao4	to catch cold	着凉而患病	6
感冒	gan3 mao4	(common) cold	普通感冒	6
感冒	gan3 mao4	(coll.) to be interested in (often used in the negative)	（口）对某事有兴趣	6
感冒	gan3 mao4	(Tw) to detest	对某事感到厌恶	6
感冒	gan3 mao4	can't stand	无法忍受或受不了	6
圣人	sheng4 ren2	sage	博学有德的贤者	6
圣人	sheng4 ren2	the Sage (i.e. Confucius)	儒家所尊奉的圣人孔子	6
圣人	sheng4 ren2	(old) (respectful way of addressing a monarch) your sagacious majesty	对君主的敬称	6
