word	pinyin	english	chinese	num_sentences_needed
代价	dai4 jia4	cost	行为或决定所带来的成本或损失	7
代价	dai4 jia4	consideration (in share dealing)	证券或交易中的对价与报酬	7
建国	jian4 guo2	nation-building	国家建设与发展事业	7
建国	jian4 guo2	the foundation of PRC by Mao Zedong in 1949	1949年中华人民共和国成立	7
引进	yin3 jin4	to recommend	推荐人才或作品进入机构	7
引进	yin3 jin4	to introduce (from outside)	从外部或国外引入技术商品	2
俩	lia3	two (colloquial equivalent of 兩個|两个)	口语表示两个人或两件事	7
俩	lia3	both	两者都包括在内	7
俩	lia3	some	某些或几个（口语用法）	7
落后	luo4 hou4	to fall behind	跟不上他人，落在后面	6
