word	pinyin	english	chinese	num_sentences_needed
吸取	xi1 qu3	to assimilate	吸纳信息并融会贯通	1
向下	xiang4 xia4	down	向下方	6
向下	xiang4 xia4	downward	朝下移动	6
这样一来	zhe4 yang4 yi1 lai2	thus	由此因此	6
这样一来	zhe4 yang4 yi1 lai2	if this happens then	如果发生这种情况的话	6
透视	tou4 shi4	(drawing and painting) perspective	绘画中的透视法表现远近关系	6
透视	tou4 shi4	(medicine) to perform fluoroscopy; to examine by X-ray	荧光透视或X光检查	5
渔船	yu2 chuan2	fishing boat	进行捕鱼作业的船只	6
潘	Pan1	surname Pan	潘姓	6
潘	Pan1	Pan, faun in Greek mythology, son of Hermes	希腊神话中的牧神潘	6
