word	pinyin	english	chinese	num_sentences_needed
废话	fei4 hua4	nonsense; rubbish; superfluous words	无意义或多余的话	6
废话	fei4 hua4	You don't say!; No kidding! (gently sarcastic)	表示惊讶兼带讥讽的感叹	6
争取时间	zheng1 qu3 shi2 jian1	to act with urgency	紧急行动以争取时机	6
争取时间	zheng1 qu3 shi2 jian1	to buy time	设法拖延以获得更多时间	6
作数	zuo4 shu4	valid	被承认有效	6
作数	zuo4 shu4	counting (as valid)	被算作有效	5
高档	gao1 dang4	superior quality	品质优良	6
高档	gao1 dang4	high grade	高等级的商品或服务	6
高档	gao1 dang4	top grade	顶级或奢华档次	6
强生	Qiang2 sheng1	Johnson (surname)	强生姓	6
