word	pinyin	english	chinese	num_sentences_needed
溪	xi1	creek	山间或田间的小河小溪	6
溪	xi1	rivulet	狭窄的细流或支流	6
老兵	lao3 bing1	old soldier; veteran	退伍军人或曾服役者	6
老兵	lao3 bing1	veteran (sb who has a lot of experience in some domain)	某领域经验丰富的老手	6
老化	lao3 hua4	(of a person, population or material) to age	身体或材料逐渐老化	1
老化	lao3 hua4	(of knowledge) to become outdated	知识或技术变得过时	5
演戏	yan3 xi4	to put on a play	上台表演戏剧或角色	1
演戏	yan3 xi4	to perform	以行为或表情进行表演	6
演戏	yan3 xi4	fig. to pretend	装腔作势以掩饰真实想法	6
演戏	yan3 xi4	to feign	故意伪装行为以欺骗他人	6
