word	pinyin	english	chinese	num_sentences_needed
道学	dao4 xue2	study of Daoism	道教教义的学习与研究	7
道学	dao4 xue2	school for Daoism in Tang and Song times	唐宋时期的道教学派	7
道学	dao4 xue2	Daoist magic	道家的法术或术数	7
道学	dao4 xue2	another name for 理學|理学, rational learning of Song dynasty neo-Confucianism	宋代理学	5
调动	diao4 dong4	to transfer	调换职务或岗位	7
调动	diao4 dong4	to maneuver (troops etc)	调动军队或进行战术机动	7
调动	diao4 dong4	movement of personnel	人员的调动或流动	2
调动	diao4 dong4	to mobilize	动员人力或资源	2
调动	diao4 dong4	to bring into play	使事物发挥作用或投入使用	7
睡眠	shui4 mian2	sleep	睡眠的状态或过程	7
