word	pinyin	english	chinese	num_sentences_needed
这样	zhe4 yang4	this way	以这种方式	10
这样	zhe4 yang4	like this	像这样地	10
这样	zhe4 yang4	such	这样的，属于此类	10
发展	fa1 zhan3	growth	规模数量上的增长	10
发展	fa1 zhan3	to develop	使事物逐步发展或改进	10
发展	fa1 zhan3	to grow	生长或逐渐增大	10
发展	fa1 zhan3	to expand	扩大范围或规模	5
最	zui4	(before an adjective or verb) to the highest degree; (the) most ...; -est	表示最高程度	10
最	zui4	"(after 之[zhi1]) best or most extreme example (e.g. 世界之最[shi4 jie4 zhi1 zui4] ""the greatest in the world"")"	最极端的典型	10
开始	kai1 shi3	to begin	开始进行某事	5
