word	pinyin	english	chinese	num_sentences_needed
尽管	jin3 guan3	unhesitatingly	毫不犹豫地，坦然去做	5
尽管	jin3 guan3	do not hesitate (to ask, complain etc)	不要犹豫，请直接提出或行动	8
尽管	jin3 guan3	(go ahead and do it) without hesitating	鼓励对方放心去做，不要迟疑	8
段	duan4	paragraph	文章中的段落	8
段	duan4	section	整体中的部分	8
段	duan4	segment	分割的片段	8
段	duan4	stage (of a process)	过程中的一个阶段	8
段	duan4	classifier for stories, periods of time, lengths of thread etc	计量段落、时期或长度的量词	8
每年	mei3 nian2	every year	每年，年复一年	8
每年	mei3 nian2	each year	每一年度	8
