word	pinyin	english	chinese	num_sentences_needed
活钱	huo2 qian2	extra income	额外的收入来源	5
大姐	da4 jie3	big sister	家中排行靠前的姐妹	1
大姐	da4 jie3	elder sister	年龄较大的姐妹	6
大姐	da4 jie3	older sister (also polite term of address for a girl or woman slightly older than the speaker)	对比自己年长女性的礼貌称呼	1
大尽	da4 jin4	lunar month of 30 days	农历中含三十天的月份	6
扁	bian3	flat	形状扁平宽而薄	6
扁	bian3	(coll.) to beat (sb) up	殴打痛打一顿的俗称	6
扁	pian1	(bound form) small	小的微小的	6
手动	shou3 dong4	manual	手工的，靠人工完成的	6
手动	shou3 dong4	manually operated	用手操作的，需人工操控的	6
