word	pinyin	english	chinese	num_sentences_needed
奔驰	ben1 chi2	to gallop	马等动物快速疾驰	6
套路	tao4 lu4	sequence of movements in martial arts	武术的一套动作序列	6
套路	tao4 lu4	routine	常规的程序或惯例	6
套路	tao4 lu4	pattern	事物重复出现的形式或模式	6
套路	tao4 lu4	standard method	行事的标准方法或步骤	6
管见	guan3 jian4	my limited view (lit. view through a thin tube)	拙见，见识有限的看法	6
管见	guan3 jian4	my limited understanding	浅薄的理解或认识	5
管见	guan3 jian4	my opinion (humble)	谦辞用以表示自己的意见	6
分析人士	fen1 xi1 ren2 shi4	analyst	从事分析工作的专业人士	6
分析人士	fen1 xi1 ren2 shi4	expert	在某领域具有专业见解的专家	6
