word	pinyin	english	chinese	num_sentences_needed
两	liang3	a few	几个，少量的数量	9
两	liang3	tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)	重量单位一两，现代约五十克，旧制为一斤的十六分之一	9
只有	zhi3 you3	only have ...; there is only ...	仅有某物或某种情况存在	9
只有	zhi3 you3	"(used in combination with 才[cai2]) it is only if ... (that one can ...) (as in 只有通過治療才能痊愈|只有通过治疗才能痊愈[zhi3 you3 tong1 guo4 zhi4 liao2 cai2 neng2 quan2 yu4] ""the only way to cure it is with therapy"")"	表示只有在...才...的条件关系	4
只有	zhi3 you3	"it is only (someone) who ... (as in 只有男性才有此需要[zhi3 you3 nan2 xing4 cai2 you3 ci3 xu1 yao4] ""only men would have such a requirement"")"	仅限于某人或某类人才会	9
只有	zhi3 you3	"(used to express lack of alternatives) can only; have no choice but to (as in 只有屈服[zhi3 you3 qu1 fu2] ""the only thing you can do is give in"")"	别无选择只能如此	9
这里	zhe4 li3	here	此处本地或当前位置	9
结果	jie1 guo3	to bear fruit	结出果实或结实的过程	5
结果	jie2 guo3	in the end; as a result	最终发生的结局或因此而成	9
结果	jie2 guo3	to kill; to dispatch	杀死或处决	9
