word	pinyin	english	chinese	num_sentences_needed
如	ru2	such as	用于举例或列举事物	9
一起	yi1 qi3	(in) the same place	处于同一地点	8
一起	yi1 qi3	together; in company (with)	共同在一起或与人一同	3
一起	yi1 qi3	altogether; in total	合计总共	9
一起	yi1 qi3	an instance of; a case of (murder, accident, dispute etc)	一宗事件或个案	9
有了	you3 le5	I've got a solution!	表示已经找到办法或结果	9
有了	you3 le5	to have a bun in the oven (abbr. for 有了胎[you3 le5 tai1])	表示怀孕了	9
话	hua4	dialect	地区的方言或土语	9
话	hua4	language	一种语言或语系	9
话	hua4	spoken words	口头说出的言辞	9
