word	pinyin	english	chinese	num_sentences_needed
极致	ji2 zhi4	pinnacle	巅峰状态或极点	6
极致	ji2 zhi4	ultimate	最终或极端的状态	6
召	Shao4	surname Shao	召姓	6
召	Shao4	name of an ancient state that existed in what is now Shaanxi Province	古代国名在今陕西一带	6
召	zhao4	to call together	召集人群或组织聚会	6
召	zhao4	to summon	官方传唤或传召到场	6
召	zhao4	to convene	召集会议或集会	6
召	zhao4	temple or monastery (used in place names in Inner Mongolia)	地名中指寺庙或喇嘛庙	6
县官	xian4 guan1	district magistrate	区级行政长官	6
县官	xian4 guan1	county magistrate	县级行政长官	6
