word	pinyin	english	chinese	num_sentences_needed
宣判	xuan1 pan4	to deliver one's judgement	法庭宣读判决结果	6
宣判	xuan1 pan4	to give one's verdict	作出并宣布裁决或判处	1
上口	shang4 kou3	to be able to read aloud fluently	能流利朗读	6
上口	shang4 kou3	to be suitable (easy enough) for reading aloud	便于朗读或合适朗诵	6
有如	you3 ru2	to be like sth	像，仿佛	1
有如	you3 ru2	similar to	类似于，有相似之处	6
有如	you3 ru2	alike	相像，相同或相近	6
关押	guan1 ya1	to imprison	把人关进监牢或拘留所	6
关押	guan1 ya1	to lock up (in jail)	剥夺人身自由的拘禁行为	6
下风	xia4 feng1	leeward	背风侧或背风方向	4
