word	pinyin	english	chinese	num_sentences_needed
啊	a4	Oh, it's you!	见到熟人时表示认出的感叹	9
啊	a5	modal particle ending sentence, showing affirmation, approval, or consent	句末助词表示肯定或赞同	9
出	chu1	to go out; to come out	向外离开或出现	9
出	chu1	to arise; to occur	发生或出现	9
出	chu1	to produce; to yield	生产或提供	9
出	chu1	to go beyond; to exceed	超出界限或范围	9
出	chu1	(used after a verb to indicate an outward direction or a positive result)	置于动词后表示向外或结果	9
出	chu1	classifier for dramas, plays, operas etc	戏剧歌剧等的场次量词	9
时候	shi2 hou5	length of time	时间的长度	9
时候	shi2 hou5	moment	具体的某一时刻	9
