word	pinyin	english	chinese	num_sentences_needed
拥抱	yong1 bao4	to hug	紧紧抱住某人或物以表示亲近	7
国营	guo2 ying2	state-run (company etc)	国家经营的企业或组织	2
国营	guo2 ying2	nationalized	被国家收归或转为国有	7
乡镇	xiang1 zhen4	village	村庄	7
范	Fan4	surname Fan	范姓	7
纪录片	ji4 lu4 pian4	newsreel	新闻短片或时事影片	7
纪录片	ji4 lu4 pian4	documentary (film or TV program)	非虚构的纪录片影视作品	7
约分	yue1 fen1	reduced fraction (e.g. one half for three sixths)	约简后的分数	7
约分	yue1 fen1	to reduce a fraction by canceling common factors in the numerator and denominator	通过约去公因数化简分数	7
约束	yue1 shu4	to restrict	限制或控制行为	7
