word	pinyin	english	chinese	num_sentences_needed
业绩	ye4 ji4	achievement; accomplishment	完成的成就或成果	7
业绩	ye4 ji4	(in more recent usage) performance (of a business, employee etc); results	企业或个人的经营表现与业绩结果	7
吃吃	chi1 chi1	(onom.) sound of muffled laughter (chuckling, tittering etc)	轻声窃笑声	7
吃吃	chi1 chi1	sound of stammering	吞吞吐吐的说话声	7
缺点	que1 dian3	weak point	弱点或不利之处	2
缺点	que1 dian3	fault	性格或品质上的缺陷	7
缺点	que1 dian3	shortcoming	不能满足要求的不完善方面	7
缺点	que1 dian3	disadvantage	相比优点的劣势或不足	7
否定	fou3 ding4	to deny	断然声明某事不真实	7
否定	fou3 ding4	to reject	拒绝接受或采纳某种意见	7
