word	pinyin	english	chinese	num_sentences_needed
粥	zhou1	congee	以米或粮食煮成的稀饭	6
粥	zhou1	gruel	用水煮得很稀的糊状食物	6
粥	zhou1	porridge	以谷物或豆类煮成的稠状食物	6
救护车	jiu4 hu4 che1	ambulance	运送伤病者的救护车辆	6
教员	jiao4 yuan2	teacher	教师	6
教员	jiao4 yuan2	instructor	讲授或指导的工作人员	6
细腻	xi4 ni4	(of skin etc) smooth; satiny; delicate	皮肤或物体表面细滑柔软	6
细腻	xi4 ni4	(of a performance, depiction, craftsmanship etc) finely detailed; subtle; exquisite; meticulous	表现或技艺精细入微	6
文科	wen2 ke1	liberal arts	以语言文学和历史为主的学科	1
文科	wen2 ke1	humanities	研究人类文化与思想的人文学科	6
