word	pinyin	english	chinese	num_sentences_needed
老样子	lao3 yang4 zi5	things as they were	和以前一样没有改变	6
造反	zao4 fan3	to rebel	发起或参与叛乱	3
造反	zao4 fan3	to revolt	反抗权威或既定统治	6
不公	bu4 gong1	unjust	不公正	1
不公	bu4 gong1	unfair	不公平	6
聚合	ju4 he2	to come together (to form sth)	汇集在一起形成整体	6
聚合	ju4 he2	to assemble together	把若干部分集合成一体	6
聚合	ju4 he2	(chemistry) to polymerize	化学上单体连接成高分子	6
滨海	Bin1 hai3	Binhai (place name)	滨海（地名）	6
滨海	Bin1 hai3	Binhai New District, subprovincial district of Tianjin	天津的滨海新区	6
