word	pinyin	english	chinese	num_sentences_needed
新版	xin1 ban3	new version	更新或修订后的版本	6
普通话	pu3 tong1 hua4	Mandarin (common language)	以北京语音为基础的现代标准汉语	6
普通话	pu3 tong1 hua4	Putonghua (common speech of the Chinese language)	作为国家通用语的口语形式	6
普通话	pu3 tong1 hua4	ordinary speech	日常口语	6
书法	shu1 fa3	calligraphy	书法艺术与表现技巧	6
书法	shu1 fa3	handwriting	个人的书写风格或笔迹	1
书法	shu1 fa3	penmanship	讲求规范与美观的写字技艺	6
上床	shang4 chuang2	to go to bed	上床睡觉休息	6
上床	shang4 chuang2	(coll.) to have sex	发生性关系的委婉说法	6
容忍	rong2 ren3	to put up with	勉强接受并忍受	6
