word	pinyin	english	chinese	num_sentences_needed
轨道	gui3 dao4	orbit (of a satellite)	卫星或天体围绕运行的轨道	7
轨道	gui3 dao4	(fig.) a person's established path in life	人生或事业的既定发展路径	7
轨道	gui3 dao4	desired trajectory (of a business or other endeavor)	预期的运行或发展目标轨迹	7
轨道	gui3 dao4	(audio engineering) track	录音或音轨中的单独声道轨道	7
轨道	gui3 dao4	(quantum mechanics) orbital	量子力学中电子的原子轨道	7
杨	Yang2	surname Yang	杨姓	7
杨	yang2	poplar	杨树类	7
右	you4	(bound form) right; right-hand side	右侧，身体或事物的右边	7
右	you4	(bound form) (politics) right of center	政治上偏保守的中间偏右立场	7
右	you4	(bound form) (old) west	旧时方位上指西方	7
