word	pinyin	english	chinese	num_sentences_needed
终极	zhong1 ji2	ultimate	最根本或最高的目标	4
终极	zhong1 ji2	final	最终的、无法再进一步的状态	7
键	jian4	key (on a piano or computer keyboard)	键盘或乐器上的按键	7
键	jian4	button (on a mouse or other device)	设备上的按钮或触键	7
键	jian4	chemical bond	化学分子间的结合键	7
键	jian4	linchpin	起关键作用的构件或枢纽	7
时空	shi2 kong1	time and place	时间与空间的结合概念	2
时空	shi2 kong1	world of a particular locale and era	特定地域与时代构成的世界	7
时空	shi2 kong1	(physics) space-time	物理学中的时空概念	7
安定	an1 ding4	stable; calm; settled	社会或情绪的平稳安定状态	2
