word	pinyin	english	chinese	num_sentences_needed
反思	fan3 si1	to think back over sth	回想并审视自己的言行	7
反思	fan3 si1	to review	对事件或行为进行检讨	2
反思	fan3 si1	to revisit	重新回到某问题上再考虑	7
反思	fan3 si1	to rethink	对既有观点重新思考改变	7
反思	fan3 si1	reflection	对自身行为的深刻反省	7
反思	fan3 si1	reassessment	对事物作出重新评估与判断	7
哟	yo1	Oh! (interjection indicating slight surprise)	表示稍微惊讶的感叹词	7
哟	yo5	(sentence-final particle expressing exhortation)	表示敦促或劝告的语气助词	7
哟	yo5	(syllable filler in a song)	歌唱中的填词音节或衬音	7
严	Yan2	surname Yan	严姓	7
