word	pinyin	english	chinese	num_sentences_needed
认识	ren4 shi5	to get acquainted with sb	与某人结识	9
认识	ren4 shi5	knowledge	知识或学识	9
认识	ren4 shi5	understanding	理解或领会	9
认识	ren4 shi5	awareness	意识或觉察	9
老	lao3	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity	用于姓名前表示亲昵或排行的称谓	9
老	lao3	old (of people)	年老的（指人）	9
老	lao3	venerable (person)	德高望重的年长者	9
老	lao3	experienced	经验丰富、老练	9
老	lao3	of long standing	历史悠久或长期存在的	9
老	lao3	always	经常	9
