word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
行	xing2	临时权宜的	由于正式场馆还在装修，学校只好在操场上搭建了一个#行#宫作为临时的颁奖典礼场地。	古代皇帝出巡时，沿途各地都会准备#行#宫供其休息，这些临时住所往往也十分奢华。	战争期间，政府在山区设立了#行#都，作为临时的政治中心以躲避敌军的轰炸。	这座#行#营虽然简陋，但在紧急撤退时为数百名士兵提供了临时的庇护所。	皇帝微服私访时，地方官员匆忙将一座民宅改建为#行#宫，以供圣驾临时驻跸。	由于原定会议室突然停电，我们不得不在走廊里设置了一个#行#辕来接待来访的客人。	这处#行#馆虽然只是临时搭建的，但内部设施一应俱全，足以满足代表团短期居住的需求。	历史记载中，这位将军在征战途中设立了多处#行#营，每处都只是临时驻扎几日便继续前进。	考古学家在这里发现了唐代#行#宫的遗址，证明当年皇帝确实曾在此地临时停留过。
行	xing2	正在流通或通用的	这种新版人民币刚刚发#行#，市面上还很少见到，很多商家都不太熟悉它的防伪特征。	央行宣布将在下月发#行#一套纪念币，届时将在全国各大银行网点同时开放兑换。	这本杂志的发#行#量在过去一年里增长了百分之三十，成为同类刊物中最畅销的一本。	由于印刷质量问题，这批新发#行#的邮票被紧急召回，集邮爱好者们对此感到非常失望。	该公司计划在海外市场发#行#股票，以筹集更多资金用于扩大生产规模。	这部电影将于下周在全球同步发#行#，预计首周票房将突破十亿美元大关。	政府决定发#行#一批特别国债来支持基础设施建设，这一消息引发了市场的广泛关注。	这家出版社每年发#行#数百种图书，涵盖文学、科技、教育等多个领域。	新版护照已经开始发#行#，旧版护照在有效期内仍可继续使用。
行	xing2	从事或执行某事	医生在手术前必须严格执#行#消毒程序，任何疏忽都可能导致患者感染。	公司决定从下月起开始执#行#新的考勤制度，迟到早退将直接影响绩效奖金。	法院判决已经生效，执#行#局将在本周内对被告的财产进行查封和拍卖。	这项政策虽然已经颁布多年，但在基层的执#行#情况却参差不齐，效果并不理想。	作为项目经理，她负责监督整个计划的执#行#过程，确保每个环节都按时完成。	军队必须无条件执#行#上级的命令，这是铁的纪律，任何人都不能例外。	新交通法规将于明年一月一日起正式施#行#，届时违规处罚力度将大幅提高。	这份合同一经签署便立即生效并开始履#行#，双方都必须遵守其中的各项条款。	环保部门表示将严格执#行#污染物排放标准，对违规企业绝不姑息。
行	xing2	有能力能胜任的	别看他年纪轻轻，处理起复杂的技术问题来可真#行#，连老工程师都对他刮目相看。	这位新来的厨师确实#行#，短短一个月就把餐厅的生意做得红红火火。	大家都说老李修车特别#行#，再棘手的故障到他手里都能迎刃而解。	你这翻译水平真#行#啊，这么专业的法律文件都能翻得如此准确流畅。	小王在数据分析方面特别#行#，公司里但凡涉及统计的工作都会找他帮忙。	没想到你下棋这么#行#，我这个业余五段居然被你杀得片甲不留。	她在谈判桌上可#行#了，几次重要的商务合作都是她一手促成的。	这个小伙子干活真#行#，一个人顶得上三个人，老板对他赞不绝口。	你们公司的售后服务真#行#，产品出了问题当天就派人上门解决了。
行	xing2	可以接受	这个方案虽然不是最完美的，但基本能满足客户的需求，我看#行#，就这么定了吧。	妈妈问我晚饭吃面条可以吗，我说#行#啊，反正我也不挑食。	老板看了看设计稿，点点头说#行#，让我们按这个方向继续深化。	你要是觉得这个价格#行#，咱们就签合同，明天我就安排发货。	教练检查了一下我的动作，说基本#行#了，可以开始下一阶段的训练。	这篇文章我改了三遍，编辑终于说#行#了，可以送去排版印刷。	大家讨论了半天，最后一致认为这个时间安排#行#，就按计划执行。	医生看了检查报告说各项指标都#行#，可以出院回家休养了。	面试官问我能不能接受经常出差，我说#行#，没问题，随时可以。
行	xing2	行为或举止	这位官员平日里品#行#端正，廉洁奉公，深受百姓爱戴和同僚尊敬。	古人讲究德#行#兼备，认为一个人的道德修养比才能更加重要。	她的言#行#举止都透着大家闺秀的气质，一看就是受过良好教育的。	老师经常教导我们要注意自己的品#行#，因为它会影响别人对你的看法。	这个学生虽然成绩一般，但品#行#优良，乐于助人，老师们都很喜欢他。	在古代，一个人的德#行#往往比出身更能决定他在社会上的地位。	他的恶#行#终于被揭露，多年来欺骗投资者的罪行让他身败名裂。	父母的言#行#对孩子有着潜移默化的影响，所以家长要以身作则。	这位将军不仅战功赫赫，而且品#行#高洁，是后人学习的楷模。
行	xing2	即将发生的	大军#行#将抵达边境，敌方守军已经开始紧张地加固城防工事。	暴风雨#行#将来临，渔民们纷纷把船只拖上岸，加固绳索以防不测。	这家百年老店#行#将关闭的消息传出后，许多老顾客专程赶来做最后的告别。	夕阳#行#将落山，天边的晚霞染红了整片云彩，美得令人窒息。	他#行#将退休，同事们正在筹备一场盛大的欢送会来感谢他多年的贡献。	这座古桥#行#将拆除重建，文物部门正在抓紧时间进行最后的测绘记录。	冬天#行#将过去，冰雪消融，大地上已经能看到点点新绿。	列车#行#将进站，站台上等候的旅客们开始整理行李，准备上车。	这位老艺术家#行#将举办告别演出，票房在开售当天就被抢购一空。
行为	xing2 wei2	有目的的动作或举动	消防员奋不顾身冲进火场救人的#行为#，展现了他们崇高的职业精神和无私的奉献。	她主动放弃休息时间帮助同事完成项目的#行为#，赢得了整个团队的尊重和感谢。	政府对见义勇为的#行为#给予表彰和奖励，以鼓励更多人在危难时刻伸出援手。	他捐出全部积蓄资助贫困学生的#行为#，感动了无数人，被媒体广泛报道。
行为	xing2 wei2	符合或违反规范的品行	学校对学生的#行为#规范有明确要求，违反者将受到相应的纪律处分。	法官指出被告的#行为#已经构成欺诈罪，依法应当承担刑事责任。	公司制定了详细的员工#行为#准则，涵盖职业道德、保密义务等多个方面。	这种损人利己的#行为#严重违反了社会公德，理应受到舆论的谴责。	他的#行为#虽然没有触犯法律，但明显违背了基本的职业道德规范。	交通管理部门将严厉打击酒驾等违法#行为#，保障道路交通安全。	这种弄虚作假的#行为#一旦被发现，当事人将被取消参赛资格并通报批评。	审计发现该公司存在多项违规#行为#，相关责任人已被移交司法机关处理。	作为公众人物，他的不当#行为#造成了恶劣的社会影响，必须公开道歉。
行为	xing2 wei2	个人日常的表现方式	心理学家通过观察儿童的日常#行为#来评估他们的心理发展状况。	她最近的#行为#有些反常，总是心不在焉的样子，朋友们都很担心她。	这只猫的#行为#很有趣，每天早上都会准时坐在门口等主人起床。	研究人员发现，人们在社交媒体上的#行为#往往与现实生活中有很大差异。	老师注意到这个学生的#行为#模式发生了变化，决定找他谈谈心。	动物学家长期跟踪记录这群猩猩的#行为#，希望了解它们的社会结构。	他的#行为#习惯非常规律，每天按时起床、锻炼、工作，从不熬夜。	通过分析用户的消费#行为#，商家可以更精准地推送个性化的商品推荐。	孩子的很多#行为#都是从父母那里模仿来的，所以家长要注意言传身教。
