word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
事实上	shi4 shi2 shang4	事实上	#事实上#，这项研究早在十年前就已经开始了，只是一直没有对外公布任何进展。	很多人以为他是个冷漠的人，但#事实上#他只是不善于表达自己的情感而已。	#事实上#，公司的财务状况比年报上显示的要糟糕得多，这一点只有核心管理层才知道。	她表面上接受了这个安排，#事实上#心里一直在寻找机会改变现状。	#事实上#，这座古城的历史可以追溯到两千多年前，比官方记载的还要久远。	他声称自己从未参与过那个项目，但#事实上#他是整个计划的主要策划者之一。	#事实上#，气候变化对农业生产的影响已经开始显现，只是大多数人还没有意识到问题的严重性。	媒体报道说双方已经达成协议，#事实上#谈判仍在艰难进行中，分歧依然很大。			
事实上	shi4 shi2 shang4	在现实情况下	理论上这个方案是可行的，但#事实上#执行起来会遇到很多意想不到的困难。	政策制定者往往忽视了一个问题：#事实上#基层工作人员根本没有足够的资源来落实这些要求。	虽然法律规定了公民的各项权利，但#事实上#很多人并不知道如何维护自己的合法权益。	#事实上#，在偏远山区，医疗资源的匮乏程度远超城市居民的想象。	这个计划在纸面上看起来很完美，#事实上#却忽略了当地复杂的社会文化因素。	#事实上#，许多中小企业在疫情期间面临的困境比统计数据显示的更为严峻。	专家们在会议室里讨论的解决方案，#事实上#在实际操作中往往难以推行。	#事实上#，农村地区的教育资源分配不均问题一直没有得到根本性的改善。			
事实上	shi4 shi2 shang4	实际上并非表面所见	他看起来总是笑容满面，#事实上#内心承受着巨大的压力和孤独感。	这家公司对外宣称业绩蒸蒸日上，#事实上#已经连续三个季度出现亏损了。	她给人的印象是个无忧无虑的富家女，#事实上#她的家庭早已负债累累。	#事实上#，那位看似和蔼可亲的老板在员工面前是一个完全不同的人。	这座城市表面上繁华热闹，#事实上#贫富差距正在不断扩大。	他们的婚姻在外人看来幸福美满，#事实上#两人早已貌合神离。	#事实上#，这位备受推崇的学者的研究成果大部分是由他的学生完成的。	那个项目被宣传为巨大的成功，#事实上#投入的资金远远超出了预期收益。			
事实上	shi4 shi2 shang4	说到底或其实	#事实上#，他之所以反对这个提案，不过是因为触动了他的个人利益罢了。	争论了这么久，#事实上#大家的目标是一致的，只是实现路径不同而已。	#事实上#，她拒绝这份工作的真正原因是不想离开家人太远。	他找了很多借口推脱，#事实上#就是不想承担这个责任。	#事实上#，这场纠纷的根源在于双方缺乏有效的沟通机制。	她表面上说是为了孩子好，#事实上#更多是为了满足自己的虚荣心。	#事实上#，他们之间的矛盾由来已久，这次不过是一个导火索而已。	公司裁员的理由是业务调整，#事实上#是为了削减成本以应对财务危机。			
事实上	shi4 shi2 shang4	在事实意义上存在的	虽然两国没有正式建交，但#事实上#双方在经贸领域的合作已经非常密切。	这个组织虽然没有法律地位，但#事实上#已经在当地发挥着政府的职能。	#事实上#，他已经成为这个团队的领导者，尽管从未被正式任命过。	尽管合同尚未签署，但双方#事实上#已经开始按照协议内容执行了。	#事实上#，这片区域虽然名义上属于自然保护区，却一直被当地居民用于农业生产。	她虽然没有正式的职位头衔，但#事实上#掌控着公司的所有重大决策。	#事实上#，这两个部门虽然在组织架构上是独立的，但运作方式几乎完全相同。	这项政策虽然从未被正式废除，但#事实上#早已不再执行了。			
事实上	shi4 shi2 shang4	就其本身而言必然如此	一旦承认了这个前提，#事实上#就等于接受了由此推导出的所有结论。	他选择了这条道路，#事实上#就意味着要放弃原来安稳的生活。	#事实上#，当你决定创业的那一刻，就已经注定要面对无数的挑战和不确定性。	签署了这份协议，#事实上#就等于把公司的命运交到了对方手中。	#事实上#，一个人一旦失去了诚信，就很难再获得他人的信任了。	接受了这笔投资，#事实上#就意味着要按照投资方的意愿来调整公司战略。	#事实上#，当他公开发表那番言论时，就已经把自己推到了舆论的风口浪尖。	她做出那个决定的瞬间，#事实上#就已经改变了自己和家人的命运轨迹。			
居住	ju1 zhu4	在某处有住所并生活	他在北京#居住#了二十多年，对这座城市的每一条街道都了如指掌。	由于工作调动，她不得不离开#居住#多年的上海，前往深圳开始新的生活。	这个小区的#居住#环境非常好，绿化率高，物业管理也很到位。	他们一家三口#居住#在市中心的一套两居室里，虽然不大但温馨舒适。	#居住#在海边的人们习惯了每天清晨被海浪声唤醒，这是城市居民难以体验的。	政府为低收入家庭提供了廉租房，让他们能够在城市里有尊严地#居住#。	她选择#居住#在郊区，虽然通勤时间长了些，但能享受更清新的空气和宽敞的空间。	随着城市化进程加快，越来越多的农村人口选择到城市#居住#和工作。			
居住	ju1 zhu4	长期居住或栖息	这片古老的森林是许多珍稀动物#居住#繁衍的家园，必须加以保护。	他们家族世世代代#居住#在这个山谷里，与外界几乎没有什么联系。	这座修道院里#居住#着一群与世隔绝的修士，他们过着简朴而虔诚的生活。						
居住	ju1 zhu4	定居于某地在该处生活	退休后，他们决定离开喧嚣的都市，到云南的一个小镇#居住#养老。	她大学毕业后就留在了这座城市#居住#，如今已经在这里成家立业。	越来越多的外国人选择在中国长期#居住#，他们被这里的文化和发展机遇所吸引。	他年轻时曾在国外#居住#多年，这段经历对他的世界观产生了深远的影响。	这对夫妇计划在孩子上大学后搬到海南#居住#，享受温暖的气候和悠闲的生活节奏。	由于气候宜人、生活成本较低，这个小城吸引了许多退休人员前来#居住#。	她虽然在国外#居住#了十几年，但始终保持着中国人的生活习惯和文化认同。	随着远程办公的普及，人们可以更自由地选择自己想要#居住#的地方。			
居住	ju1 zhu4	居住在某地的人或居民	这个社区的#居住#者大多是年轻的上班族，他们对周边配套设施有较高的要求。	作为这栋楼的长期#居住#者，他对邻里之间的关系变化有着深刻的感受。	政府在制定城市规划时，应该充分听取当地#居住#者的意见和建议。	这片老城区的#居住#者以老年人为主，他们对社区的医疗和养老服务需求很大。	新建的地铁线路大大方便了沿线#居住#者的出行，房价也因此上涨了不少。	作为海外#居住#者，他们虽然身在异国，但始终关心着祖国的发展变化。	这个小区的#居住#者自发组织了业主委员会，共同参与社区事务的管理。	调查显示，城市核心区域的#居住#者对空气质量和噪音污染问题最为关注。			
