word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
药品	yao4 pin3	具有药理作用的化学药物	国家食品药品监督管理局近日发布公告，要求所有#药品#生产企业必须严格按照GMP标准进行生产，确保产品质量安全。	医院药房的工作人员每天都要对库存#药品#进行清点和核对，确保账物相符，防止过期药品流入临床使用。	由于原材料价格上涨和环保要求趋严，部分常用#药品#的生产成本大幅增加，导致市场供应出现短缺。	患者在购买处方#药品#时必须出示医生开具的处方单，药店不得擅自销售处方药给没有处方的顾客。	这家制药公司投入数十亿资金研发抗癌#药品#，经过十年的临床试验终于获得了上市批准。	海关在入境检查中查获了大量走私#药品#，这些药物未经国内审批，存在严重的安全隐患。	老年人往往需要同时服用多种#药品#，医生建议他们使用分药盒来管理每日用药，避免漏服或重复服用。				
画面	hua4 mian4	场景或情景的可视表现	电影开场的那个#画面#令人震撼，战火纷飞的城市废墟中，一个小女孩独自抱着布娃娃站在街头。	新闻报道中播放的救灾#画面#让无数观众落泪，消防员们不顾个人安危冲进火场救出被困群众。	婚礼上新人交换戒指的#画面#被摄影师完美捕捉，成为这对夫妻最珍贵的回忆之一。	纪录片用镜头记录下了非洲草原上狮子捕猎的#画面#，展现了大自然残酷而真实的生存法则。	春节联欢晚会上全家团聚看电视的#画面#，是几代中国人共同的温馨记忆。	战地记者冒着生命危险拍摄的#画面#，向全世界揭示了战争的残酷和平民的苦难。	毕业典礼上同学们抛起学士帽的#画面#，定格了青春最美好的瞬间。				
画面	hua4 mian4	具有构图感的静态画面	这幅油画的#画面#构图极为精妙，前景的花卉与远处的山峦形成了完美的层次感。	摄影师花了三个小时等待最佳光线，终于拍出了这张#画面#感极强的风景照片。	导演对每一个镜头的#画面#都精心设计，色彩搭配和人物站位都经过反复推敲。	这本画册收录的作品#画面#唯美，每一页都像是一幅精心创作的艺术品。	舞台剧的最后一幕呈现出一个极具张力的#画面#，演员们的站位和灯光配合得天衣无缝。	广告公司的设计师反复调整海报的#画面#布局，力求在视觉上达到最佳的传播效果。	中国传统山水画讲究#画面#的留白，这种空灵之美是西方绘画所不具备的独特韵味。				
画面	hua4 mian4	图像或图片	这本儿童绘本的#画面#色彩鲜艳，非常适合三到六岁的孩子阅读和欣赏。	杂志封面的#画面#经过专业修图，模特的皮肤看起来光滑无瑕，几乎不真实。	老照片上的#画面#已经泛黄模糊，但依然能辨认出祖父年轻时英俊的面容。	印刷厂的技术人员仔细检查每一页的#画面#质量，确保颜色还原准确，没有偏色或模糊。	这款手机的相机功能非常强大，即使在弱光环境下也能拍出清晰明亮的#画面#。	博物馆展出的这幅古画#画面#保存完好，历经数百年依然色彩鲜明。	设计师将产品说明书中的#画面#重新绘制，使其更加简洁易懂，方便用户理解操作步骤。				
画面	hua4 mian4	视觉上的影像或形象	童年时在乡下外婆家度过的那些夏天，至今仍是我脑海中最温暖的#画面#。	那场车祸的#画面#一直萦绕在目击者的脑海中，成为他多年无法摆脱的心理阴影。							
画面	hua4 mian4	显示屏上呈现的界面画面	电脑#画面#突然卡住不动了，我只好强制重启，结果没保存的文档全部丢失。	手机#画面#的分辨率越来越高，现在旗舰机型的屏幕显示效果已经可以媲美专业显示器。	游戏玩家对#画面#流畅度要求很高，一旦出现卡顿或掉帧就会严重影响游戏体验。	视频会议中对方的#画面#一直在抖动，网络信号不稳定导致沟通效率大打折扣。	电视机的#画面#突然变成雪花点，维修师傅检查后发现是信号线接触不良造成的。	设计师需要一台色彩准确的显示器，因为#画面#颜色的偏差会直接影响最终印刷效果。	直播间的#画面#清晰度直接影响观众的观看体验，主播们都会投资购买高质量的摄像设备。				
画面	hua4 mian4	电影或视频的一帧画面	剪辑师需要逐#画面#检查素材，确保每一帧都没有穿帮镜头或技术问题。	这部电影的每一#画面#都经过精心调色，呈现出独特的复古胶片质感。	动画制作是一项极其耗时的工作，一秒钟的流畅动作需要绘制二十四#画面#。	导演要求在这个#画面#上多停留两秒，让观众有足够的时间感受角色的情绪变化。	视频后期制作时，技术人员发现某一#画面#中出现了不该出现的工作人员，需要用特效将其抹除。	高速摄影机每秒可以拍摄上千#画面#，让我们能够看清子弹穿透物体的瞬间过程。	电影修复工作者需要对老胶片的每一#画面#进行数字化处理，去除划痕和霉斑。				
画面	hua4 mian4	观察者视野范围内的可见区域	站在山顶俯瞰，整个城市尽收眼底，这壮观的#画面#让所有登山者都觉得一路的辛苦都值得了。	望远镜的#画面#中出现了一群正在迁徙的候鸟，它们排成整齐的队形向南飞去。	潜水员透过面罩看到的#画面#美不胜收，五彩斑斓的珊瑚和热带鱼构成了一个梦幻世界。	狙击手通过瞄准镜观察，#画面#中的目标正在毫无察觉地走向预设的位置。	无人机升空后传回的#画面#显示，洪水已经淹没了大片农田，灾情比预想的更加严重。	天文爱好者调整好望远镜的焦距，#画面#中土星的光环清晰可见，令他激动不已。	监控摄像头的#画面#覆盖了整个停车场，任何可疑人员的活动都会被记录下来。				
删除	shan1 chu2	将文件或文字从系统中去除	不小心把重要文件#删除#了，幸好IT部门的同事帮我从备份中恢复了数据。	社交媒体平台会自动#删除#违反社区规定的内容，包括仇恨言论和虚假信息。	编辑建议作者#删除#文章中一些冗余的段落，使论述更加简洁有力。	手机存储空间不足时，系统会提示用户#删除#一些不常用的应用程序或缓存文件。	公司规定员工离职前必须#删除#电脑中的所有个人文件，并清空浏览器历史记录。	程序员在代码审查时发现了几行无用的注释，建议#删除#以保持代码整洁。	网站管理员定期#删除#过期的用户账户和无效的数据，以优化数据库性能。				
删除	shan1 chu2	取消或撤销既定的事项或安排	由于预算削减，公司决定#删除#原定于下季度举办的年度庆典活动。	会议议程经过调整，主办方#删除#了两个不太重要的讨论环节，以确保会议准时结束。	电影上映前，导演不得不#删除#几场过于血腥的戏份，以获得更低的分级。	出版社编辑认为这一章节与全书主题关联不大，建议作者考虑#删除#。	航空公司因客流量不足，决定#删除#部分冷门航线，集中资源运营热门目的地。	课程改革后，教育部门#删除#了一些过时的教学内容，增加了更多实践性课程。	演出时间有限，导演不得不忍痛#删除#了一段精心编排的舞蹈，让整场演出控制在两小时以内。				
