word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
臀	tun2	人体的臀部或后腰两侧部位	长时间坐在硬板凳上工作，他的#臀#部已经酸痛得几乎失去知觉，不得不站起来活动一下。	医生建议她每天做一些针对#臀#部肌肉的锻炼，这样可以有效缓解久坐带来的腰椎问题。	那位舞蹈演员的#臀#部线条优美流畅，每一个转身动作都展现出专业训练的成果。	健身教练指出，深蹲是锻炼#臀#部肌群最有效的动作之一，但姿势不正确容易造成膝盖损伤。	婴儿的#臀#部皮肤娇嫩，如果尿布更换不及时，很容易出现红疹和湿疹等问题。	他不小心滑倒，整个#臀#部重重地摔在冰冷的地面上，疼得半天站不起来。				
弃	qi4	遗弃，不再照顾或留置他人	那只被主人#弃#于路边的小狗眼神里满是哀伤，志愿者们决定把它带回救助站照顾。	法律明确规定，父母不得#弃#养未成年子女，否则将承担相应的法律责任。	战争年代，许多家庭被迫骨肉分离，有些孩子被#弃#于孤儿院，从此再也没能与亲人团聚。	她无法理解为什么亲生父母会#弃#她于襁褓之中，这个疑问困扰了她整整三十年。	那位老人被子女#弃#于养老院后无人问津，每天只能独自望着窗外发呆。	社会上仍有一些人因为重男轻女的观念而#弃#女婴，这种行为不仅违法，更是对生命的漠视。				
弃	qi4	放弃权利、职务或责任	面对公司内部的腐败现象，他毅然#弃#官从商，决定用自己的方式改变行业生态。	古代有不少文人因不满朝政而#弃#职归隐，选择在山林间过着与世无争的生活。	她为了照顾患病的母亲，不得不#弃#学回家，放弃了继续深造的机会。	那位将军在关键时刻#弃#权投降，导致整个战局急转直下，成为历史上备受争议的人物。	他宁可#弃#权也不愿意在那份违背良心的文件上签字，这种坚持让同事们既敬佩又担忧。	运动员因伤病困扰不得不#弃#赛，多年的训练付诸东流，让所有关心他的人都感到惋惜。				
弃	qi4	丢弃不用的物品或想法	随着科技的发展，许多传统工艺被人们#弃#之不用，这让老一辈手艺人感到十分痛心。	她终于下定决心#弃#掉那些堆积多年的旧物，让家里的空间焕然一新。	这个方案存在太多漏洞，经过反复讨论后，团队决定将其#弃#置，重新制定新的计划。	他把那些过时的观念统统#弃#掉，以更加开放的心态接受新事物。	工厂将大量不合格产品#弃#于仓库角落，既占用空间又造成资源浪费。	经过深思熟虑，她决定#弃#掉原来的设计稿，从零开始构思一个全新的创意。				
弃	qi4	抛弃或扔掉	他愤怒地将那封分手信#弃#于火中，看着它化为灰烬，心中五味杂陈。	环保组织呼吁市民不要随意#弃#置废旧电池，应该送到专门的回收点进行处理。	她将那些承载着痛苦回忆的照片全部#弃#入垃圾桶，决心开始新的生活。	渔民们发现海滩上#弃#满了各种塑料垃圾，这些污染物严重威胁着海洋生态系统。	他毫不犹豫地将那份充满诱惑的合同#弃#于一旁，因为他知道这背后隐藏着巨大的风险。	古人云"敝帚自珍"，意思是即使是破旧的扫帚也舍不得#弃#掉，比喻珍惜自己的东西。				
脏	zang4	体内的脏腑器官	中医理论认为，人体的五#脏#六腑相互关联，任何一个器官出现问题都会影响整体健康。	他因为长期酗酒，肝#脏#已经严重受损，医生警告他必须立即戒酒否则后果不堪设想。	心#脏#移植手术在二十年前还是医学奇迹，如今已经成为挽救终末期心脏病患者的常规治疗手段。	她的肾#脏#功能检查结果显示一切正常，这让担心了好几天的家人终于松了一口气。	传统养生学强调"养#脏#先养心"，认为情绪稳定是保持内脏健康的重要前提。	那位老中医通过望闻问切，判断患者的#脏#腑功能失调，开出了一副调理气血的方子。				
脏	zang4	解剖学上的器官	解剖学课上，教授详细讲解了人体各个#脏#器的位置和功能，学生们听得聚精会神。	这台精密的医疗设备可以清晰地显示患者内#脏#器官的三维影像，大大提高了诊断的准确性。	器官捐献者的肝#脏#经过严格检测后，被紧急送往另一家医院进行移植手术。	研究人员发现，这种新型药物对肾#脏#组织有明显的保护作用，有望用于治疗慢性肾病。	法医通过解剖检查死者的内#脏#器官，最终确定了真正的死亡原因。	医学院的学生们第一次在实验室里观察真实的人体#脏#器标本，不少人感到既紧张又兴奋。				
脏	zang1	肮脏的	孩子们在泥地里玩了一下午，回家时浑身上下都是#脏#兮兮的，妈妈赶紧让他们去洗澡。	这间出租屋已经很久没人打扫了，地板#脏#得几乎看不出原来的颜色。	他穿着一件#脏#破的旧外套站在街角，路过的行人都不愿意多看他一眼。	厨房的油烟机太#脏#了，积累的油垢厚得用普通清洁剂根本洗不掉。	那条河流因为工厂排污变得又黑又#脏#，曾经清澈见底的河水如今连鱼虾都无法生存。	她嫌弃地看着那张#脏#乱的桌子，实在无法想象有人能在这样的环境里工作。				
脏	zang1	极其污秽的	下水道里散发出一股#脏#臭难闻的气味，让路过的行人都忍不住捂住鼻子快步走开。	那个废弃的公共厕所#脏#得令人作呕，墙壁上布满了污渍和涂鸦，地上垃圾遍布。	他的房间#脏#乱到了极点，发霉的食物和脏衣服堆得到处都是，简直无处下脚。	记者暗访发现，这家黑作坊的生产环境#脏#得触目惊心，卫生条件完全不达标。	那片被非法倾倒垃圾的土地已经#脏#得面目全非，土壤和地下水都受到了严重污染。	她打开冰箱门，一股#脏#腐的气味扑面而来，原来是上个月忘记扔掉的剩菜已经长满了霉菌。				
脏	zang1	弄脏，使变污秽	小心别把新买的白衬衫#脏#了，这种面料一旦沾上污渍就很难清洗干净。	他不小心把墨水洒在了文件上，#脏#了好几页重要的合同，只好重新打印一份。	孩子们在花园里玩耍时把衣服全#脏#了，奶奶一边抱怨一边把脏衣服扔进洗衣机。	装修工人进屋前都会套上鞋套，生怕把客户家刚铺好的地板给#脏#了。	她小心翼翼地翻阅那本古籍，生怕手上的汗渍会把珍贵的书页#脏#了。	雨天出门最怕被路过的汽车溅起的泥水#脏#了裤子，所以她总是离马路远远的。				
