word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
信任	xin4 ren4	信赖或相信某人或某物	经过多年的合作，她终于赢得了客户的#信任#，成为公司最受欢迎的销售代表。	孩子们对父母的#信任#是与生俱来的，这种纯粹的依赖让人感到温暖又责任重大。	在网络时代，如何建立消费者对品牌的#信任#成为企业营销的核心课题。	他把全部积蓄交给朋友投资，这份#信任#最终却换来了血本无归的惨痛教训。			
信任	xin4 ren4	对某人能力或品格抱有信心	董事会对新任CEO的#信任#源于他在上一家公司创造的辉煌业绩和卓越的领导能力。	教练对这位年轻运动员充满#信任#，相信他能在关键时刻顶住压力发挥出最佳水平。	医生的专业素养和耐心解释让患者对他产生了深深的#信任#，愿意配合一切治疗方案。	领导对她的#信任#体现在每次重要项目都会指派她担任负责人这一点上。	选民对这位候选人的#信任#不仅来自他的政策主张，更来自他多年来言行一致的从政记录。	投资人对创业团队的#信任#是基于对其技术实力和市场洞察力的充分认可。	老师对学生的#信任#往往能激发出他们意想不到的潜能，这就是教育的魅力所在。
黄金	huang2 jin1	贵金属金	国际市场上#黄金#价格持续攀升，许多投资者纷纷将资金转入贵金属市场避险。	她继承了祖母留下的一套#黄金#首饰，每一件都承载着家族几代人的记忆和情感。	央行宣布增加#黄金#储备，以应对全球经济不确定性带来的货币风险。	这家珠宝店专门销售高纯度#黄金#制品，每件商品都附有权威机构的检测证书。	考古学家在古墓中发现了大量#黄金#器皿，这些文物对研究当时的冶金技术具有重要价值。	由于通货膨胀预期上升，越来越多的普通家庭开始购买#黄金#作为保值手段。	矿业公司在西部山区发现了一处大型#黄金#矿脉，预计储量可达数十吨。
黄金	huang2 jin1	宝贵而难得的机会	这次行业整合为中小企业提供了难得的#黄金#机遇，抓住它就能实现弯道超车。	对于应届毕业生来说，校园招聘季是找到理想工作的#黄金#时机，错过就要再等一年。	疫情后的经济复苏期被业内人士视为投资文旅产业的#黄金#窗口期。	他深知这是自己职业生涯中千载难逢的#黄金#机会，必须全力以赴争取成功。	两国关系缓和为双边贸易创造了#黄金#契机，众多企业纷纷布局海外市场。	专家指出，未来五年将是新能源汽车行业发展的#黄金#阶段，竞争格局将基本确定。	这位年轻导演抓住了电影市场转型的#黄金#时机，凭借处女作一举成名。
黄金	huang2 jin1	最好的时期或鼎盛时段	晚间七点到九点是电视台的#黄金#时段，广告费用比其他时间高出数倍。	人生的#黄金#年华转瞬即逝，年轻人应该珍惜时光努力奋斗。	这位运动员正处于竞技状态的#黄金#时期，连续三年打破世界纪录。	春节前后是零售业的#黄金#旺季，各大商场都会推出力度空前的促销活动。	医学研究表明，晚上十点到凌晨两点是人体修复的#黄金#睡眠时间。	对于这家百年老店来说，上世纪八十年代是其发展史上的#黄金#岁月。	专家建议把最重要的工作安排在上午九点到十一点这个效率最高的#黄金#时段。
做工作	zuo4 gong1 zuo4	从事本职工作	他每天早出晚归认真#做工作#，从不抱怨加班，这种敬业精神值得所有同事学习。	医护人员在疫情期间坚守岗位#做工作#，用实际行动诠释了白衣天使的责任与担当。	她虽然身体不适，但仍然坚持到办公室#做工作#，直到项目顺利完成才去医院检查。	基层干部深入田间地头#做工作#，帮助农民解决生产中遇到的实际困难。	科研人员在实验室里默默#做工作#，为国家的科技进步贡献着自己的智慧和汗水。	他认为踏踏实实#做工作#比任何花言巧语都更能赢得领导和同事的认可。	新员工入职后应该虚心学习、认真#做工作#，用业绩证明自己的价值。
做工作	zuo4 gong1 zuo4	对某人进行影响或争取	组织部门派人去#做工作#，希望能说服这位资深专家留在原单位继续发挥作用。	为了让村民同意搬迁方案，驻村干部挨家挨户#做工作#，耐心解释补偿政策。	工会代表多次找管理层#做工作#，争取为一线员工提高福利待遇。	他花了整整一个月的时间给家人#做工作#，才终于获得他们对自己创业计划的支持。	学校领导亲自出面给优秀教师#做工作#，希望他能放弃跳槽的念头。	社区工作者不厌其烦地给居民#做工作#，动员大家配合老旧小区改造工程。	公司高层正在给核心技术人员#做工作#，防止他们被竞争对手挖走。
做工作	zuo4 gong1 zuo4	尝试说服某人	父母轮番给他#做工作#，劝他放弃出国留学的想法，留在父母身边工作。	朋友们纷纷给她#做工作#，希望她能原谅男友的过错，给这段感情一个机会。	老师专门找这位叛逆的学生#做工作#，用真诚和耐心帮助他重新树立学习的信心。	邻居们联合起来给房东#做工作#，请求他不要在疫情期间涨房租。	同事们轮流给他#做工作#，劝他不要因为一时冲动就提交辞职申请。	家人反复给老人#做工作#，希望他能同意去医院接受手术治疗。	班主任多次给家长#做工作#，建议他们给孩子更多自主选择的空间。
出问题	chu1 wen4 ti2	发生故障或不正常情况	汽车在高速公路上突然#出问题#，发动机发出异响后彻底熄火，他只好叫拖车救援。	公司服务器半夜#出问题#，导致网站瘫痪数小时，技术团队紧急抢修到天亮。	这台用了十年的老空调终于#出问题#了，制冷效果越来越差，看来得换新的了。	飞机起飞前被告知液压系统#出问题#，所有乘客不得不下机等待维修。	生产线上的关键设备#出问题#，整个车间被迫停工，工程师正在全力排查故障原因。	手机用了不到一年就#出问题#，屏幕出现严重的触控失灵，售后却说不在保修范围内。	电梯在运行过程中突然#出问题#，被困的居民通过紧急按钮联系到了物业救援人员。
出问题	chu1 wen4 ti2	出现意料之外的麻烦或问题	项目推进到一半突然#出问题#，合作方临时撤资，整个团队陷入了困境。	原本顺利的谈判在最后关头#出问题#，双方在核心条款上产生了严重分歧。	婚礼筹备过程中#出问题#了，预订的酒店突然通知场地被占用，新人急得团团转。	他的签证申请#出问题#，被使馆要求补充材料，出国计划不得不推迟。	公司上市计划#出问题#，审计报告中发现的财务漏洞引起了监管部门的关注。	本来板上钉钉的晋升#出问题#了，人事部门突然宣布冻结所有职位调整。	演出前一天#出问题#，主演突发急病住院，剧组不得不紧急启用替补演员。
