word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
度	du4	计量的标准或尺度	做人做事都要有#度#，过犹不及，凡事把握好分寸才能游刃有余。	他对员工的管理很有#度#，既严格要求工作质量，又给予充分的自主空间。	开玩笑要有#度#，超过了对方能接受的底线就会伤害彼此的感情。	批评教育孩子也要掌握好#度#，太严厉会适得其反，太宽松又起不到效果。	她在社交场合总能把握好说话的#度#，既不过分热情也不显得冷淡。	饮酒要适#度#，少量饮用有益健康，过量则会损害肝脏和其他器官。	自由是有#度#的，任何人的自由都不能以侵犯他人的权利为代价。	领导表扬下属也要注意#度#，过度夸奖反而会让人产生骄傲自满的情绪。			
度	du4	界限或限定范围	他的忍耐已经到了极限，再这样下去就要超出他能承受的#度#了。	法律为公民的行为设定了明确的#度#，越过这条红线就要承担法律责任。	这次改革的力#度#之大超出了所有人的预期，涉及多个部门的职能调整。	政府对环境污染的处罚力#度#不断加大，违法企业面临的罚款金额大幅提高。	他做事从不逾越规矩的#度#，在同事中以严谨自律著称。	公司对员工着装的要求有一定的宽容#度#，但正式场合必须穿商务装。	这种材料的耐热#度#非常高，即使在极端高温环境下也不会变形。	老师对学生犯错的容忍#度#是有限的，屡教不改的行为必须严肃处理。			
度	du4	事物的程度或范围	这个项目的复杂#度#远超预期，原定三个月完成的工期不得不延长到半年。	这款新产品的用户满意#度#高达百分之九十五，市场反响非常好。	随着城市化进程的加快，人口密集#度#越来越高，交通拥堵问题日益严重。	这篇论文的创新#度#很高，提出了一个全新的理论框架来解释这一现象。	消费者对品牌的忠诚#度#直接影响着企业的长期盈利能力和市场竞争力。	这部电影的还原#度#非常高，几乎完美地再现了原著小说中的经典场景。	他对这个领域的熟悉#度#令人惊叹，任何细节问题都能对答如流。	这座桥梁的设计精密#度#达到了毫米级别，施工难度在国内首屈一指。			
度	du4	强度或程度的大小	今年夏天的高温强#度#创下了历史纪录，连续多天气温超过四十摄氏度。	这次地震的烈#度#达到了八级，震中附近的建筑物几乎全部倒塌。	运动员在比赛前会逐步加大训练的强#度#，以确保在赛场上发挥出最佳状态。	这种新型消毒液的杀菌#度#非常高，能有效消灭百分之九十九的细菌和病毒。	台风登陆时的风力强#度#达到了十六级，沿海地区的树木和电线杆被连根拔起。	医生根据患者疼痛的#度#来调整用药方案，确保既能缓解症状又不会过度依赖止痛药。	这款辣椒酱的辣#度#分为五个等级，最高等级只有真正能吃辣的人才敢尝试。	紫外线的照射强#度#在中午时分最高，外出时一定要做好防晒措施。			
度	du4	角度或温度等的度量单位	今天的气温高达三十八#度#，气象台发布了高温橙色预警信号。	这个三角形的最大内角是九十#度#，所以它是一个直角三角形。	水在标准大气压下加热到一百#度#就会沸腾，这是基本的物理常识。	他发烧到了三十九#度#五，妈妈赶紧带他去医院看急诊。	地球的自转轴与公转轨道面之间的夹角约为二十三点五#度#。	这瓶白酒的酒精含量是五十二#度#，不胜酒力的人最好不要轻易尝试。	北京位于北纬四十#度#左右，属于典型的温带季风气候。	工程师测量后发现这面墙倾斜了将近五#度#，存在严重的安全隐患。			
度	du4	电能计量单位千瓦时	这台老式空调太耗电了，开一个晚上就要用掉将近二十#度#电。	他家上个月的用电量是三百多#度#，电费账单比平时高出了不少。	这个小区实行阶梯电价，每月用电超过两百#度#后单价就会上涨。	安装了太阳能发电板后，他家每个月能节省大约一百#度#电的费用。	工厂的大型设备每天运转要消耗上千#度#电，电费是一笔不小的开支。	新买的变频冰箱非常省电，一天只用不到一#度#电，比旧冰箱节能多了。	夏天用电高峰期，整栋楼一天的用电量就超过五百#度#，供电压力很大。	她算了一下，如果每天少开两小时空调，一个月大概能省下六十#度#电。			
度	du4	用于计数事件或发生次数的量词	这是他第三#度#获得这个行业的最高荣誉奖项，实力和成就有目共睹。	她再#度#当选为公司的年度优秀员工，连续两年获此殊荣。	这支球队时隔十年再#度#闯入总决赛，球迷们激动得热泪盈眶。	他三#度#申请出国留学都被拒签，但始终没有放弃自己的梦想。	台风再#度#来袭，气象部门提醒沿海居民做好防风防雨的准备工作。	这位导演的新作品再#度#入围国际电影节，引发了影评界的广泛关注。	经过多年的努力，这家企业再#度#扭亏为盈，重新回到了行业领先地位。	他二#度#创业终于取得了成功，之前失败的经验教训成为了宝贵的财富。			
度	duo2	估量或推测数量或程度	他暗自#度#量着对方的实力，觉得这场比赛胜算并不大。	古人云"以己#度#人"，意思是用自己的心思去揣测别人的想法。	她仔细#度#量了一下工程的难度和所需的时间，决定增派人手加快进度。	他以小人之心#度#君子之腹，把别人的好意当成了别有用心。	将军站在山头上仔细#度#量着敌军的兵力部署，制定了周密的作战计划。	老师傅凭着多年的经验，用眼睛一#度#就能估出这块木料的尺寸和重量。	她反复#度#量着这笔投资的风险和收益，迟迟不敢做出最终决定。	他#度#量再三，觉得现在还不是摊牌的最佳时机，决定再观望一段时间。			
热	re4	使事物变暖	天气太冷了，她赶紧把双手放在暖气片上#热#一#热#，冻僵的手指才慢慢恢复知觉。	妈妈把昨晚剩下的饭菜放进微波炉里#热#了一下，简单吃了个午饭。	他搓了搓手掌#热#了#热#，然后小心翼翼地拿起那件精致的瓷器仔细端详。	冬天出门前她习惯先用暖水袋把被窝#热#一#热#，这样晚上睡觉就不会觉得冷。	奶奶把凉了的牛奶倒进锅里重新#热#了一遍，叮嘱孙子趁热喝掉。	他把冻得通红的耳朵捂在手心里#热#了好一会儿，才感觉没那么疼了。	服务员把茶壶里的水重新#热#了一下端上来，客人们继续边喝茶边聊天。	她用吹风机对着湿漉漉的头发吹了好久，直到头皮#热#乎乎的才停下来。			
热	re4	对物体进行加热使温度上升	钢铁厂的工人们将铁矿石放入高炉中加#热#到一千多度，使其熔化成铁水。	化学实验中需要用酒精灯#热#烧杯里的溶液，观察其在不同温度下的变化。	厨师先把锅烧#热#，再倒入适量的食用油，等油温升高后放入食材翻炒。	这种特殊的陶瓷材料需要在窑炉中加#热#到一千二百度才能烧制成型。	他把焊枪对准金属接口处加#热#，等温度足够高时再填入焊料进行焊接。	实验要求将试管中的液体缓慢加#热#至沸腾，并记录整个过程中温度的变化曲线。	工人师傅用喷灯#热#弯了一根钢管，使其角度恰好符合安装要求。	食品加工厂采用巴氏消毒法，将牛奶加#热#到七十二度并保持十五秒以杀灭细菌。			
