word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
汤	tang1	食用的汤羹	母亲每天早起熬一锅浓郁的骨头#汤#，说是要给正在长身体的孩子们补充营养。	这家餐厅的招牌菜是用老母鸡和各种山珍慢火炖制的滋补#汤#，每天限量供应，来晚了就喝不到了。	寒冷的冬夜里，一碗热腾腾的羊肉#汤#下肚，整个人都暖和起来，疲惫感也消散了大半。	广东人讲究饮食养生，几乎每顿饭都要有一道精心煲制的老火靓#汤#。	她学会了做各种西式浓#汤#，奶油蘑菇汤和番茄浓汤是孩子们的最爱。	这道海鲜#汤#用了新鲜的虾蟹和贝类，鲜美无比，让人回味无穷。	医生建议术后病人多喝一些清淡的蔬菜#汤#，既容易消化又能补充水分和维生素。					
汤	tang1	热或沸腾的水	古人沐浴讲究，要先烧好一大锅滚烫的#汤#，再兑入冷水调至适宜的温度。	赴#汤#蹈火这个成语形容的是不畏艰险、勇往直前的精神，其中的汤指的就是沸腾的热水。	古代刑罚中有一种叫做"烹刑"，就是把犯人投入沸#汤#之中，极其残忍。	扬#汤#止沸不如釜底抽薪，这句话告诉我们解决问题要从根本入手。	她不小心打翻了刚烧开的#汤#，滚烫的热水溅到手上，立刻起了一串水泡。	古时候的澡堂会准备大桶的热#汤#供客人洗浴，冬天生意格外兴隆。	以#汤#沃雪，形容事情极容易解决，就像用热水浇在雪上一样迅速融化。					
汤	tang1	中药煎出的药液	老中医开了一副调理脾胃的方子，嘱咐她每天煎服两次#汤#药，连续服用半个月。	这副#汤#剂味道苦涩，但据说对治疗失眠有奇效，很多患者服用后都说睡眠质量明显改善。	中医讲究辨证施治，同样的病症可能需要不同的#汤#方，必须根据个人体质调整用药。	她按照医嘱把草药放入砂锅，加水浸泡半小时后用文火慢慢熬煮，直到#汤#色变得浓稠。	四物#汤#是传统的补血名方，由当归、川芎、白芍、熟地四味药材组成，对女性调养身体很有帮助。	爷爷坚持喝了三个月的中药#汤#，困扰他多年的关节疼痛终于有所缓解。	这家中药房提供代煎服务，患者可以直接取走包装好的#汤#药，省去了自己煎药的麻烦。					
汤	tang1	煮物后留下的汁液	她把煮完饺子的#汤#留下来，加点紫菜和虾皮，就是一碗鲜美的清汤。	面条煮好后，她舀了一勺浓稠的骨头#汤#浇在上面，撒上葱花和香菜，香气扑鼻。	这锅卤肉的#汤#已经用了好几年，每次卤完肉都会添加新的香料，味道越来越醇厚。	奶奶说煮粽子的#汤#不要倒掉，用来浇花可以让植物长得更茂盛。	厨师把炖牛肉剩下的#汤#过滤后冷藏，第二天表面凝结了一层厚厚的油脂。	她用煮鸡的#汤#来做米饭，煮出来的饭粒粒分明，带着淡淡的鸡香。	火锅吃到最后，锅底的#汤#已经吸收了各种食材的精华，用来煮面条特别入味。					
这时	zhe4 shi2	在这个时间点	#这时#正值春耕时节，农民们都在田间忙碌，为新一年的收成做准备。	会议定于下午三点开始，#这时#大部分与会者都已经到达会场，正在交换名片寒暄。	#这时#距离截止日期只剩下三天，整个团队都在加班加点赶进度。	每天傍晚六点左右，#这时#是交通最拥堵的时段，建议错峰出行。	#这时#已经是深夜十一点，街上的行人渐渐稀少，只有几家便利店还亮着灯。	#这时#恰逢周末，公园里到处都是带着孩子出来游玩的家庭。	#这时#正是樱花盛开的季节，整条街道都被粉色的花瓣装点得如梦如幻。					
这时	zhe4 shi2	就在这一刻	他正准备放弃的时候，#这时#电话突然响了，是公司通知他被录用的好消息。	众人都以为比赛已成定局，#这时#落后的选手突然发力，在最后一圈实现了惊天逆转。	她独自站在雨中不知所措，#这时#一把伞悄然撑到了她的头顶，是多年未见的老同学。	谈判陷入僵局，双方都不肯让步，#这时#调解人提出了一个折中方案，打破了僵持的局面。	孩子在人群中走散了，母亲急得四处寻找，#这时#广播里传来了寻人启事的声音。	火势越来越大，被困的居民几乎绝望，#这时#消防队员终于赶到，架起云梯开始营救。	演讲者忘词了，台下一片寂静，#这时#他的搭档机智地接过话题，化解了尴尬。					
老等	lao3 deng3	耐心等待	他在医院门口#老等#着，从早上一直等到傍晚，就为了能见主治医生一面。	这份工作机会来之不易，她#老等#了三个月才终于收到面试通知。	老张每天傍晚都在村口#老等#，盼着在外打工的儿子能回来看看他。	顾客们在店门口排起长队#老等#，就为了买到这家网红店限量发售的新品。	她#老等#着男朋友的求婚，可对方似乎完全没有结婚的打算。	记者们在发布会场外#老等#了好几个小时，就为了能采访到那位神秘的企业家。	他#老等#着房东降价，结果等来等去，房租反而涨了不少。					
老等	lao3 deng3	一种涉水觅食的苍鹭	湿地保护区里栖息着大量的#老等#，它们长时间一动不动地站在浅水中等待鱼虾游过。	#老等#因其捕食时极有耐心而得名，常常能在水边静立数小时之久。	摄影师架好相机，等待着#老等#展翅的瞬间，这种鸟类优雅的身姿是绝佳的拍摄素材。	这片芦苇荡是#老等#的重要繁殖地，每年春天都有大批候鸟来此筑巢。	孩子们第一次在动物园看到#老等#，对这种腿长脖子长的水鸟充满了好奇。	生态学家在研究报告中指出，#老等#的数量变化可以反映湿地生态系统的健康状况。	渔民们常说#老等#是捕鱼高手，它们能准确地判断鱼群的位置，一击必中。					
感觉到	gan3 jue2 dao4	感到身体或情绪上的变化	连续加班一周后，她明显#感觉到#身体的疲惫，腰酸背痛，眼睛也干涩得厉害。	听到孩子考上重点大学的消息，他#感觉到#一阵难以抑制的喜悦涌上心头。	站在高楼的玻璃栈道上，他#感觉到#双腿发软，心跳加速，恐高症又犯了。	她#感觉到#胃部隐隐作痛，意识到可能是早餐吃得太急导致的消化不良。	独自一人在异国他乡过节，他#感觉到#前所未有的孤独和思乡之情。	跑完马拉松后，他#感觉到#全身肌肉酸痛，但内心却充满了完成挑战的成就感。	她#感觉到#一阵眩晕袭来，赶紧扶住墙壁，医生说这是低血糖的典型症状。					
感觉到	gan3 jue2 dao4	觉察到细微的征兆或氛围	他从同事们异常的眼神中#感觉到#公司可能要进行大规模裁员。	经验丰富的刑警从嫌疑人细微的表情变化中#感觉到#对方在说谎。	她#感觉到#最近丈夫的态度有些反常，似乎在刻意隐瞒什么事情。	市场分析师从各项经济指标中#感觉到#一场金融风暴即将来临。	老猎人#感觉到#林中的气氛不对劲，鸟雀突然安静下来，一定是有大型猛兽在附近。	她从客户含糊其辞的回复中#感觉到#这笔生意可能要黄了。	资深记者#感觉到#这次采访对象话里有话，背后一定隐藏着更大的新闻。					
