word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
保安	bao3 an1	维护公共治安的行动	为了#保安#工作的顺利开展，当地政府投入了大量人力物力，确保节日期间不发生任何治安事件。	春节期间，各地公安机关加强#保安#措施，在火车站、商场等人流密集场所增派警力巡逻。	这次大型活动的#保安#工作由市公安局统一部署，各区分局协调配合，确保万无一失。	政府高度重视此次国际会议的#保安#事宜，从交通管制到人员排查都做了周密安排。	学校联合社区开展#保安#行动，对校园周边的网吧、游戏厅进行了集中整治。	为做好国庆期间的#保安#工作，武警部队提前一个月进驻重点区域进行安全演练。	这项#保安#计划涵盖了从机场到会场的全程护卫，每个环节都有专人负责。					
保安	bao3 an1	维护社会秩序与安全的机构	小区的#保安#二十四小时轮班值守，对进出车辆和人员都要进行登记核实。	商场#保安#发现一名形迹可疑的男子在珠宝柜台附近徘徊，立即上前盘问并通知了警方。	银行门口的#保安#大叔每天早上都会帮老年客户开门，服务态度特别好。	这家公司的#保安#部门配备了先进的监控系统，能够实时监测整栋大楼的安全状况。	写字楼的#保安#告诉我，快递员必须在一楼登记后才能上楼送件。	学校#保安#在门口拦住了一个陌生人，要求他出示证件并说明来访目的。	物业公司新招聘的#保安#都经过了专业培训，持证上岗，业主们对此表示满意。					
凤凰	feng4 huang2	古代传说中的瑞鸟，象征和谐与王权	传说中#凤凰#涅槃重生的故事，象征着浴火重生、永不言败的精神。	古代皇后的礼服上绣着#凤凰#图案，与皇帝龙袍上的龙纹相呼应，寓意龙凤呈祥。	这幅唐代壁画描绘了一只展翅高飞的#凤凰#，色彩艳丽，栩栩如生，是国宝级文物。	民间传说#凤凰#只在太平盛世才会出现，因此古人视其为祥瑞之兆。	博物馆里陈列着一件战国时期的青铜器，上面铸有精美的#凤凰#纹饰。	她的婚纱上绣满了#凤凰#和牡丹的图案，寓意富贵吉祥、百年好合。	这座古庙的屋脊上雕刻着一对#凤凰#，据说已有五百多年的历史。					
率先	shuai4 xian1	首先行动或走在最前	在这场抗洪抢险中，解放军战士#率先#跳入洪水，用身体筑起人墙保护群众。	该省#率先#在全国推行电子政务系统，大大提高了行政审批效率。								
率先	shuai4 xian1	主动示范带头	老党员#率先#垂范，带头参加社区志愿服务，用实际行动感染身边的年轻人。	厂长#率先#捐出一个月工资支援灾区，在他的带动下，全厂职工纷纷慷慨解囊。	班主任#率先#打扫教室卫生，学生们看到后都不好意思再偷懒，纷纷拿起扫帚加入劳动。	村支书#率先#拆除自家违建，为全村的环境整治工作树立了榜样。	公司高管#率先#降薪百分之三十，与员工共渡难关，这一举动赢得了全体员工的尊重。	在节能减排方面，这家企业#率先#示范，主动淘汰高耗能设备，成为行业标杆。	校长#率先#在食堂与学生同桌用餐，以身作则推动学校的伙食改革。					
率领	shuai4 ling3	带领队伍或集体	教练#率领#国家队远赴欧洲集训，为即将到来的世界杯做最后的准备。	探险家#率领#一支由十二人组成的科考队，深入亚马逊雨林进行生物多样性调查。	村长#率领#全村青壮年劳力上山植树，誓要把荒山变成绿水青山。	导游#率领#旅行团参观故宫，一路上详细讲解每座宫殿的历史典故。	消防队长#率领#队员们冲进火场，成功救出了被困的三名儿童。	她#率领#公司代表团出访日本，与多家企业达成了合作意向。	登山队长#率领#队员们向珠峰发起冲击，最终全员成功登顶。					
率领	shuai4 ling3	对下属或部队发号施令	将军#率领#三万精兵连夜奔袭敌营，打了敌人一个措手不及。	舰队司令#率领#航母编队在南海进行实弹演习，展示了强大的海上作战能力。	古代名将韩信善于#率领#大军作战，用兵如神，百战百胜。	这位元帅曾#率领#百万大军横扫欧洲，建立了庞大的帝国版图。	起义军首领#率领#部队攻占了省城，宣布成立临时革命政府。	游击队长#率领#战士们在敌后开展破袭战，有力地配合了正面战场的作战。	总指挥#率领#各路人马发起总攻，经过三天激战终于攻克了敌军要塞。					
率领	shuai4 ling3	担任首领或负责人	他#率领#这家初创公司从零开始，用十年时间将其发展成为行业巨头。	新任董事长#率领#管理层进行大刀阔斧的改革，使濒临破产的企业起死回生。								
停留	ting2 liu2	短期逗留在某地	我们计划在杭州#停留#三天，好好游览一下西湖和灵隐寺。	由于签证限制，他只能在这个国家#停留#不超过九十天。								
停留	ting2 liu2	中途短暂停靠或过境停靠	这趟航班将在迪拜#停留#两小时加油，乘客可以下机在免税店购物。	长途大巴在服务区#停留#了二十分钟，让乘客们下车休息、上洗手间。	邮轮在新加坡港口#停留#一天，游客们可以上岸自由活动。	火车在这个小站只#停留#三分钟，要下车的乘客请提前做好准备。	候鸟每年迁徙时都会在这片湿地#停留#补充体力，然后继续南飞。	我们的航班因天气原因在中转机场#停留#了五个小时，航空公司安排了酒店休息。	货轮在港口#停留#期间完成了货物装卸和燃料补给，随后继续驶向下一个目的地。					
