word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
标准间	biao1 zhun3 jian1	旅馆的标准房	这家经济型酒店的#标准间#虽然面积不大，但设施齐全，性价比很高，非常适合商务出差的旅客。	由于旅游旺季房源紧张，我们只订到了一间#标准间#，只能两个人挤一挤凑合住一晚了。	酒店前台告诉我们，#标准间#已经全部订满，只剩下几间价格较高的豪华套房可供选择。	他出差时从不讲究住宿条件，通常只订最便宜的#标准间#，把省下的钱用来品尝当地美食。	这家新开业的连锁酒店推出了优惠活动，#标准间#每晚只需一百五十元，吸引了大量顾客预订。	旅行社为团队游客统一安排了#标准间#住宿，每两人一间，费用已包含在团费中。			
标准间	biao1 zhun3 jian1	供两人入住的标准双人房	我和室友一起去旅游，订了一间#标准间#，两张单人床正好一人一张，互不打扰。	酒店的#标准间#配备了两张一米二的床，非常适合朋友或同事结伴出行时入住。	前台服务员解释说，#标准间#是双人房型，如果三人入住需要加床并支付额外费用。	这家度假村的#标准间#设计温馨，两张床之间还摆放了一个小茶几，方便住客放置物品。	考虑到预算有限，我们决定两人合住一间#标准间#，这样可以平摊房费节省开支。	旅行团的住宿安排是两人一间#标准间#，如果要求单独住一间需要补交房差。			
标准间	biao1 zhun3 jian1	标准酒店房间的简称	网上订房时，很多酒店会把#标准间#简写成"标间"，方便顾客快速浏览和比较价格。	她在旅游网站上搜索住宿，发现#标准间#的价格从几十元到几百元不等，差异很大。	酒店预订系统显示，#标准间#是最基础的房型，往上还有商务房、豪华房和总统套房等选择。	出差报销标准规定只能住#标准间#，超出部分需要自己承担，所以他总是精打细算。	这家民宿没有#标准间#的概念，所有房间都是独具特色的主题房，价格也各不相同。	旅行攻略建议游客提前预订#标准间#，因为旺季时好位置的酒店很快就会被订满。			
纤维	xian1 wei2	构成组织的细长物质	这种新型运动服采用高科技#纤维#材料制成，具有出色的透气性和速干功能，深受运动员喜爱。	医生建议他多吃富含膳食#纤维#的蔬菜和水果，有助于改善肠道健康和促进消化。	科学家在实验室中成功研发出一种超强#纤维#，其强度是钢铁的十倍，却轻如羽毛。	棉花的#纤维#又长又细，是制作高品质纺织品的理想原料，在全球纺织业中占有重要地位。	这款碳#纤维#自行车车架重量极轻，却能承受巨大的冲击力，是专业赛车手的首选装备。	研究表明，植物#纤维#可以作为环保材料替代塑料，有望解决日益严重的白色污染问题。			
羞辱	xiu1 ru3	使人受辱或贬低人格	他当众#羞辱#下属的做法引起了全公司的不满，人力资源部门已经介入调查此事。	那个恶霸经常在学校里#羞辱#弱小的同学，直到有一天被老师发现并受到了严厉处分。	她无法忍受丈夫在亲戚面前#羞辱#自己，终于下定决心结束这段不幸的婚姻。	历史上，战胜国常常通过各种方式#羞辱#战败国，以彰显自己的权威和地位。	网络暴力的本质就是公开#羞辱#他人，这种行为对受害者的心理健康造成了严重伤害。	他发誓要出人头地，让那些曾经#羞辱#过他的人后悔当初的所作所为。			
羞辱	xiu1 ru3	使蒙羞	儿子的违法行为#羞辱#了整个家族，父亲觉得无颜面对列祖列宗和街坊邻居。	这场惨败#羞辱#了整支球队，球员们纷纷表示要刻苦训练，在下一场比赛中挽回颜面。	他的背叛#羞辱#了所有信任他的人，从此再也没有人愿意与他合作共事。	贪污受贿的丑闻#羞辱#了这位曾经德高望重的官员，他的政治生涯就此画上句号。	学术造假事件#羞辱#了这所百年名校的声誉，校方不得不公开道歉并严肃处理相关责任人。	运动员服用禁药的行为不仅#羞辱#了自己，也#羞辱#了他所代表的国家和体育精神。			
羞辱	xiu1 ru3	屈辱的待遇	她永远忘不了在那家公司遭受的#羞辱#，那段经历成为她心中难以愈合的伤疤。	战俘们在集中营里遭受了难以想象的#羞辱#，很多人因此留下了终身的心理创伤。	面对敌人的#羞辱#，他始终保持着尊严，宁死不屈的精神令在场所有人肃然起敬。	这种公开示众的#羞辱#在古代是常见的惩罚手段，目的是让犯人颜面尽失以儆效尤。	他把曾经遭受的#羞辱#化作前进的动力，最终成为行业内最成功的企业家之一。	那段被霸凌的#羞辱#经历让她变得更加坚强，也促使她投身于反校园暴力的公益事业。			
羞辱	xiu1 ru3	有失尊严的侮辱行为	强迫员工当众下跪道歉是一种严重的#羞辱#，这种管理方式已经触犯了法律底线。	在封建社会，对犯人施以各种#羞辱#是司空见惯的事情，人权观念在当时几乎不存在。	他认为被迫穿着小丑服装游街是莫大的#羞辱#，坚决拒绝接受这种不合理的惩罚。	这种当众扒光衣服的#羞辱#手段极其残忍，严重侵犯了受害者的人格尊严和基本权利。	法律明确规定，任何形式的#羞辱#都是对公民人格权的侵犯，受害者有权依法追究责任。	那些施加#羞辱#的人往往内心极度自卑，只有通过贬低他人才能获得虚假的优越感。			
温泉	wen1 quan2	地热涌出的热水泉	日本的箱根地区以#温泉#闻名于世，每年吸引数百万游客前来泡汤养生和欣赏美景。	这座小镇因发现了天然#温泉#而迅速发展成为著名的旅游度假胜地，带动了当地经济。	地质学家解释说，#温泉#的形成与地下岩浆活动密切相关，水温可高达九十摄氏度以上。	冬天泡在露天#温泉#里，看着漫天飞舞的雪花，是许多人梦寐以求的浪漫体验。	这里的#温泉#水富含多种矿物质，据说对皮肤病和关节炎有很好的疗效，吸引了众多疗养者。	猴子们在寒冷的冬季会聚集在#温泉#中取暖，这一独特景观已成为当地著名的旅游项目。			
吸引力	xi1 yin3 li4	使物体相互吸引的引力或力	牛顿发现了万有引力定律，揭示了宇宙中所有物体之间都存在相互#吸引力#的奥秘。	地球对月球的#吸引力#使月球始终围绕地球运转，形成了我们熟悉的月相变化周期。	科学家计算出，两个质量越大、距离越近的物体之间，#吸引力#就越强，这是物理学的基本原理。	磁铁的#吸引力#可以穿透纸张和塑料等非金属材料，这一特性在日常生活中有广泛应用。	黑洞的#吸引力#强大到连光都无法逃脱，是宇宙中最神秘的天体之一。	物理老师用弹簧秤演示了两个带电小球之间的#吸引力#，让学生直观地理解了库仑定律。			
