word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
全面	quan2 mian4	全部的，毫无遗漏的	公司决定对所有产品线进行#全面#升级，不留任何死角，确保每一款产品都达到最新标准。	政府宣布#全面#取消农业税，惠及全国数亿农民，这是一项历史性的惠民政策。	学校对校园安全隐患进行了#全面#排查，从教学楼到食堂，每一个角落都不放过。	医院对所有医疗设备进行#全面#检修，确保每一台仪器都能正常运转。	公司实施#全面#质量管理，从原材料采购到成品出厂，每个环节都严格把控。	政府对违规建筑进行#全面#清理，无论规模大小，一律依法拆除。	新任领导上任后对部门工作进行了#全面#梳理，不遗漏任何一项待办事务。	这次改革是#全面#的，涉及组织架构、薪酬体系和绩效考核等所有方面。			
全面	quan2 mian4	就整体而言的，总体上的	#全面#来看，今年的经济形势比去年有所好转，各项指标都呈现积极态势。									
大为	da4 wei2	非常，程度很高	听到这个消息后，他#大为#震惊，久久说不出话来。	这部电影的特效制作#大为#精良，每一个画面都堪称视觉盛宴。	她的演讲#大为#精彩，台下观众不时爆发出热烈的掌声。	这款新产品的性能#大为#出色，一经推出就受到消费者的热烈追捧。	老师对他的进步#大为#赞赏，当众表扬了他的刻苦努力。	这道菜的味道#大为#鲜美，让品尝过的食客都赞不绝口。	他的书法功底#大为#深厚，每一笔都透露出多年苦练的功力。	这场音乐会的演出#大为#成功，观众们纷纷起立鼓掌致敬。			
大为	da4 wei2	大大地，明显地增加或改变	经过系统培训后，员工的工作效率#大为#提高，产量比之前增加了百分之三十。	新政策实施后，企业的税负#大为#减轻，有更多资金用于研发创新。	采用新技术后，产品的合格率#大为#提升，次品率从百分之五降到了百分之一。							
第二	di4 er4	在序列中排第二位	他在这次马拉松比赛中获得了#第二#名，仅比冠军慢了不到十秒。	中国的经济总量位居世界#第二#，仅次于美国，是全球最重要的经济体之一。	她在班级成绩排名中一直保持#第二#，与第一名的差距非常微小。	这家公司的市场份额在行业中排名#第二#，正在努力追赶领先者。	他是家里的#第二#个孩子，上面有一个姐姐，下面有一个弟弟。	在全球最宜居城市排行榜上，维也纳连续多年位列#第二#。	这款手机的销量在国内市场排名#第二#，深受年轻消费者喜爱。	她在公司的资历排#第二#，仅次于创始人，是最早加入团队的元老之一。			
第二	di4 er4	编号为二的序号	请翻到课本#第二#章，我们今天要学习的内容是牛顿运动定律。	#第二#号选手的表现非常出色，评委们纷纷给出了高分。	根据合同#第二#条的规定，乙方应在收到货物后七日内完成验收。	#第二#航站楼的设计更加现代化，旅客通关效率也更高。	请在#第二#个路口右转，然后直行五百米就能看到目的地。	交响乐团演奏的#第二#乐章旋律优美舒缓，与第一乐章的激昂形成鲜明对比。	#第二#实验室配备了最先进的设备，专门用于基因工程研究。	这是贝多芬的#第二#钢琴协奏曲，创作于他年轻时期，风格明快活泼。			
第二	di4 er4	接下来或随后的一项	完成第一步操作后，#第二#步是将混合物加热至沸腾，保持十分钟。	#第二#天一早，他就迫不及待地去查看实验结果，发现数据与预期完全吻合。	第一个议题讨论完毕，现在进入#第二#个议题，关于明年的预算分配方案。	她刚说完第一个理由，紧接着又提出了#第二#个更有说服力的论据。	#第二#场比赛将在下午三点开始，届时两支强队将展开激烈角逐。	第一批货物已经发出，#第二#批预计下周三到达，请做好接收准备。	#第二#轮面试将采用小组讨论的形式，考察应聘者的团队协作能力。	演讲的第一部分介绍了背景，#第二#部分将详细阐述解决方案。			
第二	di4 er4	次要的或第二位的	在这个项目中，成本控制是#第二#位的考量，质量和安全才是首要目标。	对他来说，事业永远是#第二#位的，家庭和健康才是人生中最重要的事。	公司明确表示，利润是#第二#位的，客户满意度才是衡量成功的首要标准。	在紧急救援中，财产损失是#第二#位的，保障人员生命安全才是第一要务。	教练强调，比赛结果是#第二#位的，重要的是队员们在场上展现出的拼搏精神。	对于这位艺术家而言，商业价值是#第二#位的，艺术表达的纯粹性才是他追求的目标。	在医疗决策中，费用是#第二#位的考虑因素，患者的治疗效果才是最重要的。	领导表示，短期业绩是#第二#位的，公司的长远发展战略才是当前工作的重心。			
设	she4	建立或安置	学校在图书馆门口#设#了一个自助借还书机，方便学生随时借阅图书。	公司决定在海外#设#立分支机构，以便更好地开拓国际市场。	政府在偏远山区#设#置了多个医疗服务点，解决当地群众看病难的问题。	博物馆在展厅入口处#设#有语音导览租借处，游客可以自助获取讲解服务。	为了保障行人安全，交通部门在这个路口#设#置了红绿灯和斑马线。	酒店在大堂#设#有二十四小时服务台，随时为客人提供咨询和帮助。	公园管理处在湖边#设#立了多个垂钓区，供市民休闲娱乐。	企业在生产车间#设#置了严格的安全检查站，所有人员进出都必须登记。			
设	she4	假设	#设#x等于未知数，根据题目条件可以列出方程式进行求解。	#设#这个三角形的底边长度为a，高为h，则面积等于二分之一乘以a乘以h。	#设#甲的速度为每小时六十公里，乙的速度为每小时四十公里，求两车相遇的时间。	#设#圆的半径为r，则圆的周长等于二倍的圆周率乘以r。	#设#投资本金为P，年利率为r，则n年后的本息和可以用复利公式计算。	#设#物体的质量为m，加速度为a，根据牛顿第二定律，作用力F等于ma。	#设#某商品的成本价为x元，加价百分之二十后售出，求售价的表达式。	#设#两个正整数的和为一百，积最大时，这两个数分别是多少？			
