word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
旧	jiu4	从前的 以前的	他回到#旧#居所在的街道，发现这里已经完全变了样，再也找不到童年的痕迹。	这位作家在新书中回忆了自己的#旧#日时光，那些青涩的岁月让读者感慨万千。	她偶然遇到了#旧#同事，两人在咖啡馆里聊了整整一个下午，回忆起当年一起奋斗的日子。	公司搬迁后，他特意回到#旧#办公室看了看，那里已经被改造成了一家餐厅。	翻开#旧#日记本，那些稚嫩的文字让她不禁莞尔，仿佛又回到了无忧无虑的学生时代。	这座城市的#旧#城区保留了大量历史建筑，吸引着无数游客前来探访。	他与#旧#友重逢，两人相视而笑，多年的隔阂在那一刻烟消云散。	博物馆举办了一场#旧#照片展览，展示了这座城市百年来的发展变迁。			
旧	jiu4	因年代或使用而破旧损坏的	这件#旧#棉袄已经补了好几个补丁，但奶奶说穿着暖和，舍不得换新的。	他住在一间#旧#平房里，屋顶漏雨，墙壁斑驳，但他却把这里收拾得井井有条。	那辆#旧#自行车的链条已经生锈，骑起来吱吱作响，但它陪伴主人走过了无数个春夏秋冬。	图书馆角落里堆放着一些#旧#杂志，纸张发黄破损，但偶尔还有读者翻阅。	这双#旧#布鞋的鞋底已经磨穿了，但老人说穿了几十年，脚感最舒服。	工人们正在拆除那栋#旧#厂房，破败的砖墙和生锈的铁门即将成为历史。	她从箱底翻出一条#旧#围巾，虽然边缘已经磨损，但那是母亲留给她的唯一遗物。	这把#旧#椅子的扶手已经开裂，坐垫也塌陷了，但爷爷每天还是喜欢坐在上面晒太阳。			
后日	hou4 ri4	后天	会议安排在#后日#上午九点召开，请各部门负责人提前做好准备工作。	医生说#后日#可以出院，但回家后还需要继续服药并定期复查。	#后日#就是中秋节了，超市里月饼和水果的销量明显增加。	她约了朋友#后日#一起去郊外爬山，希望天气能够晴朗。	#后日#是报名截止日期，还没有提交材料的同学请抓紧时间。	快递员说包裹#后日#就能送到，让我保持电话畅通。	#后日#有一场重要的面试，他这两天一直在紧张地准备。	天气预报显示#后日#将有大雨，原定的户外活动可能需要改期。			
后日	hou4 ri4	自此以后的书面用法	此番一别，#后日#相见不知何时，望君珍重，勿以我为念。	先生此去，#后日#若有机缘，定当再次登门拜访请教。	今日之约，#后日#必当践行，绝不食言。	此事已定，#后日#不必再议，各自依计行事便是。	承蒙厚爱，#后日#若有差遣，在下定当竭力相助。	今日种下善因，#后日#必得善果，此乃因果之理。	此番教诲，#后日#定当铭记于心，不敢有忘。	先生高义，#后日#若能报答万一，亦是在下之幸。			
后日	hou4 ri4	从现在起	#后日#起，公司将实行新的考勤制度，请全体员工严格遵守。	#后日#我要开始认真学习英语，争取年底前通过六级考试。	医生叮嘱他#后日#必须戒烟戒酒，否则病情会继续恶化。	#后日#起，这条道路将封闭施工三个月，请过往车辆绕行。	她决定#后日#开始每天早起跑步，改变自己懒散的生活习惯。	#后日#起，图书馆的开放时间将延长至晚上十点。	他暗下决心，#后日#一定要更加努力工作，不辜负领导的信任。	#后日#起，超市将推出会员积分兑换活动，欢迎新老顾客参与。			
后日	hou4 ri4	今后或将来一段时间	#后日#方长，我们还有很多机会合作，不必急于一时。	年轻人应该为#后日#的发展做好规划，不能只顾眼前的享乐。	这次失败只是暂时的挫折，#后日#定能东山再起。	他把这笔钱存起来，留作#后日#孩子上大学的费用。	老师说这些知识#后日#一定会用得上，让我们认真学习。	#后日#的路还很长，现在的困难只是人生旅途中的一个小坎坷。	她把这些照片仔细保存，留待#后日#回忆这段美好时光。	这份合同为#后日#的合作奠定了良好的基础。			
后日	hou4 ri4	从此往后持续发生	自那次深谈之后，两人#后日#便成了无话不谈的挚友。	经过这次教训，他#后日#做事都格外谨慎，再也不敢粗心大意。	签订协议之后，双方#后日#的合作一直非常顺利。	那次偶遇改变了她的人生轨迹，#后日#她便走上了艺术创作的道路。	自从搬到这个小区，#后日#他每天都会在公园里散步锻炼。	那场大病之后，他#后日#便开始注重养生，生活习惯也变得规律起来。	毕业典礼上的那番话让他深受触动，#后日#他便以此为座右铭激励自己。	自从学会了这门手艺，#后日#他便以此为生，养活了一家老小。			
得了	de2 le5	表示可以或行了	"#得了#，就这么定了，明天我们一起去看电影。"她爽快地答应了朋友的邀请。	"#得了#，别再犹豫了，这个价格已经很划算了。"店主催促着还在观望的顾客。	"#得了#，我同意你的方案，就按你说的办吧。"经理终于点头认可了他的提议。	"#得了#，这件事就交给我处理，你放心去忙别的吧。"同事主动揽下了这项任务。	"#得了#，既然大家都没意见，那我们就开始执行计划。"组长宣布会议结束。	"#得了#，我答应帮你这个忙，但下不为例。"他无奈地摇了摇头。	"#得了#，就用这个设计稿吧，时间来不及再改了。"总监做出了最终决定。			
得了	de2 le5	表示够了不要再继续	"#得了#，别再说了，我不想听你的解释！"她气愤地打断了对方的话。	"#得了#，你就别再吹牛了，谁不知道你那点本事。"朋友毫不客气地揭穿了他的谎言。	"#得了#，菜已经够多了，再点就吃不完浪费了。"他阻止了还想继续点菜的同事。	"#得了#，这个话题到此为止，我们换个轻松点的聊。"她试图转移尴尬的气氛。	"#得了#，你就别再自责了，事情已经过去了。"朋友安慰着情绪低落的她。	"#得了#，钱我不要了，就当是送你的。"他大方地摆了摆手。	"#得了#，别再找借口了，迟到就是迟到。"老师严厉地批评了那个学生。	"#得了#，你就别再逞强了，身体要紧。"妻子心疼地劝他休息。			
得了	de2 liao3	表示反问或怀疑的可能	这么重的箱子，你一个人搬#得了#吗？还是让我来帮你吧。	这道数学题这么难，小学生做#得了#吗？恐怕连大人都要想半天。	一天之内完成这么多工作，谁受#得了#啊？这简直是不可能完成的任务。	这么辣的菜，你吃#得了#吗？我看你平时连微辣都不敢吃。	这么远的路，你走#得了#吗？要不我开车送你过去。	这么复杂的程序，新手学#得了#吗？没有几年功夫根本掌握不了。	这么大的责任，他担#得了#吗？我看还是找个更有经验的人来负责。	这么贵的东西，普通人买#得了#吗？一个月工资都不够付首付的。			
