word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
产	chan3	土地或不动产的庄园	这片#产#业占地数百亩，包括农田、果园和一座百年老宅，是家族世代传承的根基。	他继承了祖父留下的一大片#产#业，其中包括市中心的几栋商业楼和郊区的一座庄园。	当地政府对这块历史悠久的#产#业进行了保护性开发，既保留了原有风貌又带动了旅游经济。	这座庄园是他们家族最重要的#产#业，每年光是租金收入就足以维持整个家族的开销。	律师告诉她，按照遗嘱的规定，这份#产#业将由三个子女平均继承。	他年轻时白手起家，如今名下的#产#业遍布全国各大城市，令人刮目相看。	这块#产#业位于城市核心地段，地价在过去十年间翻了好几倍。	法院判决将这处#产#业归还给原来的业主，纠正了多年前的一桩错误征收案。			
产	chan3	个人或组织所有的财产	离婚诉讼中，双方对共同#产#的分割问题争执不下，最终只能交由法院裁决。	公司破产清算时，所有#产#都被用来偿还债务，股东们损失惨重。	他把名下所有的房#产#都登记在了妻子名下，以表达对家庭的承诺和信任。	这位企业家去世后，其巨额遗#产#的分配引发了子女之间长达数年的法律纠纷。	银行要求借款人提供足够的#产#作为抵押，才能批准这笔大额贷款。	国有资#产#的管理必须严格遵守法律法规，防止任何形式的流失和浪费。	她通过多年的辛勤工作积累了可观的家#产#，为子女的教育和未来提供了坚实保障。	法律规定，夫妻双方在婚姻存续期间取得的财#产#属于共同所有。			
留下	liu2 xia4	把人或物留在原地	她把钥匙#留下#给邻居，拜托他们在自己出差期间帮忙照看家里的猫。	老师让几个没完成作业的学生放学后#留下#，单独辅导他们把功课补上。	他临走前把自己最珍贵的一本笔记#留下#给了学弟，希望对他的研究有所帮助。	母亲坚持要把那条围巾#留下#给女儿，说这是外婆亲手织的，有特殊的纪念意义。	搬家的时候，他们决定把那架旧钢琴#留下#，因为新房子实在放不下了。	导演把最有经验的摄影师#留下#负责后期剪辑，其余人员先行撤离拍摄现场。	她把一封信#留下#放在桌上，信中详细说明了项目交接的所有注意事项。	爷爷把那块老怀表#留下#给了最小的孙子，说这是他一生中最珍贵的物件。			
留下	liu2 xia4	留在某地不离开	大家都走了，只有他一个人#留下#加班，办公室里安静得只能听到键盘的敲击声。	洪水退去后，几位志愿者主动#留下#帮助村民重建家园，一待就是三个月。	毕业后大多数同学都回了老家，而她选择#留下#在这座城市继续打拼。	战争爆发时，许多外国人纷纷撤离，但这位医生坚持#留下#救治伤员。	孩子们都去上学了，只有最小的妹妹因为生病#留下#在家里休息。	会议结束后，部门经理请几位骨干#留下#，讨论下一季度的工作重点。	其他登山队员因体力不支纷纷下撤，只有三个人#留下#继续向顶峰冲刺。	她本来打算跟朋友一起去旅行，但临时接到任务只好#留下#处理紧急事务。			
留下	liu2 xia4	继续存在或保留着	那场大火虽然被扑灭了，但在他心里#留下#了难以磨灭的阴影。	这座古城历经千年风雨，依然#留下#了大量珍贵的历史遗迹和文化瑰宝。	童年在乡下度过的那段时光，给她#留下#了一生中最美好的回忆。	这位伟大的科学家虽然已经去世，但他的研究成果为后人#留下#了宝贵的学术遗产。	那次失败的创业经历给他#留下#了深刻的教训，让他在后来的决策中更加谨慎。	战争在这片土地上#留下#了无数弹坑和废墟，至今仍在提醒人们和平的珍贵。	老一辈革命家为我们#留下#了艰苦奋斗的优良传统，值得每一代人传承和发扬。	那首动人的旋律在听众心中#留下#了深深的印记，多年后依然令人回味无穷。			
留下	liu2 xia4	将某物保存或保留	这批珍贵的文献资料一定要妥善#留下#，它们对研究地方历史有着不可替代的价值。	妈妈总是习惯把好吃的东西#留下#给孩子们，自己却舍不得吃一口。	他决定把这笔奖金#留下#作为孩子将来上大学的教育基金。	图书馆特意#留下#了几本绝版书籍，放在特藏室里供学者查阅研究。	她把每一张和奶奶的合影都仔细#留下#保存，因为这些照片承载着最珍贵的亲情。	公司决定#留下#一部分利润作为储备金，以应对未来可能出现的市场波动。	搬家时她什么都扔了，唯独把那本日记#留下#了，里面记录着她整个青春的故事。	厨师特意#留下#了一些新鲜食材，准备明天为贵宾制作一道拿手好菜。			
留下	liu2 xia4	不允许某人离去	班主任把那个调皮的学生#留下#谈话，严肃地指出了他最近上课不认真的问题。	边防检查站的工作人员将证件不齐全的旅客#留下#，要求他们补办相关手续后才能通行。	老板把即将辞职的技术骨干#留下#，开出了更优厚的条件希望他能继续留任。	教练把表现最差的几名队员#留下#加练，直到他们的动作达到标准为止。	面试官对这位应聘者非常满意，当场就把他#留下#，安排他第二天直接入职。	母亲拉着女儿的手不肯松开，硬是把她#留下#吃完晚饭才让她回学校。	海关人员将携带违禁物品的旅客#留下#进行详细询问和进一步检查。	村长把几个想外出打工的年轻人#留下#，劝说他们参与村里的新农业项目。			
充满	chong1 man3	溢满并洋溢着强烈情感或气氛	毕业典礼上，校长的致辞#充满#了对学生们的殷切期望和深深祝福。	这部电影#充满#了温情和感动，很多观众看完后都忍不住流下了眼泪。	她的演讲#充满#了激情和力量，台下的听众无不为之动容。	节日的街道上#充满#了欢乐的气氛，到处都是张灯结彩、载歌载舞的人群。	这封家书#充满#了父亲对远方儿子的思念和牵挂，字里行间都是浓浓的亲情。	他的眼神中#充满#了坚定和自信，仿佛没有任何困难能够阻挡他前进的脚步。	教室里#充满#了紧张的气氛，因为明天就是期末考试，同学们都在争分夺秒地复习。	这首诗#充满#了对故乡的深切怀念，每一句都流露出诗人浓郁的思乡之情。			
充满	chong1 man3	程度极高地充满或塞满	暴雨过后，地下室里#充满#了积水，住户们不得不连夜用水泵抽排。	这个仓库里#充满#了各种货物，从地板到天花板堆得满满当当，几乎没有下脚的地方。	厨房里#充满#了刚出炉面包的香气，让每个走进来的人都忍不住深吸一口气。	气球被氦气#充满#后缓缓升上天空，孩子们兴奋地拍手欢呼。	整个房间#充满#了浓烟，消防员戴着呼吸面罩才勉强进入火场搜救被困人员。	水库经过连日暴雨已经#充满#了水，管理部门不得不开闸泄洪以确保大坝安全。	他的行李箱#充满#了从各地带回来的纪念品，拉链都快拉不上了。	花园里#充满#了各种花卉的芬芳，蝴蝶和蜜蜂在花丛中忙碌地飞来飞去。			
充满	chong1 man3	弥漫贯穿于整个事物之中	这部小说#充满#了对社会不公的深刻批判，每一个章节都在揭示底层人民的艰辛生活。	他的作品#充满#了浪漫主义色彩，将现实与幻想巧妙地融合在一起。	整个城市的规划#充满#了现代设计理念，从建筑风格到公共空间都体现着创新精神。	这篇报道#充满#了偏见和主观臆断，完全不符合新闻报道客观公正的基本原则。	她的教学方法#充满#了创意和趣味，学生们在轻松愉快的氛围中不知不觉就掌握了知识。	这座博物馆的每一个展厅都#充满#了历史的厚重感，让参观者仿佛穿越回了古代。	他的一生#充满#了传奇色彩，从贫苦少年到商业巨头的经历堪称一部励志大片。	这个方案#充满#了不确定性和风险，团队成员对是否执行产生了严重分歧。			
