word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
作法	zuo4 fa3	惯常做法或习俗	在我们村里，过年时全家人一起包饺子是延续了几代人的#作法#，谁也不愿意打破这个传统。	这种先斩后奏的#作法#在公司里已经成为惯例，员工们早就习以为常了。	日本企业普遍采用终身雇佣制的#作法#，这与西方国家的用人理念截然不同。	按照当地的#作法#，新娘出嫁前一天要由母亲亲手梳头，寓意着对女儿的祝福。	他们家族世代经商，诚信为本的#作法#让他们在业界赢得了极高的声誉。	这种层层审批的#作法#虽然效率不高，但在政府机关中已经根深蒂固。					
作法	zuo4 fa3	常用操作方式	这道菜的#作法#其实很简单，先把肉切成薄片，然后用料酒和生抽腌制十分钟即可。	老师傅详细讲解了传统木工榫卯结构的#作法#，让学徒们受益匪浅。	她在网上分享了自己独创的手工皂#作法#，吸引了数万粉丝关注。	这种数据分析的#作法#在业界非常流行，能够快速找出问题的关键所在。	按照这个#作法#操作，即使是新手也能在半小时内完成整个系统的配置。	他改良了传统酿酒的#作法#，在保留原有风味的同时大大缩短了发酵时间。					
来往	lai2 wang3	与他人有往来或交往	自从那次争吵之后，两家人就断绝了#来往#，即使在街上碰面也形同陌路。	他在商界#来往#的都是些有头有脸的人物，普通人根本接触不到。	老张退休后很少与以前的同事#来往#了，整天就在家里侍弄花草。	她警告女儿不要和那群不三不四的人#来往#，以免学坏了。	两国领导人频繁#来往#，为双边关系的发展奠定了坚实的基础。	虽然住在同一栋楼里，但邻居之间几乎没有什么#来往#，各过各的日子。					
来往	lai2 wang3	彼此之间存在联系或来往	这两个部门之间的公文#来往#非常频繁，每天都有大量文件需要传递和审批。								
英勇	ying1 yong3	具有英雄气概的勇敢	消防员们#英勇#地冲进火海，成功救出了被困在三楼的一家五口。	革命先烈们#英勇#就义的事迹，至今仍激励着一代又一代的中国人。	面对数倍于己的敌军，战士们#英勇#抵抗，誓死不退一步。	他#英勇#地与持刀歹徒搏斗，身中数刀仍紧紧抓住对方不放。	那位#英勇#的船长在船只沉没前，确保所有乘客都安全撤离才最后一个离开。	历史课本上记载了无数#英勇#抗击外敌入侵的民族英雄。					
英勇	ying1 yong3	勇敢且有风度的表现	他#英勇#地站出来为受欺负的同学说话，赢得了全班同学的尊敬。	那位骑士#英勇#地向公主献上玫瑰，单膝跪地请求她的芳心。	在颁奖典礼上，他#英勇#地承认了团队其他成员的贡献，展现了大将风度。	面对记者的刁难问题，发言人#英勇#而得体地一一作答，化解了尴尬局面。	他#英勇#地承担起照顾弟弟妹妹的责任，从不抱怨生活的艰辛。	即使输掉了比赛，他也#英勇#地向对手表示祝贺，展现了真正的体育精神。					
英勇	ying1 yong3	果敢无畏的勇猛行动	特种部队#英勇#突袭敌军据点，仅用十五分钟就完成了整个作战任务。	他#英勇#地跳入湍急的河水中，奋力游向那个即将被冲走的孩子。	警察#英勇#出击，一举捣毁了这个盘踞多年的犯罪团伙。	飞行员#英勇#驾驶受损的战机撞向敌舰，与敌人同归于尽。	救援队员#英勇#攀上摇摇欲坠的废墟，徒手挖掘寻找幸存者。	面对突如其来的恐怖袭击，安保人员#英勇#反击，成功制服了多名武装分子。					
便门	bian4 men2	建筑侧面的出入口	员工们通常走大楼东侧的#便门#进出，这样可以避开正门拥挤的人流。	这座古老的四合院在东西两侧各开了一道#便门#，方便家人日常出入。	剧院的#便门#只供演职人员使用，观众必须从正门入场。	他悄悄从酒店的#便门#溜了出去，成功躲过了守在大堂的记者。	工厂的#便门#平时都锁着，只有在运送大型设备时才会打开。	这栋写字楼的#便门#连接着地下停车场，开车上班的人都从那里进出。					
便门	bian4 men2	便于出入的小型门扇	花园的围墙上开了一扇#便门#，方便主人随时到后院散步。	他在书房和卧室之间装了一道#便门#，这样晚上看书累了可以直接回房休息。	这扇#便门#虽然不大，但设计得十分精巧，与整体建筑风格浑然一体。	老宅的后院有一扇不起眼的#便门#，推开就是一条通往河边的小路。	厨房通往后院的#便门#年久失修，每次开关都会发出刺耳的吱呀声。	他们在两家院子之间的围墙上开了一扇#便门#，方便孩子们串门玩耍。					
促	cu4	短促的，时间或程度很快的	他呼吸急#促#，脸色苍白，显然是刚刚经历了一场剧烈的运动。	电话那头传来几声短#促#的忙音，随即就断了。	她说话的语速很#促#，仿佛有什么急事要赶着去办。	枪声短#促#而密集，打破了山谷的宁静，惊起一群飞鸟。	他的生命虽然短#促#，却如流星般璀璨，在历史上留下了浓墨重彩的一笔。	会议时间紧#促#，每位发言者只有五分钟的陈述机会。					
