word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
不管	bu4 guan3	不予理会或不关心	他对别人的闲言碎语一概#不管#，只是专心做好自己的本职工作。	孩子在地上打滚哭闹，她狠下心来#不管#，让他自己冷静下来。	这件事情与我无关，我才#不管#呢，你们爱怎么处理就怎么处理。	老板对员工的合理诉求置之#不管#，导致公司人心涣散，离职率居高不下。	他整天沉迷于网络游戏，对学业完全#不管#，父母为此操碎了心。	邻居家的狗经常跑到我们院子里捣乱，他们却#不管#不问，实在让人恼火。	政府部门对群众反映的问题#不管#不顾，引发了强烈的社会不满。	她对丈夫的所作所为早已心灰意冷，现在什么都#不管#了，只想过好自己的日子。
不管	bu4 guan3	不顾及条件或情况	#不管#天气多么恶劣，邮递员每天都会准时把信件送到每家每户。	#不管#路途多么遥远，他都要亲自去看望病重的老师，以表达自己的感激之情。	#不管#别人怎么劝说，她都坚持要辞职去追求自己的音乐梦想。	#不管#价格涨得多高，这款限量版球鞋一上市就被抢购一空。	#不管#工作多忙，他每周都会抽出时间陪孩子去公园玩耍。	#不管#身体多么疲惫，她都坚持每天早起锻炼，从不间断。	#不管#困难有多大，我们都要想办法克服，绝不能轻言放弃。	#不管#外界如何评价，他始终坚持自己的艺术风格，不为所动。
不管	bu4 guan3	无论如何不加限制	#不管#是谁违反了规定，都必须按照制度接受相应的处罚，绝不姑息。	#不管#你是什么身份背景，在法律面前人人平等，没有任何特权可言。	#不管#结果如何，我们都应该全力以赴，不留遗憾。					
乡	xiang1	农村地区或乡村	他从小在#乡#下长大，对农村生活有着深厚的感情和美好的回忆。	城里的年轻人周末喜欢去#乡#下体验田园生活，呼吸新鲜空气。	随着城镇化进程加快，越来越多的#乡#村人口涌入城市寻找工作机会。	她放弃了城市的高薪工作，回到#乡#下创业，带领村民们共同致富。	#乡#间的小路两旁开满了野花，空气中弥漫着泥土和青草的芬芳。	政府大力推进#乡#村振兴战略，改善农村基础设施和公共服务。	他虽然在城市生活了几十年，但骨子里还是个#乡#下人，朴实憨厚。	每到春耕时节，#乡#野田间到处都是农民忙碌的身影。
乡	xiang1	籍贯或出生地的称谓	他乡遇故知是人生一大乐事，两个老#乡#在异国他乡相遇，格外亲切。	填写表格时，籍贯一栏要写上自己的祖籍所在地，也就是原#乡#。	他虽然离开家#乡#多年，但户籍上的籍贯始终没有变更。	古人常说"落叶归根"，无论走多远，人们总是眷恋自己的故#乡#。	在外漂泊多年，他最想念的就是家#乡#的味道和亲人的笑脸。	她的祖#乡#在江南水乡，那里的小桥流水人家让她魂牵梦绕。	每逢佳节倍思亲，身在异#乡#的游子们都会格外想念远方的家人。	他在简历上写明了自己的#乡#贯，面试官一看就知道他是哪里人。
乡	xiang1	家乡的村镇或本村落	他衣锦还#乡#，受到了全村父老乡亲的热烈欢迎和夸赞。	离#乡#背井多年，他终于攒够了钱，准备回老家盖一栋新房子。	每年春节，在外打工的人们都会千里迢迢赶回#乡#里与家人团聚。	她是我们#乡#里出了名的才女，从小学习成绩就名列前茅。	老人临终前最大的心愿就是能回到生他养他的#乡#里，落叶归根。	这位企业家发达后不忘回报桑梓，为#乡#里修路建校，造福乡邻。	他虽然在城里当了大官，但每次回#乡#都和乡亲们打成一片，毫无架子。	#乡#里的老人们都说，这孩子从小就聪明伶俐，将来一定有出息。
乡	xiang1	中国基层行政单位乡	这个#乡#地处偏远山区，交通不便，经济发展相对滞后。	#乡#政府积极响应上级号召，大力发展特色农业，带动农民增收。	他被组织派到这个贫困#乡#担任第一书记，负责扶贫攻坚工作。	全#乡#共有十二个行政村，总人口约三万人，以农业生产为主。	#乡#里的卫生院条件简陋，遇到大病重病还得去县城的医院治疗。	新任#乡#长上任后，第一件事就是走访各村了解民情，倾听群众呼声。	这个#乡#去年成功摘掉了贫困帽子，成为全县脱贫攻坚的先进典型。	#乡#人大代表们齐聚一堂，共同商议本#乡#的发展规划和民生问题。
好说	hao3 shuo1	好办，不难处理	这点小事#好说#，你放心交给我，保证给你办得妥妥当当的。	只要你把材料准备齐全，剩下的手续都#好说#，我来帮你跑。	钱的问题#好说#，咱们先把事情办成，费用的事以后再慢慢算。	有什么困难尽管开口，都是老朋友了，什么事都#好说#。	技术上的问题都#好说#，关键是要先拿到项目审批，这才是最难的。				
好说	hao3 shuo1	你过奖了	"您的文章写得真是太精彩了！""#好说##好说#，还有很多不足之处，请多指教。"	"听说您是这个领域的权威专家。""#好说#，我只是比别人多研究了几年而已。"	"王总，您的公司经营得真好，业绩年年增长。""#好说##好说#，全靠团队的努力。"	"您的书法造诣真高，这幅字写得太漂亮了。""#好说#，献丑了，还请方家多多批评。"	"张老师，您教出来的学生个个都很优秀。""#好说#，主要是孩子们自己努力，我只是尽了本分。"	"您的厨艺真是一绝，这道菜做得太好吃了。""#好说##好说#，随便做做，让您见笑了。"	"李总，您年纪轻轻就事业有成，真是年轻有为。""#好说#，运气好而已，还要继续努力。"	"您的演讲太精彩了，我们都受益匪浅。""#好说#，讲得不好，让大家见笑了。"
重大	zhong4 da4	范围或规模很大的	这次地震造成了#重大#人员伤亡和财产损失，灾区急需各方援助。	公司宣布了一项#重大#人事变动，涉及多个部门的高层管理人员调整。	这场#重大#火灾烧毁了整个仓库，直接经济损失高达数千万元。	政府启动了#重大#公共卫生事件应急响应机制，全力防控疫情蔓延。	这起#重大#交通事故导致高速公路封闭数小时，造成严重的交通拥堵。	台风登陆后造成#重大#灾害，数万群众被紧急转移到安全地带。	这次#重大#安全生产事故暴露出企业管理中存在的诸多漏洞和隐患。	国家投入巨资建设这项#重大#基础设施工程，预计将惠及数亿人口。
