word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
勒	le4	照度单位勒克斯的简称	根据国家标准，教室课桌面的照度不得低于三百#勒#，以保护学生的视力健康。	这款专业摄影测光表可以精确测量环境光线，显示范围从零点一#勒#到十万#勒#不等。	实验室的光照条件必须严格控制在五百#勒#左右，否则会影响细胞培养的实验结果。	博物馆为了保护珍贵文物，将展厅的照明强度限制在五十#勒#以下，避免光线对藏品造成损害。	工程师在设计这座图书馆时，特别注意了自然采光，确保阅览区白天的照度能达到三百#勒#以上。	根据职业健康规范，精密电子元件组装车间的工作台面照度应当维持在七百五十#勒#至一千#勒#之间。	摄影师用测光仪测量后发现，这个地下停车场的照度只有可怜的二十#勒#，根本无法进行正常拍摄。
勒	lei1	用带子紧紧绑住	他把背包的肩带#勒#得太紧了，走了一上午肩膀都被勒出了两道红印子。	那个绑匪用绳子把人质的双手#勒#在身后，然后又用胶带封住了他的嘴巴。	奶奶总是把装满蔬菜的布袋用绳子#勒#紧，生怕骑车回家的路上东西会掉出来。	这条皮带买小了，每次吃完饭都#勒#得他肚子难受，他决定周末去换一条大号的。	搬家工人用专业的打包带把纸箱#勒#得结结实实的，确保长途运输过程中不会散开。	她把头发用皮筋#勒#得紧紧的扎成马尾，准备开始今天的体能训练。	快递员用塑料扎带把三个包裹#勒#在一起，方便一次性送到客户手中。
勒	lei1	捆绑或束缚物体	工人们用钢丝绳把这批木材#勒#成一捆一捆的，然后用叉车装上了货车。	她用红绸带把礼物盒#勒#了一圈又一圈，最后在顶上打了一个漂亮的蝴蝶结。	农民伯伯把收割好的稻草#勒#成一个个草垛，整齐地码放在田边等待运走。	这个古老的木箱已经开裂了，主人用铁丝#勒#了好几道才勉强固定住。	搬运工把那几根长竹竿用麻绳#勒#在一起，扛在肩上往工地走去。	他把卷起来的睡袋用松紧带#勒#好，塞进登山包的侧袋里。	装修师傅把几根水管用扎带#勒#成一束，沿着墙角整齐地布置好。
发生关系	fa1 sheng1 guan1 xi5	与他人发生性关系	法院认定被告在受害人醉酒神志不清的情况下与其#发生关系#，构成强奸罪，依法判处有期徒刑五年。	这部电影因为有男女主角#发生关系#的暗示性镜头，被电影审查委员会定为限制级。	心理咨询师指出，青少年过早与异性#发生关系#可能会对其心理发育产生负面影响。	她在日记中写道，那是她第一次与人#发生关系#，内心充满了复杂的情绪。	调查显示，该官员利用职务之便，与多名女下属#发生关系#，严重违反了党纪国法。	医生建议，在与新伴侣#发生关系#之前，双方最好都进行一次全面的健康检查。	这起案件的争议焦点在于，双方#发生关系#时女方是否处于完全自愿的状态。
发生关系	fa1 sheng1 guan1 xi5	与人建立交往或有往来联系	自从那次商业纠纷之后，我们公司就再也没有和那家供应商#发生关系#了。	他为人谨慎，从不轻易与来历不明的人#发生关系#，这也是他能在商界屹立多年的原因。	这个偏远的山村与外界很少#发生关系#，村民们过着几乎与世隔绝的生活。	律师提醒他，在案件审理期间最好不要与证人私下#发生关系#，以免影响司法公正。	历史学家发现，这个古代王国曾与丝绸之路上的多个国家#发生关系#，进行频繁的贸易往来。	他告诫儿子，在社会上行走要谨慎选择与什么样的人#发生关系#，近朱者赤近墨者黑。	这家初创企业通过参加行业展会，开始与国内外的投资机构#发生关系#，逐渐打开了融资渠道。
即或	ji2 huo4	即使，纵然用于假设让步	#即或#明天下刀子，我也要准时赶到医院去照顾生病的母亲。	#即或#他真的是无辜的，在证据确凿之前，警方也不能轻易释放他。	#即或#这次创业失败了，我也不会后悔，因为我至少尝试过追逐自己的梦想。	#即或#全世界都反对我们在一起，我也会坚定地站在你身边。	#即或#前方的道路布满荆棘，革命先烈们也从未想过放弃自己的信仰。	#即或#这份工作薪水再高，如果要我违背良心做事，我也绝不会接受。			
即或	ji2 huo4	虽然，尽管引出转折	#即或#他平时表现得很冷漠，但在关键时刻总是第一个站出来帮助别人。	#即或#这家餐厅的装修很简陋，但他们家的红烧肉却是整条街上最好吃的。	#即或#她已经年过七旬，但每天依然坚持晨跑五公里，身体比很多年轻人还硬朗。	#即或#这部小说的情节有些老套，但作者细腻的心理描写还是打动了无数读者。	#即或#他只有小学文化程度，但凭借多年的实践经验，已经成为了远近闻名的农业专家。	#即或#当时的条件极其艰苦，但那一代科学家们还是成功研制出了原子弹。	#即或#这款手机的价格比竞争对手高出不少，但凭借出色的用户体验，销量依然遥遥领先。
印	Yin4	印姓	#印#老师是我们学校最受欢迎的语文老师，她的课堂总是充满欢声笑语。	据族谱记载，#印#氏家族在明朝时期从江西迁徙到此地，至今已有五百多年的历史。	#印#经理为人正直，在公司里口碑极好，这次晋升副总裁可谓众望所归。	我的邻居#印#大爷今年八十岁了，但身体依然硬朗，每天早上都能看到他在公园打太极拳。	#印#姓在中国并不常见，据统计全国大约只有几十万人姓#印#。	这位#印#医生是心脏外科的权威专家，很多疑难病例都是经他手术治愈的。	#印#同学在这次数学竞赛中获得了全省第一名，为学校争得了荣誉。
印	yin4	将文字或图像印到纸上的动作	这家百年老店至今仍然坚持用传统的雕版技术#印#制年画，每一张都是独一无二的艺术品。	出版社决定加#印#五万册这本畅销小说，以满足市场上供不应求的局面。	他把公司的宣传册拿到打印店去#印#了两百份，准备在明天的展会上分发给客户。	这批名片#印#得不太清楚，字迹有些模糊，我们需要联系印刷厂重新制作。	古代的书籍都是用活字#印#刷术一页一页#印#出来的，工序繁复，成本很高。	她把孩子的照片#印#在马克杯上，作为送给爷爷奶奶的新年礼物。	这份合同需要#印#三份，双方各执一份，另外一份交给公证处备案。
印	yin4	作标记以示区别	质检员在每一件合格产品上都#印#上了专属的二维码，方便消费者追溯产品来源。	牧民们在自家牛羊的耳朵上#印#上独特的标记，以便在草原上与其他人家的牲畜区分开来。	海关工作人员在旅客的护照上#印#下入境章，欢迎他来到这个国家。	这家酒庄在每一瓶葡萄酒的软木塞上都#印#有年份和产地信息，彰显其品质保证。	图书馆的工作人员在每本新书的扉页上#印#上馆藏章，标明这本书属于本馆收藏。	工厂用激光在金属零件表面#印#上序列号，便于日后的质量追踪和售后服务。	考古学家发现这些古代陶器上#印#着相同的符号，推测它们可能出自同一个作坊。
