word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
走光	zou3 guang1	衣物移位导致身体暴露	那位女明星在红毯上不慎踩到裙摆，差点#走光#，幸好身边的助理及时帮她整理好了衣服。	她穿着那件低胸礼服跳舞时，一个大幅度的动作让她险些#走光#，吓得她赶紧用手捂住胸口。	网上流传的那段视频显示，女主持人在直播时弯腰捡东西导致#走光#，节目组事后紧急删除了相关片段。	游泳池边的救生员提醒那位穿比基尼的女士，她的泳衣带子松了，再不系好可能会#走光#。	时装周上那位模特走秀时肩带突然断裂，眼看就要#走光#，她却镇定自若地用手扶住衣服走完了全程。	记者拍到那位女演员下车时裙子被车门夹住，站起来的瞬间差点#走光#，这组照片随即在网上引发热议。
走光	zou3 guang1	全部消失或用尽	春节期间超市里的年货被抢购一空，货架上的商品几乎#走光#了，补货都来不及。	那家网红餐厅每天限量供应的招牌菜，通常开门不到一小时就#走光#了，去晚了根本吃不到。	演唱会门票开售仅三分钟就#走光#了，无数粉丝在网上抱怨抢票系统太卡，根本来不及下单。	村里的年轻人都外出打工了，现在留在村子里的人已经#走光#了，只剩下几位老人守着空荡荡的房子。	促销活动最后一天，店里打折的衣服基本都#走光#了，只剩下几件不太受欢迎的款式挂在角落里。	图书馆里那批新到的畅销小说，还没来得及上架就被学生们借#走光#了，想看的话得等下个月才有。
提级	ti2 ji2	在等级上向上提升的一步	这款手机游戏设置了复杂的升级系统，每次#提级#都需要消耗大量的金币和经验值。	公司的薪酬体系规定，员工每完成一次#提级#，基本工资将上调百分之十五。	围棋业余选手要想实现#提级#，必须在正式比赛中取得足够的积分才能申请晋段。	健身房的私教课程分为初中高三个等级，学员完成每个阶段的训练后才能#提级#进入下一阶段。	这家连锁酒店的会员制度很有吸引力，每次#提级#都能解锁更多专属权益和优惠折扣。	驾校学员在完成科目二的所有项目后，才能#提级#进入科目三的道路驾驶训练阶段。
提级	ti2 ji2	晋升到下一级别或更高档次	经过三年的努力工作和出色业绩，她终于获得了#提级#晋升的机会，从普通职员升为部门主管。
喝道	he4 dao4	大声喊叫以发出命令或呼喊词句	教官站在队伍前面#喝道#："全体立正，向右看齐！"新兵们立刻挺直了腰板。	火灾现场，消防队长对着对讲机#喝道#："所有人员立即撤离，建筑物随时可能坍塌！"	比赛进入白热化阶段，教练在场边#喝道#："防守！注意防守！别让对方突破！"	看到儿子又在玩手机不写作业，父亲忍无可忍地#喝道#："把手机放下，马上给我去书房学习！"	银行遭遇抢劫时，劫匪举着枪对着人群#喝道#："所有人都趴下，谁敢动我就开枪！"	老船长看到暴风雨即将来临，对着船员们#喝道#："快把帆收起来，所有人系好安全绳！"
喝道	he4 dao4	古时官差在前高声催行以清出道路	清朝时期，知县出行必有衙役在前#喝道#，手持水火棍驱散路人，以示官威。	古装剧中常见的场景是，官员乘轿出巡时，前面的差役一边敲锣一边#喝道#，百姓纷纷避让。	明代的县太爷每次升堂审案前，都会有衙役在县衙门口#喝道#，提醒闲杂人等回避。	那部历史小说详细描写了巡抚大人出行的排场，前有骑兵开路，后有差役#喝道#，声势浩大。	在封建社会，官员的品级越高，出行时#喝道#的排场就越大，普通百姓必须跪地回避。	博物馆里陈列着一幅清代官员出行图，画面上可以看到衙役们手持回避牌在前#喝道#的情景。
趣味	qu4 wei4	娱乐性或兴趣所在	这档综艺节目将知识竞答与游戏环节巧妙结合，既有教育意义又不失#趣味#，深受观众喜爱。
趣味	qu4 wei4	个人的爱好或审美偏好	她的穿衣风格总是与众不同，朋友们都说她的审美#趣味#很独特，不随波逐流。	这位收藏家的#趣味#十分高雅，家中陈列的都是明清时期的古董瓷器和名家书画。	从他书架上摆放的书籍可以看出，他的阅读#趣味#偏向于哲学和历史类的严肃作品。	室内设计师在与客户沟通时，首先要了解对方的生活习惯和审美#趣味#，才能打造出满意的居住空间。	那家画廊专门展出先锋派艺术作品，吸引的都是#趣味#相投、追求前卫风格的艺术爱好者。	他们夫妻俩的音乐#趣味#截然不同，一个喜欢古典交响乐，另一个却只听摇滚和电子音乐。
嘲讽	chao2 feng3	冷笑以示轻蔑	听到对手夸下海口说要打败自己，他只是#嘲讽#地笑了笑，眼神中满是不屑和轻蔑。	面对记者关于失败的提问，那位落选的候选人#嘲讽#地撇了撇嘴，一言不发地离开了现场。	当她提出那个不切实际的计划时，会议室里的同事们交换着#嘲讽#的眼神，却没人当面反对。	他用#嘲讽#的语气重复了一遍对方的话，那种居高临下的态度让在场的人都感到不舒服。	看到昔日的竞争对手如今落魄的样子，她脸上浮现出一丝#嘲讽#的冷笑，却什么都没说。	评委听完那位选手走调的演唱后，#嘲讽#地扬了扬眉毛，那表情比任何批评的话语都更加刺痛人心。
嘲讽	chao2 feng3	用话语嘲弄并贬低他人	网络上的键盘侠们总喜欢躲在屏幕后面#嘲讽#别人，却从不敢在现实中表达自己的观点。	那篇文章用辛辣的笔触#嘲讽#了当今社会的种种怪现象，引发了读者的广泛共鸣和讨论。	他在公开场合#嘲讽#竞争对手的产品质量低劣，这种不当言论很快就遭到了舆论的批评。	同学们经常#嘲讽#他的口音和穿着，这些校园霸凌行为给他的童年留下了难以磨灭的阴影。	脱口秀演员在节目中#嘲讽#了某些明星的炒作行为，虽然言辞犀利却也说出了很多观众的心声。	她受不了丈夫总是当着孩子的面#嘲讽#她的厨艺和家务能力，这种言语伤害最终导致了婚姻破裂。
