word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
召开	zhao4 kai1	组织并召集参加者开会	主办方精心筹备，成功#召开#了这次国际学术研讨会，吸引了来自三十多个国家的学者参加。	党支部书记负责#召开#支部党员大会，传达上级精神并部署近期工作。	为了解决项目推进中的问题，项目组#召开#了多次协调会，各部门负责人悉数到场。	行业协会每年#召开#一次会员代表大会，选举新一届理事会成员。	学生会#召开#全体干部会议，讨论即将举办的校园文化节活动方案。	居委会#召开#业主大会，就小区物业管理问题征求居民意见。	公司人力资源部#召开#新员工入职培训会，介绍企业文化和规章制度。	研究所#召开#课题评审会，邀请业内专家对申报项目进行论证。			
召开	zhao4 kai1	召集人员集会讨论事务	村长#召开#全体村民大会，商议修建村道的资金筹措问题。	班主任#召开#班会，让同学们讨论如何改善班级学习氛围。	社区#召开#居民议事会，听取大家对垃圾分类工作的意见和建议。	工厂#召开#安全生产会议，强调节前安全检查的重要性。	学院#召开#教学工作会议，研究下学期的课程设置和师资安排。	街道办事处#召开#综合治理会议，部署辖区内的治安防控工作。	俱乐部#召开#球迷见面会，让支持者与球员面对面交流。	基金会#召开#理事会议，审议年度工作报告和财务预算。			
群	qun2	一组人或事物	他加入了一个读书#群#，每周和群友们分享阅读心得。	公司为每个项目建立了专门的工作#群#，方便团队成员沟通协作。	她在微信上有好几个妈妈#群#，大家经常交流育儿经验。	这个兴趣#群#里聚集了来自全国各地的摄影爱好者。	班级#群#里突然热闹起来，原来是老师发布了期末考试的通知。	他被踢出了那个#群#，因为经常发广告骚扰其他成员。	家族#群#里长辈们喜欢发各种养生文章，年轻人则忙着抢红包。	这个技术交流#群#的讨论质量很高，经常能学到新知识。			
群	qun2	大量聚集的人群	演唱会结束后，大批歌迷#群#涌向出口，场面一度十分混乱。	广场上聚集着一#群#跳广场舞的大妈，音乐声震耳欲聋。	示威#群#众高举标语，沿着主干道缓缓前进。	一#群#游客围在导游身边，认真听他讲解这座古建筑的历史。	放学时间，校门口挤满了接孩子的家长#群#，交通一度瘫痪。	明星现身机场，立刻被一#群#粉丝和记者团团围住。	节日期间，景区里到处都是熙熙攘攘的游客#群#，寸步难行。	抢购现场人山人海，顾客#群#蜂拥而至，货架很快被一扫而空。			
群	qun2	禽兽或家畜的群体	牧羊人赶着羊#群#走过山坡，牧羊犬在一旁忠实地守护着。	一#群#大雁排成人字形，从头顶的天空缓缓飞过。	草原上奔跑着一#群#野马，鬃毛在风中飘扬，场面十分壮观。	狼#群#在夜色中出没，寻找落单的猎物下手。	农场里养着一大#群#鸡鸭，每天能产出几百枚蛋。	非洲大草原上，角马#群#正在进行一年一度的大迁徙。	蜂#群#在花丛中忙碌地采蜜，嗡嗡声不绝于耳。	牛#群#悠闲地在河边吃草，牧童坐在树下吹着笛子。			
通常	tong1 chang2	平常的通常状态	他今天的表现很不#通常#，一整天都心不在焉，不知道在想什么。	这种#通常#的感冒症状一般一周左右就能自愈，不必过于担心。	她打破了#通常#的沉默，主动开口和邻座的陌生人攀谈起来。						
通常	tong1 chang2	一般情况下	他#通常#早上六点起床，先跑步半小时再吃早餐。	这家餐厅#通常#要提前一周预约，否则很难订到位子。	她#通常#不喝咖啡，但今天为了赶报告破例喝了两杯。	公司#通常#在每月五号发工资，遇到节假日会提前。	他#通常#很准时，今天迟到一定是路上遇到了什么事。	这种植物#通常#生长在热带雨林中，在温带地区很难存活。	会议#通常#在下午三点开始，持续两个小时左右。	她#通常#周末会回父母家吃饭，陪老人聊聊天。			
国外	guo2 wai4	在国外或境外的	他的儿子在#国外#留学，每年只有寒暑假才能回来团聚。	这款产品在#国外#市场非常畅销，深受当地消费者喜爱。	她计划退休后去#国外#旅游，把想去的地方都走一遍。	公司在#国外#设有多家分支机构，业务遍及五大洲。	他在#国外#生活了二十年，但始终保留着中国国籍。	这位科学家在#国外#取得博士学位后，毅然回国效力。	#国外#的亲戚寄来了一箱当地特产，让全家人尝尝鲜。	她通过网络和#国外#的朋友保持联系，经常视频聊天。			
国外	guo2 wai4	对外的，涉外事务的	公司设立了专门的#国外#业务部，负责拓展海外市场。	他在外交部#国外#司工作，经常需要处理涉外事务。	这家律师事务所擅长#国外#法律业务，为跨国企业提供咨询服务。	银行的#国外#汇款业务需要提供详细的收款人信息和汇款用途。	她负责公司的#国外#采购工作，经常要和海外供应商打交道。	政府加强了#国外#投资的审批管理，确保国家经济安全。	这个部门主要处理#国外#贸易纠纷，帮助企业维护合法权益。	他的工作涉及大量#国外#事务，需要精通多门外语。			
国外	guo2 wai4	海外的，位于海外的	这个品牌是#国外#的，在国内还没有正式授权的销售渠道。	她收藏了很多#国外#的邮票，其中不乏珍贵的绝版品。	这部电影是#国外#的获奖作品，在国际影坛享有盛誉。	他喜欢听#国外#的音乐，尤其是欧美的摇滚乐队。	这款软件是#国外#开发的，界面全是英文，使用起来有些不便。	她订阅了几本#国外#的时尚杂志，了解最新的流行趋势。	这项技术最初是#国外#发明的，后来被引进国内并加以改良。	他的书架上摆满了#国外#的原版书籍，都是托朋友从海外带回来的。			
