word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
安	an1	平安健康无恙	出门在外的游子每逢佳节都会给家里打电话报平#安#，让父母不要担心。	经过三天的紧急搜救，被困在山里的登山队员终于全部平#安#获救，家属们喜极而泣。	母亲每天晚上都要等孩子#安#然到家才能放心入睡，这份牵挂从未改变。	地震发生后，他第一时间给远方的亲人发了一条报平#安#的短信，告知自己一切无恙。	医生仔细检查后告诉家属，老人身体#安#好，只是需要多休息，不必过于担心。	台风过境之后，村干部逐户走访确认村民们是否#安#然无恙，并统计了财产损失情况。	飞机在经历了严重的气流颠簸后终于#安#全着陆，乘客们纷纷鼓掌庆祝。	她在异国他乡独自生活了五年，每次通话都说自己一切#安#好，不让家人为她操心。			
安	an1	满足安心	他虽然收入不高，但#安#于现状，觉得一家人在一起平平淡淡就是最大的幸福。	老一辈人常说要#安#分守己，不要好高骛远，踏踏实实做好本职工作才是正道。	她并不#安#于做一个普通的家庭主妇，而是利用业余时间自学编程，最终成功转行。	退休后的老教授#安#于在小院里种花养草，对外面的纷纷扰扰已经毫无兴趣。	年轻人不应该#安#于眼前的安逸，要有远大的志向和不断进取的精神。	他在这个小城市的事业单位工作了二十年，早已#安#于这种稳定而平淡的生活节奏。	古人云"不#安#于小成，然后足以成大器"，说的就是不能满足于微小的成就。	她劝弟弟不要#安#于现状，趁年轻多出去闯荡，见识更广阔的世界。			
安	an1	把人安置到合适职位	组织部门经过慎重考虑，决定把他#安#排到基层锻炼两年，积累实际工作经验。	退伍军人回到地方后，政府负责将他们#安#置到合适的工作岗位上，保障他们的生活。	公司人力资源部把新招聘的大学毕业生分别#安#排到了各个业务部门进行轮岗实习。	领导特意把她#安#排在了最重要的研发岗位上，因为她的专业能力在团队中首屈一指。	为了解决下岗职工的再就业问题，街道办事处积极联系企业，帮助他们重新#安#置到新的工作岗位。	校长把这位经验丰富的老教师#安#排到了毕业班担任班主任，希望能提高升学率。	灾区重建工作中，当地政府优先#安#置了失去家园的群众，为他们提供了临时住所和工作机会。	新任厂长上任后的第一件事就是重新#安#排管理层的人事布局，把合适的人放到关键岗位上。			
安	an1	安装固定或装配设备	师傅花了整整一个下午才把新买的空调#安#装好，调试完毕后房间里立刻凉快了许多。	物业公司决定在小区的每个出入口都#安#装高清监控摄像头，以提高居民的安全感。	他自己动手在书房里#安#了一盏护眼台灯，这样晚上看书写字就不会太费眼睛了。	工人们正在给新建的教学楼#安#装门窗和水电设施，预计下个月就能投入使用。	爸爸周末在家给卫生间#安#了一个新的花洒，换掉了用了十年的旧淋浴头。	技术人员在服务器机房里#安#装了最新的网络交换设备，大幅提升了数据传输速度。	装修队按照设计图纸在客厅的天花板上#安#了一排嵌入式射灯，整个空间显得明亮又时尚。	电梯维修公司派人来给老旧小区的电梯#安#装了新的安全保护装置，消除了安全隐患。			
安	an1	把罪名强加于人	他明明是清白的，却被人#安#上了贪污受贿的罪名，含冤入狱长达十年之久。	历史上有不少忠臣良将被奸佞小人#安#上莫须有的罪名，最终惨遭杀害。	她气愤地质问对方凭什么给自己#安#上这样的罪名，要求拿出确凿的证据来。	在那个动荡的年代，随便给人#安#一个反革命的帽子就能让人家破人亡。	律师在法庭上据理力争，指出检方试图给被告#安#上的罪名完全缺乏事实依据。	村里的恶霸为了霸占他家的土地，竟然#安#了一个偷盗的罪名诬陷他。	同事们都知道这件事不是他做的，是有人故意给他#安#上了这个莫须有的罪名。	调查组经过深入取证，证实了当年被#安#上叛徒罪名的老干部其实是被冤枉的。			
安	an1	怀有某种想法或企图	他表面上对你嘘寒问暖，谁知道心里#安#的什么心思，你还是小心为好。	这个人突然对我们这么热情，不知道他到底#安#的是什么心，总让人觉得不太对劲。	她怀疑那个新来的合伙人#安#着不良居心，暗中调查后果然发现了对方的真实目的。	古人说"人心隔肚皮"，你永远不知道别人心里#安#的是什么打算。	竞争对手突然提出合作意向，董事长怀疑对方#安#着什么不可告人的目的。	他嘴上说是为了公司好，实际上谁都看得出来他心里#安#的是自己的小算盘。	母亲警告女儿要提防那个男人，觉得他接近她不怀好意，心里不知道#安#着什么鬼主意。	邻居突然送来一大堆礼物，爷爷觉得事出反常必有妖，不知道他#安#的什么心。			
安	an1	安培的简称	这条电路的额定电流是十五#安#，如果超过这个数值就会触发断路器自动跳闸。	电工师傅用万用表测量后发现，这台设备的工作电流已经达到了二十#安#，接近了电线的承载极限。	家用空调的运行电流一般在五到十#安#之间，安装时需要使用专用的电源线路。	充电桩的输出电流最高可达两百五十#安#，能够在半小时内将电动汽车的电池充至百分之八十。	实验室的直流电源可以输出零到三十#安#的可调电流，满足各种电子实验的需求。	这款快充充电器的最大输出电流为三#安#，比普通充电器的充电速度快了将近一倍。	工厂的配电柜上标注着每条线路的额定电流值，主线路的容量高达四百#安#。	电气工程师在设计电路时，必须确保导线的截面积能够承受至少五十#安#的电流。			
实际上	shi2 ji4 shang4	事实上	他看起来总是笑容满面，但#实际上#内心承受着巨大的压力，只是不愿意让别人看到脆弱的一面。	这款产品的广告宣传得天花乱坠，但#实际上#使用效果远没有那么神奇，很多消费者都表示失望。	大家都以为他是富二代，#实际上#他的财富全是靠自己白手起家一点一滴积累起来的。	表面上看这两家公司是竞争对手，#实际上#它们背后的控股股东是同一个人。	她嘴上说不在乎考试成绩，#实际上#每天晚上都偷偷学习到凌晨两点。	这座古建筑看起来年久失修，#实际上#内部结构依然非常坚固，经受住了多次地震的考验。	很多人以为学编程很难，#实际上#只要找到正确的学习方法，入门并没有想象中那么困难。	他#实际上#早就知道了事情的真相，只是一直装作不知道，等待合适的时机再揭露。			
实际上	shi2 ji4 shang4	在现实中存在的情形	理论上这个方案完美无缺，但#实际上#在执行过程中遇到了许多意想不到的困难。	计划书里的预算看起来很合理，但#实际上#项目启动后才发现很多隐性成本被严重低估了。	虽然法律规定了员工享有带薪年假的权利，但#实际上#很多中小企业的员工根本无法正常休假。	这个减肥方法在网上被吹得神乎其神，但#实际上#大多数尝试过的人都没有达到预期效果。	政策文件中承诺的补贴标准很高，但#实际上#到了基层执行时往往会大打折扣。	地图上显示两地之间的距离只有五十公里，但#实际上#由于山路崎岖，开车需要将近三个小时。	公司的组织架构图上他是部门经理，但#实际上#所有重要决策都是由副总直接拍板的。	这种新型材料在实验室条件下表现优异，但#实际上#投入大规模生产后良品率并不理想。			
实际上	shi2 ji4 shang4	用于引出真实情况或纠正误解	很多人误以为骆驼的驼峰里储存的是水，#实际上#里面储存的是脂肪，用来提供能量。	人们常说金鱼的记忆只有七秒，#实际上#科学研究表明金鱼的记忆力可以持续数月之久。	不少家长认为孩子近视是因为看手机太多，#实际上#遗传因素和户外活动不足才是主要原因。	外界普遍认为这家公司即将破产，#实际上#他们刚刚获得了一笔巨额融资，正在秘密筹备新产品。	大家都觉得他是临时起意才辞职的，#实际上#他已经默默准备了整整一年，早就规划好了下一步。	很多人以为沙漠里完全没有生命，#实际上#沙漠中生存着许多适应极端环境的动植物。	同事们都以为她请假是去旅游了，#实际上#她是回老家照顾生病住院的母亲。	舆论普遍认为这次改革会导致大量失业，#实际上#新政策创造的就业岗位远多于被淘汰的。			
