word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
讨好	tao3 hao3	拍马屁以讨取他人欢心	他整天围着领导转，端茶倒水、嘘寒问暖，这种#讨好#的行为让同事们都看不起他。	新来的员工为了能够转正，不惜放下尊严去#讨好#部门主管，结果反而弄巧成拙。	她从不屑于#讨好#任何人，凭借自己的实力一步步走到了今天的位置。	职场中那些善于#讨好#上司的人往往升迁很快，但真正有能力的人却常常被埋没。	他那副#讨好#的嘴脸让人作呕，明明心里瞧不起别人，表面上却装得毕恭毕敬。	在封建社会，许多文人为了谋取功名不得不#讨好#权贵，写下了不少阿谀奉承的文章。			
讨好	tao3 hao3	向某人献殷勤以谋取好处	为了拿到这个大项目，他不惜花重金#讨好#甲方的采购经理，最终如愿以偿地签下了合同。									
讨好	tao3 hao3	劳作得来令人满意的成果回报	这片盐碱地改良了三年终于#讨好#了，今年的小麦亩产量比去年翻了一番。	老张在这块地上辛苦耕耘了大半辈子，今年总算#讨好#了，收成是往年的两倍还多。	种果树是个慢功夫，前几年都不#讨好#，要等到第五年才能真正见到收益。	他承包的鱼塘今年特别#讨好#，不仅产量高，而且鱼的品质也得到了市场的认可。	农民们最盼望的就是风调雨顺、庄稼#讨好#，这样一年的辛苦才算没有白费。	这批茶叶的种植过程虽然艰辛，但最终#讨好#了，卖出了比预期高出三成的价格。			
颗粒	ke1 li4	坚硬的内核或籽粒	这种新培育的玉米品种#颗粒#饱满，淀粉含量高，非常适合用来加工成饲料。	农民们仔细挑选着麦穗，只有那些#颗粒#圆润、色泽金黄的才能作为来年的种子。	咖啡豆的#颗粒#大小和硬度直接影响着研磨后的口感，专业的咖啡师对此非常讲究。	这批进口的葵花籽#颗粒#硕大，含油量高达百分之四十五，是榨油的上等原料。	经过精心筛选，只有#颗粒#完整、没有虫蛀的稻谷才能进入下一道加工工序。	石榴裂开后露出晶莹剔透的#颗粒#，每一粒都饱含着甜蜜的汁水，让人垂涎欲滴。			
颗粒	ke1 li4	细小颗粒状物质	空气净化器能够有效过滤空气中的PM2.5等细微#颗粒#，保护家人的呼吸健康。	显微镜下可以清晰地看到血液中悬浮着无数红色的#颗粒#，那就是携带氧气的红细胞。	沙尘暴过后，窗台上积了一层细密的#颗粒#，用手一摸全是从戈壁滩吹来的黄沙。	这款磨砂洗面奶含有天然核桃壳研磨成的细小#颗粒#，能够温和去除皮肤角质。	化学实验中，催化剂的#颗粒#大小会直接影响反应速率，因此需要严格控制研磨程度。	雾霾天气时，空气中漂浮着大量有害#颗粒#，医生建议老人和儿童尽量减少外出。			
颗粒	ke1 li4	呈颗粒状的物质	这种#颗粒#状的速溶咖啡冲泡方便，只需加入热水搅拌几下就能享用。	药房里出售的板蓝根冲剂都是#颗粒#状的，用开水冲服后能有效预防感冒。	工厂生产的复合肥料呈均匀的#颗粒#状，便于农民在田间均匀撒播施用。	这款#颗粒#状的洗衣粉溶解速度快，去污能力强，深受家庭主妇的喜爱。	实验室里的试剂通常制成#颗粒#状保存，这样既方便称量又能延长保质期。	超市货架上摆满了各种#颗粒#状的调味品，从鸡精到胡椒粉应有尽有。			
渡过	du4 guo4	越过某个界限或障碍	红军战士们冒着敌人的炮火，在夜色掩护下成功#渡过#了湍急的金沙江。	古代的商队要#渡过#这条宽阔的河流，必须等待枯水季节才能找到合适的渡口。	探险队经过周密准备，终于乘坐橡皮艇#渡过#了这段险象环生的峡谷激流。	候鸟每年秋天都要#渡过#茫茫大海，飞往温暖的南方越冬，这是它们的本能。	在向导的带领下，登山队安全#渡过#了冰川裂缝区，继续向顶峰进发。	这支军队在没有桥梁的情况下，利用简易木筏#渡过#了边境线上的界河。			
渡过	du4 guo4	经历并度过困难时期	在全体员工的共同努力下，公司终于#渡过#了这次前所未有的财务危机。	疫情期间，许多中小企业在政府的扶持下艰难地#渡过#了最困难的几个月。	他在朋友们的帮助和鼓励下，终于#渡过#了人生中最黑暗的那段抑郁时光。	这对年轻夫妻相互扶持，共同#渡过#了创业初期那段入不敷出的艰难岁月。	老一辈革命家们在极其艰苦的条件下#渡过#了战争年代，为新中国的建立奠定了基础。	经过三年的康复治疗，她终于#渡过#了车祸后最危险的恢复期，重新站了起来。			
试用	shi4 yong4	试用某物以评估其性能	消费者可以在专柜免费#试用#这款新上市的护肤品，满意后再决定是否购买。									
试用	shi4 yong4	在岗位上处于考察期临时任职	根据公司规定，所有新入职的员工都需要经过三个月的#试用#期才能转为正式员工。	他目前还处于#试用#阶段，工资只有正式员工的百分之八十，福利待遇也有所不同。	这位年轻的干部被组织上#试用#为副县长，如果考核合格将正式任命。	#试用#期间，人事部门会对新员工的工作能力、团队协作和职业素养进行全面评估。	她在#试用#的三个月里表现出色，不仅完成了所有任务，还提出了多项改进建议。	很多求职者担心#试用#期被无故辞退，其实劳动法对此有明确的保护条款。			
