word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
长	zhang3	年长者或家中长辈	在中国传统文化中，晚辈见到#长#辈时必须主动问好，这是基本的礼仪规范。	村里的族#长#召集全村人开会，商讨如何修缮年久失修的祠堂。	她是家中的#长#女，从小就承担起照顾弟弟妹妹的责任，性格也因此变得格外成熟稳重。	按照家族的传统，每年春节都要由#长#辈给晚辈发红包，寓意着祝福和传承。	作为部门里的#长#者，他总是耐心地指导新入职的年轻同事，从不摆架子。	古人云"#长#幼有序"，这种尊重长辈的传统美德在现代社会依然值得提倡。	爷爷是我们家族中最年#长#的人，今年已经九十五岁高龄，身体依然硬朗。	在这个大家庭里，所有重大决定都要先征求#长#辈的意见，这是多年来形成的家规。	他虽然年纪轻轻就当上了经理，但对公司里的#长#辈始终保持着谦逊有礼的态度。				
长	zhang3	生长或长大	春天来了，院子里的小草开始慢慢#长#出嫩绿的新芽，一片生机勃勃的景象。	这棵老槐树在村口已经#长#了上百年，见证了几代人的悲欢离合。	孩子们一天天#长#大，父母却在不知不觉中慢慢变老，这就是生命的轮回。	医生说这颗智齿#长#得位置不好，压迫到了旁边的牙齿，建议尽早拔除。	她看着儿子从襒褒中的婴儿#长#成如今一米八的大小伙子，心中感慨万千。	这种热带植物在北方很难#长#好，因为它需要充足的阳光和较高的湿度。	农民们精心照料着田里的庄稼，盼望着它们能茁壮#长#成，迎来一个丰收年。	小猫咪刚来家里时只有巴掌大，现在已经#长#成了一只威风凛凛的大猫。	科学家发现这种细菌在特定的温度和湿度条件下会快速#长#出菌落。				
长	zhang3	逐步发展或进步	经过多年的努力学习和实践，他的书法技艺#长#进了不少，作品开始受到业内认可。	这个年轻人虚心好学，在老师傅的指导下厨艺#长#进很快，已经能独当一面了。	她刚入行时什么都不懂，但凭着一股韧劲，专业能力#长#进神速，令同事们刮目相看。	孩子这学期的数学成绩#长#进明显，从班级中游跃升到了前五名。	在国外留学的这两年，他的英语口语#长#进很大，现在已经能和外国人流利交流了。	公司派他去总部培训了三个月，回来后业务能力#长#进了一大截。	教练说这批新队员的技术#长#进很快，假以时日一定能在比赛中取得好成绩。	通过每天坚持练习，她的钢琴演奏水平#长#进显著，老师对她的表现非常满意。	他在这家公司工作了五年，从一个什么都不会的新人#长#进成为独当一面的技术骨干。				
长	zhang3	数量或程度的增加	随着经济的复苏，公司今年的营业额比去年#长#了将近百分之三十。	最近几个月物价持续上涨，蔬菜的价格比年初#长#了将近一倍。	这款手机游戏上线后用户数量迅速#长#到了五百万，成为当月最热门的应用。	由于供不应求，这款限量版球鞋的二手价格已经#长#到了原价的三倍。	统计数据显示，该地区的人均收入在过去十年间#长#了两倍多。	随着旅游旺季的到来，酒店的入住率#长#到了百分之九十五以上。	公司股价在利好消息刺激下连续#长#了三天，投资者们信心大增。	这个视频发布后点赞数一路飙升，短短一周就#长#到了一百万。	由于原材料成本上涨，这款产品的出厂价不得不#长#了百分之十五。				
长	zhang3	提高或增强某种能力	这次失败的经历让他#长#了不少教训，以后做事变得更加谨慎周全。	出国留学的这段经历让她#长#了很多见识，眼界和思维方式都发生了很大变化。	经过这次艰难的创业历程，他#长#了不少本事，处理复杂问题的能力明显提高了。	在基层工作的这几年让他#长#了很多才干，积累了丰富的实践经验。	这次独自旅行让她#长#了不少胆量，以前不敢做的事情现在都敢尝试了。	参加这个培训项目让员工们#长#了很多专业技能，工作效率显著提升。	经历过那次危机之后，整个团队都#长#了应对突发状况的能力。	在老师傅的悉心指导下，这个年轻工人#长#了一身过硬的技术本领。	这次实习经历让他#长#了很多实际操作的经验，为将来的工作打下了坚实基础。				
决定	jue2 ding4	下定决心	经过反复思考，她终于#决定#辞去稳定的工作，去追求自己真正热爱的事业。	他#决定#不再犹豫，明天就向心仪已久的女孩表白，不管结果如何。	面对家人的反对，她依然#决定#坚持自己的选择，独自去大城市闯荡。	公司高层经过激烈讨论后#决定#进行战略转型，全面进军新能源领域。	他#决定#戒烟已经不是第一次了，但这次他发誓一定要坚持到底。	经历了那次重病之后，她#决定#改变生活方式，开始注重健康和锻炼。	政府#决定#投入大量资金改善农村基础设施，让更多村民受益。	他思前想后，最终#决定#放弃这个看似诱人但风险极高的投资机会。	在得知真相后，她#决定#原谅曾经伤害过自己的人，放下心中的怨恨。				
决定	jue2 ding4	毫无疑问地	以他目前的实力，这场比赛他#决定#能赢，教练和队友们都对他充满信心。	这么简单的问题，他#决定#能解决，根本不需要别人帮忙。	凭她的专业水平和丰富经验，这个项目交给她#决定#没问题。	以这家公司的技术实力，这个订单他们#决定#能按时完成。	他准备得这么充分，明天的面试#决定#能顺利通过。	这道菜她做了无数遍，味道#决定#差不了，你就放心吃吧。	以他多年的驾驶经验，这段山路他#决定#能安全通过。	她对这个领域研究了十几年，写出来的论文#决定#是高质量的。	凭借团队的默契配合，这次演出#决定#能取得圆满成功。				
全国	quan2 guo2	整个国家	这项政策的实施将惠及#全国#十四亿人民，是一项重大的民生工程。	#全国#人民代表大会是我国最高国家权力机关，每年三月在北京召开。	这场自然灾害牵动着#全国#人民的心，各地纷纷伸出援助之手。	他的事迹感动了#全国#，被评为年度最具影响力的公益人物。	这部电影上映后引发了#全国#观众的热烈讨论，票房一路飙升。	政府承诺将在五年内实现#全国#所有贫困县的脱贫摘帽目标。	这位科学家的研究成果为#全国#的农业发展做出了巨大贡献。	春节是#全国#人民最重要的传统节日，家家户户都会团聚庆祝。	这项改革措施得到了#全国#各族人民的广泛支持和积极响应。				
全国	quan2 guo2	在全国范围内进行的	这是一次#全国#性的大规模人口普查，需要动员大量的基层工作人员。	公司计划开展#全国#范围的促销活动，预计将覆盖三百多个城市。	教育部决定在#全国#中小学推广这套新编教材，从下学期开始使用。	这场#全国#巡回演唱会将历时三个月，在二十个城市举办。	政府启动了#全国#统一的医保信息平台建设，方便群众异地就医结算。	这是#全国#首次举办如此大规模的线上招聘会，吸引了数百万求职者参与。	公安机关开展了#全国#集中打击电信诈骗的专项行动，成效显著。	这项#全国#性的科学调查将持续三年，涉及生态环境的多个领域。	卫生部门组织了#全国#范围的疫苗接种工作，确保每个人都能得到保护。				
全国	quan2 guo2	遍及全国各地的	这家连锁超市的门店已经#全国#遍布，在每个省份都能看到它的身影。	他的学生#全国#各地都有，从东北到海南，从新疆到上海。	这种特色小吃原本只在当地流行，现在已经#全国#闻名了。	公司的销售网络#全国#铺开，即使是偏远的县城也能买到他们的产品。	这位作家的读者#全国#都有，他的新书一上市就被抢购一空。	这个品牌的专卖店#全国#林立，成为年轻人最喜爱的时尚品牌之一。	他们的物流配送网络已经#全国#覆盖，保证三天内送达任何地方。	这家医院的分院#全国#分布，为各地患者提供优质的医疗服务。	这款手机应用的用户#全国#皆有，日活跃用户数已突破一亿。				
