word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
原	Yuan2	原姓	#原#姓在中国历史上虽然不算大姓，但也出过不少名人，比如春秋时期的原庄公。	据族谱记载，我们这一支#原#姓是从山西迁徙到河北的，至今已有三百多年的历史。	村里的#原#姓人家大多聚居在村东头，逢年过节都会一起祭祖。	他姓#原#，名叫原浩然，是我们公司新来的财务总监，工作能力很强。	这位#原#姓老人是村里辈分最高的长者，每年清明节都由他主持祭祖仪式。	我在图书馆查阅资料时发现，#原#姓的起源可以追溯到周朝的原国。	班上有两个同学都姓#原#，为了区分，大家分别叫他们大原和小原。	#原#姓在百家姓中排名比较靠后，但在我们县却是一个相当常见的姓氏。				
原	Yuan2	日本姓氏，读作Hara	我的日语老师姓#原#，她来自东京，在中国教书已经十五年了。	公司新来的日本顾问#原#先生是业界知名的供应链管理专家，曾在多家跨国企业任职。	这部小说的作者#原#田宗典是日本当代著名作家，他的作品以细腻的心理描写著称。	#原#小姐是我们部门的日方联络人，她的中文说得非常流利，沟通起来毫无障碍。	在日本留学期间，我的房东是一位姓#原#的老奶奶，她对我照顾有加，让我感受到了家的温暖。	会议上，来自日本总部的#原#部长详细介绍了公司未来五年的发展战略规划。	这位姓#原#的日本画家擅长水墨画，他的作品融合了东西方艺术的精髓。	#原#教授是东京大学的知名学者，这次他应邀来我校进行为期一周的学术交流。				
原	yuan2	先前的曾有状态	这座古城经过修复后基本恢复了#原#貌，吸引了大量游客前来参观。	他虽然离开了#原#单位，但和以前的同事们仍然保持着密切的联系。	经过多年的努力，这片荒地终于恢复了#原#有的生态环境，野生动物也逐渐回归。	她决定辞去现在的工作，回到#原#来的城市照顾年迈的父母。	这件文物在修复过程中尽可能保留了#原#有的痕迹，以保持其历史价值。	公司决定将总部迁回#原#址，因为新办公楼的交通实在太不方便了。	他的#原#配妻子在他最困难的时候不离不弃，两人相濡以沫走过了五十年。	这部电影的翻拍版本远不如#原#版精彩，很多经典场景都被改得面目全非。				
原	yuan2	最初的或本来的	这份合同的#原#件保存在公司的档案室里，复印件可以提供给您参考。	经过反复修改，这篇文章已经和#原#稿有了很大的不同，几乎是重写了一遍。	这幅画的#原#作收藏在卢浮宫，我们看到的只是一幅高仿复制品。	请务必保留好购物小票的#原#件，否则退换货时可能会遇到麻烦。	这部小说改编成电影后，很多读者认为失去了#原#著的精髓和深度。	他坚持按照#原#计划执行，不愿意因为一点小困难就轻易改变方向。	这款产品的#原#设计理念是简约实用，但后来为了迎合市场做了很多妥协。	专家通过碳十四测定，确认这件青铜器确实是#原#品而非后世仿制。				
原	yuan2	首要的或主要的	节约能源、保护环境是我们这个项目的#原#则，任何方案都不能违背这一点。	诚实守信是做人的基本#原#则，一旦失去了信誉就很难再挽回。	在处理这件事情时，我们必须坚持公平公正的#原#则，不能偏袒任何一方。	这家公司的经营#原#则是客户至上，所有员工都必须把客户的需求放在第一位。	他做事一向有自己的#原#则，从不为了利益而放弃底线。	法治社会的基本#原#则是法律面前人人平等，任何人都不能凌驾于法律之上。	在科学研究中，实事求是是最重要的#原#则，任何结论都必须有充分的证据支持。	这位老教授一生坚守学术#原#则，从不为了名利而发表没有价值的论文。				
原	yuan2	未经加工的原料状态	这批#原#木是从东南亚进口的，质量上乘，非常适合制作高档家具。	工厂里堆放着大量的#原#材料，等待着被加工成各种精美的产品。	这种#原#矿石含铁量很高，经过冶炼后可以生产出优质的钢材。	她喜欢购买#原#色的棉麻布料，自己动手染色制作独一无二的服装。	这款护肤品采用纯天然#原#料制成，不含任何化学添加剂。	石油作为重要的#原#料，被广泛应用于化工、能源等多个领域。	这家酒厂坚持使用本地种植的#原#粮酿酒，保证了产品的独特风味。	#原#油价格的波动直接影响着全球经济的走势，各国政府都密切关注。				
原	yuan2	程度或层次水准	经过三个月的康复训练，他的身体机能已经基本恢复到受伤前的#原#有水平。	这次考试的难度比预想的要大，很多学生都没能发挥出#原#有的实力。	公司承诺在经济形势好转后，会将员工的薪资恢复到#原#来的标准。	这款软件升级后性能大幅提升，已经远远超过了#原#先的版本。	他希望通过这次培训，能够将自己的专业技能提升到一个新的#原#有高度。	球队在换了新教练后，逐渐恢复了#原#有的竞技状态，连续赢得了几场比赛。	这座古建筑经过精心修缮，已经恢复到了#原#有的辉煌面貌。	经过多年的治理，这条河流的水质终于恢复到了#原#来的清澈程度。				
原	yuan2	导致某事的起因	经过调查，警方终于查明了这起事故的#原#因是司机疲劳驾驶。	他之所以选择辞职，#原#因是公司的管理方式让他无法认同。	这场大火的起#原#至今仍是一个谜，各种说法众说纷纭。	医生告诉他，长期熬夜是导致他身体出现问题的主要#原#因。	专家分析认为，气候变化是造成这次洪灾的根本#原#因之一。	她不愿意透露离婚的真正#原#因，只是说两人性格不合。	这次项目失败的#原#因是多方面的，不能简单地归咎于某一个人。	经济学家指出，通货膨胀的#原#因是复杂的，涉及货币政策、供需关系等多个因素。				
原	yuan2	来源或起源出处	这条河流的发#原#地位于青藏高原，一路向东流入大海。	学者们对这个成语的#原#出处进行了考证，发现最早见于唐代的文献。	这种舞蹈#原#于非洲部落的祭祀仪式，后来传播到世界各地。	这款美食的#原#产地是意大利南部，如今已经成为全球流行的菜品。	考古学家正在研究人类文明的起#原#，试图揭开历史的神秘面纱。	这个传说的#原#型据说是一位真实存在的历史人物，生活在明朝末年。	咖啡的#原#产地是埃塞俄比亚，后来才逐渐传播到阿拉伯世界和欧洲。	这部小说的灵感来#原#于作者年轻时的一段亲身经历，因此写得格外真实动人。				
土地	tu3 di4	地表的土壤	这片#土地#非常肥沃，种什么庄稼都能获得丰收，是远近闻名的粮仓。	由于长期使用化肥农药，这里的#土地#已经严重板结，急需进行改良。	农民们正在翻耕#土地#，为春播做准备，田野里一片繁忙的景象。	这片#土地#含有丰富的�ite物质，非常适合种植葡萄和其他果树。	经过多年的退耕还林，这片曾经贫瘠的#土地#如今已经变得郁郁葱葱。	专家建议在这片盐碱化的#土地#上种植耐盐作物，逐步改善土壤质量。	爷爷一辈子都在和#土地#打交道，对农时节气了如指掌。	这里的#土地#呈红褐色，富含铁元素，是典型的热带红壤。				
