word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
投票	tou2 piao4	进行投票表决	全体股东将于下周五召开临时大会，就公司是否进行战略重组进行#投票#表决，结果将直接影响未来三年的发展方向。	经过长达六个小时的激烈辩论，议会终于开始对这项备受争议的环保法案进行#投票#，支持者和反对者都屏息以待。	村民们聚集在村委会大院里，按照民主程序#投票#选举新一届村委会主任，每个人都认真地在选票上画下自己的选择。	联合国安理会就制裁决议进行#投票#时，五个常任理事国中有两个投了弃权票，导致决议未能通过。	公司工会组织全体员工就是否接受新的薪酬方案进行无记名#投票#，结果显示超过百分之七十的人表示支持。	业主委员会通知全体业主本周日下午在小区广场集合，就物业公司续约问题进行现场#投票#，请大家务必携带房产证参加。	学生会换届选举采用电子#投票#系统，每位同学只需在手机上点击候选人姓名即可完成投票，整个过程既便捷又透明。	董事会成员们围坐在会议桌旁，神情严肃地举手#投票#决定是否批准这笔高达十亿美元的跨国并购案。			
投票	tou2 piao4	选票或表决票	工作人员仔细清点着投票箱里的每一张#投票#，确保选举结果的准确性和公正性，整个计票过程持续了将近四个小时。	由于印刷厂的失误，这批#投票#上候选人的名字出现了错别字，选举委员会不得不紧急重新印制。	他小心翼翼地将自己的#投票#投入密封的票箱中，这是他人生中第一次行使公民的选举权利。	监票员发现有几张#投票#被人恶意涂改，按照选举规则这些废票将不计入最终统计结果。	选举结束后，所有的#投票#都被封存在档案室里，以备日后可能出现的争议时进行复核查验。	这张泛黄的#投票#是爷爷参加新中国第一次全国人大代表选举时留下的珍贵历史见证。	电子#投票#系统的引入大大提高了计票效率，但也有人担心其安全性不如传统纸质选票可靠。	她拿着那张#投票#犹豫了很久，因为两位候选人在她看来都同样优秀，实在难以抉择。			
卫生	wei4 sheng1	公共或个人的清洁与保健措施	学校每周都会进行#卫生#大检查，要求每个班级的教室窗明几净，课桌椅摆放整齐，不留任何卫生死角。	这家餐厅因为厨房#卫生#不达标被市场监管部门责令停业整顿，直到完成全面消毒才能重新营业。	医生反复叮嘱患者要注意个人#卫生#，勤洗手、戴口罩，避免去人员密集的公共场所以防交叉感染。	城市#卫生#治理是一项系统工程，需要政府、企业和市民三方共同努力才能取得持久成效。	她从小就养成了良好的口腔#卫生#习惯，每天早晚刷牙，饭后漱口，所以三十多岁了还没有一颗蛀牙。	农村人居环境整治工作取得显著成效，村民们的#卫生#意识明显提高，乱扔垃圾的现象大为减少。	食品#卫生#安全关系到千家万户的健康，监管部门必须加大执法力度，严惩违法违规行为。	疫情期间，公共场所的#卫生#消毒工作变得尤为重要，商场、地铁、公交车每天都要进行多次消杀。			
装	zhuang1	装饰用物或点缀	这件旗袍的领口和袖口都镶嵌着精美的珠#装#，在灯光下闪烁着迷人的光芒，尽显东方女性的优雅气质。	古代贵族女子的头饰极为讲究，金银珠翠各种头#装#层层叠叠，光是梳妆打扮就要花费数个时辰。	她为婚礼精心挑选了一套华丽的首饰作为身上的点缀之#装#，每一件都价值不菲却又不显俗气。	这款手机壳的背面有一圈水钻#装#，虽然看起来很漂亮，但用久了容易脱落，实用性不太好。	舞台上的布景和各种#装#都是剧组花费数月时间精心制作的，力求还原那个时代的真实风貌。	新娘头上的那朵绢花#装#是她母亲年轻时戴过的，如今传给女儿，承载着两代人的美好回忆。	设计师在礼服的裙摆处缀满了手工刺绣的花卉#装#，每一针每一线都凝聚着匠人的心血。	这辆老爷车的车身上保留着原厂的镀铬#装#，虽然历经半个世纪的风雨，依然熠熠生辉。			
装	zhuang1	对物品或场所进行装饰	她花了整整一个周末的时间来#装#扮自己的新房间，墙上贴满了喜欢的海报，书架上摆满了各种小摆件。	每逢圣诞节，商场都会花大价钱请专业团队来#装#点门面，巨大的圣诞树和五彩缤纷的彩灯吸引了无数顾客驻足拍照。	婚庆公司的工作人员正在紧张地#装#饰宴会厅，鲜花、气球、彩带把整个空间布置得浪漫温馨。	他亲手#装#扮了女儿的生日派对现场，粉色的气球和卡通人物造型让小朋友们兴奋不已。	这条老街经过政府的精心#装#点，古色古香的建筑配上大红灯笼，成为了网红打卡胜地。	母亲总是喜欢用鲜花来#装#饰客厅，她说有了花的点缀，整个家都充满了生机和活力。	艺术家们用彩绘和灯光#装#扮了这座废弃的工厂，使它摇身一变成为城市里最时尚的艺术空间。	春节前夕，家家户户都忙着#装#点门庭，贴春联、挂灯笼，到处洋溢着喜庆祥和的节日气氛。			
装	zhuang1	穿着的服饰或装束	她今天一身职业#装#，黑色西装配白色衬衫，干练利落的形象给面试官留下了深刻印象。	古代将军出征前要穿戴整齐的戎#装#，铠甲在阳光下闪闪发光，威风凛凛地接受士兵们的欢呼。	这位老教授几十年如一日，总是一身朴素的中山#装#，从不追求时髦，却自有一种儒雅的风度。	运动员们身着统一的队#装#步入体育场，鲜艳的色彩和整齐的队列展现出蓬勃向上的精神风貌。	她换上了一套休闲#装#，牛仔裤配运动鞋，准备和朋友们去郊外徒步，享受难得的周末时光。	婚礼上新郎身穿笔挺的西#装#，新娘则是一袭洁白的婚纱，两人站在一起简直是天造地设的一对。	这家公司对员工的着#装#有严格要求，男士必须打领带，女士不能穿无袖上衣或超短裙。	他脱下了平日里的便#装#，换上了隆重的礼服，准备出席今晚的颁奖典礼。			
装	zhuang1	衣物或外衣	换季的时候，她把厚重的冬#装#收进衣柜深处，取出轻薄的春装挂在显眼的位置，迎接温暖的季节。	这家服装店主营各类女#装#，从日常休闲到正式晚礼服应有尽有，价格也比较亲民。	军队后勤部门正在加紧赶制新式作训#装#，确保在入冬前发放到每一位边防战士手中。	她打开行李箱，里面整整齐齐地叠放着几套换洗的夏#装#，都是为这次海岛度假精心准备的。	童#装#市场近年来发展迅速，家长们越来越舍得为孩子购买品质好、设计新颖的衣服。	这批出口的泳#装#因为面料不合格被海关扣押，厂家不得不紧急召回已经发出的货物。	老人家一辈子节俭惯了，一件棉#装#缝缝补补穿了二十多年，怎么劝都不肯换新的。	设计师推出的这款秋#装#系列以大地色系为主，剪裁简洁大方，非常适合都市白领日常穿着。			
装	zhuang1	戏剧或表演的角色服装	后台的化妆间里，演员们正在紧张地换#装#，距离开场只剩下十五分钟，每个人都在争分夺秒。	这套戏#装#是剧团的镇团之宝，据说是清朝宫廷流传下来的真品，只有演出重要剧目时才会拿出来使用。	她在剧中饰演一位古代公主，那身华丽的凤冠霞帔#装#足足有二十多斤重，穿上后几乎无法自如行动。	京剧演员的行头讲究颇多，不同角色的#装#扮各有规制，外行人很难分辨其中的门道。	导演对这部历史剧的服#装#要求极为严格，每一件戏服都要经过历史顾问的审核才能使用。	他卸下了舞台上威风凛凛的将军#装#，露出了汗湿的内衣，三个小时的演出让他精疲力竭。	剧组的服#装#师傅手艺精湛，能够根据剧本描述在短短几天内赶制出符合年代特征的全套戏服。	这件龙袍#装#是专门为这出宫廷大戏定制的，上面的金线刺绣全部由手工完成，价值连城。			
装	zhuang1	扮演某一角色	她在这部电视剧中#装#扮成一位民国时期的女学生，清纯的造型让观众眼前一亮。	孩子们最喜欢万圣节了，可以#装#成各种各样的角色，有的扮鬼怪，有的扮超级英雄，热闹非凡。	他为了这个卧底任务，不得不#装#作一个普通的出租车司机，在目标人物经常出没的地方蹲守。	老戏骨的演技炉火纯青，无论#装#什么角色都能演得入木三分，让人分不清戏里戏外。	这位特工#装#成酒店服务员混入宴会现场，成功获取了重要情报，完成了上级交代的秘密任务。	她在舞台上#装#扮成白雪公主，一袭蓝黄相间的长裙，配上乌黑的假发，简直和动画片里一模一样。	为了体验生活，这位富二代决定#装#成普通打工者去工厂流水线上班，结果第一天就累得腰酸背痛。	剧团的演员们轮流#装#扮不同的历史人物，为参观博物馆的学生们进行生动有趣的情景演绎。			
装	zhuang1	假装表现出某种样子	他明明心里难过得要命，却还要#装#出一副若无其事的样子，不想让家人为他担心。	别在我面前#装#了，你那点小心思我还能看不出来？有什么话直说，别拐弯抹角的。	她#装#作没听见同事的冷嘲热讽，低头继续专注于手头的工作，心里却暗暗发誓一定要做出成绩。	这个骗子#装#得可怜兮兮的，骗取了不少好心人的同情和钱财，最终还是被警方识破抓获。	孩子#装#病不想去上学，被妈妈一眼就看穿了，只好乖乖背起书包出门。	他在领导面前总是#装#得很勤快，一转身就偷懒耍滑，同事们都看在眼里却不好说什么。	面对记者的追问，发言人#装#聋作哑，顾左右而言他，就是不肯正面回应公众关心的问题。	她#装#作不经意地问起他的近况，其实心里早就把他的社交媒体翻了个遍，对他的一切了如指掌。			
