word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
上街	shang4 jie1	外出购物	周末的时候，妈妈总喜欢带着我一起#上街#，逛逛商场买些日用品，顺便看看有没有打折的衣服。	自从网购兴起之后，年轻人#上街#购物的频率明显下降，很多实体店铺因此面临经营困难。	奶奶虽然年纪大了，但每逢过年前夕还是坚持要亲自#上街#，挑选年货和给孙子们的礼物。	她换上了那件新买的连衣裙，精心打扮了一番，准备和闺蜜一起#上街#逛街购物。	疫情期间，政府建议市民减少#上街#购物的次数，尽量通过网络平台采购生活必需品。	每到换季的时候，商场都会推出各种促销活动，吸引大批消费者#上街#抢购打折商品。	小李发了工资之后第一件事就是#上街#，给自己买了一双心仪已久的运动鞋。			
防护	fang2 hu4	用物理或技术手段提供保护或屏障	这款新型手机壳采用了军工级#防护#材料，即使从两米高处跌落也能有效保护屏幕不碎裂。	核电站周围设置了多层#防护#屏障，确保放射性物质不会泄漏到外部环境中。	工地上的工人必须佩戴安全帽和#防护#眼镜，这是施工现场最基本的安全规定。	医院的隔离病房配备了负压通风系统和多重#防护#设施，有效阻止病毒向外扩散。	这座古城墙历经千年风雨侵蚀，当地政府决定为其加装透明#防护#罩以延缓风化。	实验室里存放着大量危险化学品，因此配备了完善的#防护#装置和应急处理设备。	新款汽车的前挡风玻璃采用了三层#防护#结构，能够有效抵御飞石撞击和紫外线照射。			
防护	fang2 hu4	采取措施或行动以保护人或物免受损害	面对即将到来的台风，沿海居民纷纷采取各种#防护#措施，加固门窗、储备食物和饮用水。	医护人员在进入隔离区之前，必须严格按照规程穿戴好全套#防护#装备。	夏季紫外线强烈，外出时一定要做好皮肤#防护#工作，涂抹防晒霜并佩戴遮阳帽。	网络安全专家提醒用户要加强个人信息#防护#意识，不要随意点击来历不明的链接。	为了#防护#珍贵的文物免受损坏，博物馆采取了恒温恒湿的保存措施。				
限于	xian4 yu2	局限在某种条件或情况之中	#限于#当时的技术水平，科学家们无法对这一现象做出准确的解释，只能提出各种假设。	这项研究#限于#经费不足，只能在小范围内进行初步实验，无法开展大规模的临床试验。								
限于	xian4 yu2	只限于某一范围无法扩大	这次优惠活动#限于#会员参加，非会员顾客需要先办理会员卡才能享受折扣。	公司的内部培训课程#限于#正式员工参加，实习生和外包人员暂时没有资格报名。	由于场地容量有限，本次演唱会的门票销售#限于#每人最多购买两张。	这份机密文件的阅读权限#限于#部门经理以上级别，普通员工无权查阅。	早期的互联网应用#限于#学术机构和政府部门使用，普通民众根本接触不到。	这种珍稀药材的分布范围#限于#云南和西藏的高海拔山区，其他地方很难找到。	古代的科举考试#限于#男性参加，女性被完全排斥在这一选拔制度之外。			
院士	yuan4 shi4	从事学术研究的学者	这位年过八旬的老#院士#依然坚持每天到实验室工作，他对科学研究的热情令年轻人敬佩不已。	作为一名资深#院士#，他在学术领域耕耘了五十多年，发表了数百篇高质量的研究论文。	退休后的张教授并没有停止学术研究，这位老#院士#仍然活跃在国际学术会议上。	年轻的博士生有幸得到这位著名#院士#的指导，在科研道路上少走了很多弯路。	这位#院士#一生淡泊名利，把全部精力都投入到基础科学研究中，为国家培养了大批优秀人才。	学校邀请了多位知名#院士#来校讲学，为学生们介绍各学科领域的前沿研究动态。	他从一名普通的研究员成长为受人尊敬的#院士#，这条学术之路走了整整三十年。			
院士	yuan4 shi4	学术团体授予的院士称号持有人	经过严格的评审程序，李教授终于当选为中国科学院#院士#，这是对他多年科研成就的最高认可。	今年新增选的#院士#名单已经公布，共有六十五位科学家获得了这一崇高的学术荣誉。	她是该领域最年轻的女性#院士#，三十八岁就获得了这一殊荣，打破了多项纪录。	#院士#的评选标准非常严格，候选人必须在各自领域做出突出的原创性贡献。	这位诺贝尔奖得主同时也是多个国家科学院的外籍#院士#，在国际学术界享有盛誉。	两院#院士#大会每两年举行一次，届时全国顶尖科学家将齐聚一堂共商科技发展大计。	他虽然已经是#院士#，但从不以此自居，对待学生和同事始终谦逊有礼。			
院士	yuan4 shi4	学术机构的会员或会士	作为英国皇家学会的#院士#，他有权参加学会组织的各类学术活动和内部会议。	这所大学的教授中有多位是国际知名学术机构的#院士#，学术实力相当雄厚。								
除此之外	chu2 ci3 zhi1 wai4	在此之外另有情况或事项	这家餐厅的招牌菜是红烧肉，#除此之外#，他们的糖醋排骨和清蒸鱼也非常值得一试。	申请这个职位需要具备硕士以上学历，#除此之外#，还要求有三年以上的相关工作经验。	这款手机的拍照功能非常出色，#除此之外#，它的续航能力和运行速度也领先于同类产品。	他平时喜欢打篮球和游泳，#除此之外#，周末还会约朋友一起去爬山或者骑自行车。	公司为员工提供五险一金，#除此之外#，还有带薪年假、节日福利和年终奖金等福利待遇。	这个小区的地理位置很好，交通便利，#除此之外#，周边的学校、医院和商场等配套设施也很完善。	学习一门外语需要持之以恒的努力，#除此之外#，找到适合自己的学习方法也同样重要。			
除此之外	chu2 ci3 zhi1 wai4	除此以外另外还要说明	前面我们讨论了项目的预算问题，#除此之外#，我还想补充说明一下关于人员配置的安排。	报告已经涵盖了主要的研究发现，#除此之外#，我们还需要特别指出几个值得关注的异常数据。	会议议程上列出了三个讨论事项，#除此之外#，主席临时增加了一个紧急议题需要大家表决。	合同中已经明确了双方的权利和义务，#除此之外#，我们还需要附加一份保密协议作为补充。	刚才介绍了产品的基本功能，#除此之外#，我还要向大家展示几个最新开发的高级特性。	文章的主体部分已经写完了，#除此之外#，作者还在结尾处添加了一段发人深省的总结。	老师在课堂上讲解了这道题的标准解法，#除此之外#，他还分享了一种更简便的技巧。			
