word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
照	zhao4	反射光线或显现影像	清晨的阳光透过窗帘的缝隙#照#进房间，在地板上投下一道道金色的光斑，让整个屋子都明亮起来。	湖面平静如镜，周围的青山绿树都清晰地#照#在水中，形成一幅天然的山水画卷。	月光透过稀疏的云层#照#在雪地上，反射出银白色的光芒，把整个村庄映照得如同白昼。	那盏古老的铜灯虽然已经锈迹斑斑，但点燃后依然能够#照#亮整个房间的每一个角落。	夕阳的余晖#照#在古塔的琉璃瓦上，折射出五彩斑斓的光芒，美得让人屏住呼吸。	舞台上的聚光灯从不同角度#照#向演员，在幕布上投下层层叠叠的影子，营造出梦幻般的效果。	手电筒的光束#照#在洞穴的岩壁上，反射出晶莹剔透的光泽，原来这里布满了天然的水晶矿石。	车灯#照#在雨后的柏油路面上，反射出刺眼的白光，司机不得不放慢车速小心驾驶。			
照	zhao4	照镜子看自己的影像	她每天早上都要对着梳妆台#照#上半个小时，仔细检查妆容是否完美无瑕。	老人颤巍巍地拿起镜子#照#了照自己满是皱纹的脸，感叹岁月不饶人。	小女孩穿上新买的公主裙，兴奋地跑到穿衣镜前#照#来#照#去，怎么也看不够。	理发师让顾客拿着小镜子#照#一下后脑勺，确认发型是否满意再离开。	她在试衣间里对着镜子#照#了又#照#，始终拿不定主意这件衣服是否适合自己。	演员在后台对着化妆镜仔细#照#着，确保每一个细节都符合角色的要求。	他洗完脸后习惯性地#照#一下镜子，检查胡子是否刮干净了。	新娘在婚礼前最后一次对着镜子#照#了照，确认头纱和妆容都完美无缺。			
照	zhao4	用相机拍摄影像	游客们纷纷拿出手机对着这座百年古桥#照#个不停，想要留住这难得一见的美景。	摄影师让新人站在樱花树下，调整好角度后连续#照#了几十张，力求捕捉最美的瞬间。	记者举起相机对着发言台上的嘉宾#照#了几张，准备配合明天的新闻报道使用。	小朋友第一次拿到相机，兴奋地对着家里的小猫#照#了一张又一张，虽然大多数都糊了。	导游提醒大家在这个景点可以停留十分钟，想#照#相的抓紧时间，马上就要集合了。	她翻出旧相册，发现里面全是父亲年轻时给她#照#的黑白照片，每一张都承载着珍贵的回忆。	证件照要求表情严肃，摄影师让他放松一点，说太紧张#照#出来会很不自然。	婚礼现场请了专业团队全程跟拍，从早上化妆开始就一直#照#到晚宴结束。			
照	zhao4	摄影得到的影像或照片	这张泛黄的老#照#是爷爷奶奶结婚时拍的，已经保存了整整六十年了。	她把手机里最喜欢的那张风景#照#设成了壁纸，每次解锁都能看到那片蔚蓝的大海。	警方通过监控截取的#照#成功锁定了嫌疑人的身份，案件很快就告破了。	毕业#照#上同学们青涩的笑脸，如今看来格外珍贵，那是再也回不去的青春岁月。	他把全家福的#照#放大后装裱起来，挂在客厅最显眼的位置。	这组婚纱#照#拍得太美了，新娘看了之后感动得热泪盈眶，直说物超所值。	护照上的#照#是五年前拍的，现在看起来和本人已经有些不太像了。	记者拍到的这张独家#照#登上了各大媒体的头条，引发了社会的广泛关注。			
照	zhao4	按所要求地办理	领导说让怎么做就怎么做，你#照#办就是了，不要问那么多为什么。	医生开的药方你一定要严格#照#着吃，千万不能自己随意增减剂量。	这份合同的条款双方都已经确认过了，接下来就#照#此执行吧。	师傅说的每一个步骤你都要认真记住，回去以后#照#着练习，很快就能学会。	上级下达的指示必须不折不扣地#照#办，这是组织纪律的基本要求。	食谱上写得很详细，你只要#照#着做，第一次也能做出像样的菜来。	客户提出的修改意见我们已经全部#照#改了，请您再审核一下是否满意。	这套流程是经过多年实践检验的，新员工入职后#照#着做就不会出错。			
照	zhao4	照旧保持原状	虽然公司换了新领导，但原来的规章制度#照#旧执行，没有任何变化。	他生病住院期间，妻子每天#照#常去店里打理生意，一天也没有耽误。	尽管外面下着大雨，老人还是#照#例出门晨练，几十年的习惯从未改变。	疫情期间很多商店都关门了，但这家早餐店#照#旧营业，成了附近居民的救星。	父亲去世后，母亲#照#旧每天给他的遗像前换一杯新茶，仿佛他还在一样。	虽然已经退休多年，他还是#照#旧每天早起读报，保持着几十年养成的生活习惯。	即使遭遇了那么大的挫折，她依然#照#常上班，脸上看不出任何异样。	新政策出台后，原有的优惠措施#照#旧有效，市民不必担心权益受损。			
啥	sha2	方言中等同于"什么"	你这是干#啥#呢，大半夜的不睡觉在院子里转悠，吓我一跳。	他一脸茫然地问我这东西是#啥#，我解释了半天他才明白过来。	妈妈在厨房里喊，说晚饭想吃#啥#自己说，她好去菜市场买。	老张头坐在村口的大树下，逢人就问最近村里有#啥#新鲜事没有。	小孩子好奇心重，看见#啥#都要问个为什么，大人有时候都被问得答不上来。	你有#啥#话就直说，咱们这么多年的交情了，还用得着拐弯抹角吗。	邻居大妈热情地招呼我进屋坐，问我想喝点#啥#，茶水饮料都有。	他挠挠头说自己也不知道该说#啥#好，这事儿来得太突然了。			
调	diao4	使人员或物资位置改变	公司决定把他从上海分部#调#到北京总部工作，下个月就要办理交接手续了。	为了支援西部建设，一大批技术骨干被#调#往偏远地区，他们毫无怨言地服从了组织安排。	这批紧急救援物资已经从省级仓库#调#出，预计明天凌晨就能送达灾区。	医院从各科室#调#集了最优秀的专家组成会诊团队，全力抢救这位危重病人。	由于项目进度紧张，经理不得不从其他部门#调#了几个人过来帮忙。	她在这个岗位上干了十年，突然被#调#到一个完全陌生的部门，心里多少有些不适应。	春运期间，铁路部门从全国各地#调#集车辆，确保旅客能够顺利回家过年。	这台设备是从兄弟单位临时#调#来的，用完之后还要归还。			
调	diao4	调动部队或干部	上级命令立即#调#两个连的兵力增援前线，务必在天亮前到达指定位置。	战争年代，他曾多次被#调#往不同的战区，哪里最危险就出现在哪里。	组织上决定把这位年轻有为的干部#调#到基层锻炼，为将来承担更重要的工作做准备。	军区紧急#调#动了一个师的兵力参与抗洪抢险，官兵们连夜奔赴灾区。	这位将军一生戎马，曾被#调#往多个军区任职，足迹遍布祖国的大江南北。	县委研究决定，#调#一批优秀年轻干部到乡镇挂职，加强基层领导力量。	接到上级命令后，部队连夜#调#防，在敌人发现之前完成了战略转移。	他从一名普通科员被逐级#调#任，最终成长为独当一面的领导干部。			
调	diao4	进行正式调查取证	纪检部门已经派人去#调#这件事了，很快就会有结果。	警方正在#调#取案发现场周边的监控录像，希望能找到有价值的线索。	审计组进驻公司后，首先#调#阅了近三年的财务账目，逐笔核对每一项支出。	记者深入#调#访了多位当事人，终于还原了事件的真相。	法院依法#调#取了被告的银行流水记录，作为审理此案的重要证据。	上级派来的工作组已经开始#调#查此事，要求所有相关人员配合。	为了弄清事故原因，专家组#调#阅了大量的技术资料和操作记录。	这起案件涉及多个部门，需要成立联合专案组进行深入#调#查。			
