word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
点	dian3	小数点	这道数学题要求精确到#点#后两位，所以答案应该写成三#点#一四而不是三#点#一。	老师在黑板上写下圆周率的近似值，特别强调#点#后面的数字要记住至少五位才能保证计算精度。	财务报表中所有金额都必须精确到#点#后两位，这是公司会计准则的基本要求。	他在计算器上按错了#点#的位置，导致最终结果差了整整一百倍，这个错误让他损失惨重。	科学计算中#点#的位置至关重要，移动一位就可能导致实验数据完全失去参考价值。	这款软件可以自动识别数字中的#点#，并按照设定的精度进行四舍五入处理。	学生们在学习小数运算时，最容易犯的错误就是把#点#对齐的位置搞错了。	银行系统在处理汇率换算时，会保留#点#后四位数字以确保交易的准确性。	程序员在编写代码时发现，浮点数的#点#后面出现了无限循环的情况，需要特殊处理。			
点	dian3	时空中的某一点	从这个#点#出发，沿着地图上标注的路线走大约三公里就能到达目的地。	两条直线在空间中相交于一#点#，这个交#点#的坐标可以通过联立方程求解。	历史学家认为，这个时间#点#是整个战争的转折，从此局势开始逆转。	导航系统显示我们已经到达了预定的集合#点#，但其他队员还没有出现。	物理学家在研究宇宙大爆炸理论时，试图追溯到时间的起始#点#究竟发生了什么。	她站在人生的十字路口，不知道该从哪个#点#重新开始自己的事业。	测量员在地图上标记了几个关键的控制#点#，这些#点#将作为后续测绘工作的基准。	摄影师选择了一个绝佳的#点#位，从这里可以同时拍到日出和远处的山峦。	这篇论文的论证从一个核心#点#展开，逐步推导出令人信服的结论。			
点	dian3	点钟	会议定在下午三#点#整开始，请各位务必提前十分钟到达会议室做好准备。	火车将在凌晨两#点#四十五分到达终点站，届时会有专车接送旅客前往酒店。	她每天早上六#点#准时起床跑步，这个习惯已经坚持了整整十年。	商场的营业时间是上午十#点#到晚上九#点#，节假日会适当延长。	飞机预计在当地时间下午四#点#半降落，比原定时间晚了将近两个小时。	他看了一眼手表，已经快十一#点#了，再不睡觉明天上班肯定会迟到。	新闻联播每天晚上七#点#准时播出，这是很多中国家庭雷打不动的收视习惯。	银行的对公业务只办理到下午五#点#，个人业务可以延长到六#点#半。	演唱会将在晚上八#点#正式开始，预计持续三个小时左右。			
点	dian3	少量；有一点儿	这道菜稍微有#点#咸了，下次做的时候记得少放一些盐。	他说话的时候总是带着#点#南方口音，让人一听就知道他是江浙一带的人。	今天的天气有#点#闷热，出门最好带把伞以防突然下雨。	她对这个提议有#点#犹豫，毕竟这涉及到公司未来几年的发展方向。	这篇文章写得有#点#长了，编辑建议删减一些不太重要的段落。	老板对这次的方案有#点#不满意，让我们回去再修改修改。	他最近工作压力有#点#大，整个人看起来都憔悴了不少。	这件衣服的颜色有#点#暗，不太适合在正式场合穿着。	她说话的语气有#点#冲，让在场的人都感到有些尴尬。			
点	dian3	用于表示少量的量词	服务员，麻烦给我来#点#白开水，谢谢。	你能不能借我#点#钱，下个月发工资我就还你。	冰箱里还剩#点#牛奶，你要是渴了可以先喝着。	他从口袋里掏出#点#零钱，刚好够买一瓶矿泉水。	妈妈让我去超市买#点#蔬菜回来，晚上准备做几个家常菜。	老师给了我们#点#提示，这道难题终于有了解题的思路。	她在信封里装了#点#现金，作为给侄子的生日礼物。	我想找你借#点#时间，有件重要的事情需要当面跟你商量。	厨师在汤里加了#点#香菜，整道菜的味道立刻提升了一个档次。			
只是	zhi3 shi4	简单地仅是	他#只是#一个普通的上班族，每天朝九晚五地过着平凡的生活。	这#只是#一次例行检查，不用太紧张，很快就会结束的。	我#只是#随口问问而已，你不想说的话可以不用回答。	她#只是#想找个人聊聊天，并没有其他什么特别的目的。	这份报告#只是#初稿，还需要经过多轮修改才能最终定稿。	他们#只是#普通朋友关系，外界的那些传闻都是无中生有。	我#只是#路过这里顺便进来看看，没想到会遇见你。	这#只是#一个小小的建议，采纳与否完全由你自己决定。	她#只是#出于礼貌才答应参加这次聚会，其实内心并不情愿。			
只是	zhi3 shi4	表示转折但或不过	他很想帮忙，#只是#实在抽不出时间来处理这件事情。	这个方案听起来不错，#只是#实施起来可能会遇到很多困难。	她本来打算今天去看望父母，#只是#临时接到公司的紧急通知不得不取消行程。	我很欣赏你的才华，#只是#这个职位需要更多的实际工作经验。	这件衣服款式很好看，#只是#价格有点超出我的预算了。	他的演讲内容很精彩，#只是#语速太快让听众有些跟不上。	我们都支持这个决定，#只是#希望能给大家多一点准备的时间。	这家餐厅的菜品味道很好，#只是#服务态度还有待改进。	他很想接受这份工作，#只是#需要和家人商量之后才能给出答复。			
听	yin3	古义的微笑	古籍中记载，那位贵妃闻言轻轻一#听#，嘴角微微上扬，尽显雍容华贵之态。	诗人在词中写道："美人含#听#不语，低眉信手续续弹"，描绘出一幅动人的画面。	史书上说这位公主性情温婉，每逢宾客来访总是含#听#相迎，从不失礼。	那幅古画中的仕女面带浅#听#，眼神中透着几分羞涩与娇媚。	文人墨客常用"嫣然一#听#"来形容女子微笑时的动人神态。	古典小说中描写她"#听#靥如花"，让无数读者为之倾倒。	这首古诗用"含#听#凝睇"四个字，将少女的娇羞之态刻画得入木三分。	戏曲中的旦角表演时，那一#听#一颦都要符合古代女子的仪态规范。	学者在研究古文时发现，"#听#"字在先秦文献中常被用来描写女子的微笑。			
听	ting1	听取或听见	她静静地坐在窗边#听#着窗外淅淅沥沥的雨声，思绪飘向了远方。	老师讲课的时候，学生们都聚精会神地#听#着，生怕漏掉任何重要的知识点。	他#听#到这个消息后大吃一惊，完全没有想到事情会发展成这样。	音乐会上，观众们屏息凝神地#听#着钢琴家演奏的这首经典曲目。	我昨晚#听#了一档很有意思的播客节目，主持人讲述了很多鲜为人知的历史故事。	她侧耳#听#了#听#，确认走廊里没有脚步声后才悄悄打开了房门。	医生用听诊器仔细#听#着病人的心跳，表情变得越来越凝重。	他#听#说公司要裁员的消息后，整个人都变得焦虑不安起来。	孩子们围坐在爷爷身边，津津有味地#听#他讲述年轻时的冒险经历。			
听	ting1	听从或服从	孩子从小就很#听#话，父母说什么他都会照做，从不顶嘴。	士兵们必须无条件#听#从指挥官的命令，这是军队纪律的基本要求。	她劝了半天，弟弟就是不#听#，非要按自己的想法去做。	古人云"兼#听#则明，偏信则暗"，做决策时要广泛听取各方意见。	他是个很固执的人，一旦决定了的事情就不会#听#别人的劝告。	员工们都很#听#这位经理的话，因为他处事公正，深得人心。	医生反复叮嘱他要#听#医嘱按时服药，否则病情可能会反复。	这匹马训练有素，非常#听#骑手的指令，配合得天衣无缝。	父母总是希望孩子能#听#自己的安排，但孩子长大后往往有自己的想法。			
