word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
管	guan3	控制或约束	政府出台了新政策来#管#房价，防止房地产市场过热。	她根本#管#不住自己的嘴，看到美食就忍不住要吃。	这个孩子太调皮了，父母怎么#管#都管不住他。	交警在路口#管#着来往的车辆，确保交通秩序井然。	他的脾气很难#管#，一点小事就会大发雷霆。	学校制定了严格的规章制度来#管#学生的行为举止。	她努力#管#住自己的情绪，不让眼泪在众人面前流下来。	这种药物可以有效#管#住血糖水平，防止糖尿病恶化。						
管	guan3	管理或经营事务	他被任命为部门经理，负责#管#整个销售团队的日常运营。	这家公司由三兄弟共同#管#理，分工明确，配合默契。	她退休前一直#管#着公司的财务工作，账目从来没有出过差错。	村长#管#着村里的大小事务，从修路到调解纠纷，事无巨细。	这个项目由他全权#管#理，从预算到执行都由他一人负责。	她#管#着一个拥有五十多名员工的部门，工作压力非常大。	老板把仓库交给他#管#，要求他做好库存盘点和出入库记录。	学校的后勤工作由总务处#管#，包括食堂、宿舍和校园维护。						
管	guan3	负责主管某项事务	这件事归人事部#管#，你应该去找他们咨询具体的办理流程。	谁#管#这个项目？我有一些重要的问题需要当面沟通。	安全生产这一块由安监部门#管#，他们会定期来检查。	她现在#管#着公司的海外业务，经常需要出国出差。	这个片区的治安由派出所#管#，有什么问题可以直接报警。	食品卫生问题归卫生局#管#，他们有权对违规商家进行处罚。	他现在#管#着三个重要项目，每天都忙得不可开交。	环境保护这一块由环保局#管#，企业排污必须经过他们的审批。						
管	guan3	照顾日常生活起居	她每天除了上班，还要#管#孩子的吃饭穿衣和接送上学。	老人住院期间，儿女们轮流来#管#他的饮食起居。	保姆的主要工作就是#管#好主人家孩子的日常生活。	她一个人#管#着三个孩子，从早忙到晚，几乎没有休息时间。	爷爷奶奶年纪大了，需要有人#管#他们的一日三餐。	他出差期间，妻子一个人#管#着家里的老人和孩子。	这位护工非常尽职，把老人#管#得无微不至。	她不仅要#管#自己的孩子，还要帮忙照顾邻居家的小孩。						
管	guan3	经营或运作组织事业	他白手起家，一个人#管#着这家公司从小作坊发展成大企业。	这家餐厅由夫妻俩共同#管#，丈夫负责后厨，妻子负责前台。	她接手#管#这家店铺后，生意比以前好了很多。	老板年纪大了，准备把公司交给儿子来#管#。	这个农场由他们一家三代人共同#管#理，已经有五十多年的历史了。	她#管#着一家连锁超市，在全市有十几家分店。	他退休后开了一家小书店，自己#管#着，日子过得悠闲自在。	这家工厂由国企改制而来，现在由私人#管#理，效益比以前好多了。						
管	guan3	关心或在意	他从来不#管#别人怎么看他，只做自己认为对的事情。	她太忙了，根本没时间#管#这些鸡毛蒜皮的小事。	你#管#那么多干什么？这又不关你的事。	他只#管#自己的工作，从不过问同事之间的是非。	她是个热心肠，邻里之间的事她都爱#管#一管。	别人的家务事你少#管#，免得惹一身麻烦。	他什么都不#管#，整天只知道玩游戏，让父母操碎了心。	这件事你就别#管#了，我自己能处理好。						
管	guan3	中空的管状物	医生用一根细细的#管#子插入病人的血管，进行静脉注射。	这根塑料#管#是用来给鱼缸换水的，非常方便。	她用吸#管#喝完了杯子里的果汁，发出咕噜咕噜的声音。	实验室里摆满了各种玻璃#管#，里面装着不同颜色的化学试剂。	这个气球是用一根细#管#充气的，充满后可以飘在空中。	他用一根竹#管#做成了简易的吹箭筒，玩得不亦乐乎。	护士拿出一根导尿#管#，准备为卧床的病人进行导尿。	这种金属#管#的内壁非常光滑，可以减少流体的阻力。						
管	guan3	输送液体气体的管道	煤气#管#道老化严重，存在很大的安全隐患，需要尽快更换。	工人们正在铺设新的自来水#管#，预计下周就能通水。	这根排水#管#堵塞了，导致厨房的水流不出去。	暖气#管#里传来咕噜咕噜的声音，说明供暖系统已经开始运行了。	石油通过长达数千公里的输油#管#道，从产地运送到炼油厂。	她发现浴室的下水#管#漏水了，赶紧打电话叫维修工来修理。	天然气#管#道的安全检查必须定期进行，以防止泄漏事故。	这栋老楼的水#管#都生锈了，放出来的水带着铁锈味。						
管	guan3	吹奏类木管乐器	她从小学习#管#乐，长笛吹得非常出色，多次在比赛中获奖。	交响乐团的#管#乐部分由长笛、单簧管、双簧管和巴松管组成。	他是学校#管#乐队的首席，负责带领整个木管声部的排练。	这首曲子的#管#乐独奏部分非常优美，让人陶醉其中。	她正在练习一首#管#乐协奏曲，准备参加下个月的音乐比赛。	音乐厅里响起悠扬的#管#乐声，观众们都沉浸在美妙的旋律中。	他收藏了好几支古董#管#乐器，每一支都价值不菲。	这位#管#乐演奏家的技艺精湛，被誉为当代最杰出的长笛演奏家之一。						
管	guan3	用于成管状物品的量词	她买了一#管#牙膏和一支牙刷，准备放在旅行包里备用。	医生给他开了三#管#药膏，嘱咐他每天涂抹两次。	这一#管#颜料已经用完了，需要再买一支新的。	她从化妆包里拿出一#管#口红，对着镜子仔细涂抹。	他用了整整一#管#胶水才把这个模型粘好。	护士拿来两#管#试剂，准备为病人进行血液检测。	这一#管#墨水可以用很长时间，写字非常流畅。	她买了好几#管#不同颜色的丙烯颜料，准备画一幅油画。						
