word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
混淆	hun4 xiao2	使界限或概念变得模糊不清	这篇论文的论述过于笼统，#混淆#了因果关系和相关关系这两个截然不同的概念。	媒体报道中经常#混淆#事实与观点的界限，导致读者难以分辨哪些是客观陈述，哪些是主观评论。	在讨论社会问题时，我们不应该#混淆#个人道德与法律责任的边界，这是两个不同层面的问题。	学生在学习初期容易#混淆#相似的语法结构，需要通过大量练习来区分它们的用法差异。	这部纪录片刻意#混淆#了历史与虚构的界限，让观众分不清哪些场景是真实发生的。	哲学家们长期争论的一个问题是，我们是否在无意中#混淆#了语言的逻辑结构与现实世界的本质。						
混淆	hun4 xiao2	用错误信息引人误解	诈骗分子通过伪造官方文件来#混淆#视听，骗取了许多老年人的养老金。	这家公司发布虚假广告#混淆#消费者，声称其产品具有治疗癌症的功效，最终被市场监管部门查处。	敌方间谍散布大量假情报企图#混淆#我军指挥部的判断，但最终被识破了。	网络上充斥着各种谣言，有人故意#混淆#公众对疫情的认知，造成了不必要的恐慌。	辩护律师试图通过提出无关证据来#混淆#陪审团，但法官及时制止了这种行为。	历史上不乏有人篡改文献记录来#混淆#后人，使真相被掩盖了数百年之久。						
订立	ding4 li4	签订并缔结条约或合同	两国外交部长在联合国总部正式#订立#了双边贸易协定，标志着两国经济合作进入新阶段。	买卖双方经过多轮谈判，终于#订立#了一份详尽的房屋买卖合同，明确了各自的权利义务。	这家跨国企业与当地政府#订立#了为期二十年的投资协议，承诺在该地区建设三座工厂。	劳动者在入职时应当与用人单位#订立#书面劳动合同，以保障自身的合法权益。	战争结束后，交战双方代表在中立国#订立#了停战条约，结束了长达五年的武装冲突。	合伙人之间必须#订立#明确的合伙协议，约定出资比例、利润分配和退出机制等关键条款。						
订立	ding4 li4	制定并确立规则	学校管理层经过广泛征求师生意见后，#订立#了新的学生行为准则，将于下学期开始实施。	这个行业协会#订立#了严格的职业道德规范，要求所有会员必须遵守，违者将被除名。	古代帝王#订立#典章制度，以规范朝廷运作和官员行为，维护社会秩序。	公司董事会#订立#了新的财务审批流程，任何超过十万元的支出都需要总经理签字批准。	宗教领袖们聚集在一起，#订立#了信徒必须遵守的戒律，这些规定延续至今已有千年历史。	为了保护濒危物种，国际组织#订立#了野生动物贸易的相关规则，禁止任何形式的非法交易。						
夸	kua1	夸耀或夸大事实	他总是喜欢在朋友面前#夸#自己的业绩，把一个小项目说成是改变行业格局的大事件。	这位推销员#夸#得天花乱坠，把一款普通的保健品说成是包治百病的神药。	老王又在#夸#他儿子了，说什么年薪百万、公司高管，其实不过是个普通职员。	广告商往往会#夸#产品的功效，消费者在购买前应该仔细甄别，不要轻信宣传。	他喝了几杯酒就开始#夸#自己当年的英勇事迹，越说越离谱，在座的人都忍不住笑了。	这篇报道明显#夸#了事故的严重程度，实际损失远没有文章中描述的那么大。						
夸	kua1	称赞或赞扬他人	老师当着全班同学的面#夸#小明作文写得好，让他高兴了一整天。	妈妈做的红烧肉特别好吃，爸爸连连#夸#她厨艺进步了，妈妈听了笑得合不拢嘴。	领导在年终总结会上#夸#了我们团队的工作表现，说我们是公司最有战斗力的部门。	邻居阿姨见到我就#夸#我长得越来越漂亮了，还说我妈妈真会养孩子。	教练#夸#这位年轻运动员天赋异禀，假以时日必定能在国际赛场上取得优异成绩。	客人们纷纷#夸#这道菜做得地道，厨师听到赞美后特意出来向大家致谢。						
清水	qing1 shui3	淡水不含盐分的水	地球上的#清水#资源分布极不均匀，许多干旱地区的居民长期面临缺水困境。	这条河流是当地最重要的#清水#来源，灌溉着下游数万公顷的农田。	科学家们正在研究如何更高效地将海水淡化为#清水#，以解决沿海城市的用水问题。	淡水鱼只能生活在#清水#环境中，如果水中盐分过高，它们就无法存活。	全球气候变化导致冰川加速融化，虽然短期内增加了#清水#供应，但长远来看将造成严重的水资源危机。	这个湖泊是罕见的#清水#湖，与周围的咸水湖形成了鲜明对比，吸引了众多生物学家前来研究。						
清水	qing1 shui3	饮用水	山区的孩子们每天要走几公里山路去打#清水#，这个公益项目就是为了给他们修建蓄水池。	这瓶#清水#经过多重过滤和消毒处理，完全符合国家饮用水卫生标准。	灾区最紧缺的物资就是#清水#和食品，救援队正在全力运送生活必需品。	医生建议每天至少喝八杯#清水#，保持身体充足的水分摄入对健康非常重要。	这个村庄的井水受到了工业污染，村民们不得不到十里外的镇上购买#清水#。	露营时一定要带足#清水#，野外的溪水虽然看起来干净，但可能含有寄生虫和细菌。						
清水	qing1 shui3	清澈透明的水	这条小溪的#清水#清澈见底，可以看到五彩斑斓的鹅卵石和游动的小鱼。	雨后的池塘变得浑浊不堪，要等上好几天才能恢复成原来的#清水#。	她把脏衣服放进#清水#里浸泡，看着原本透明的水渐渐变成了灰色。	这幅山水画中，画家用淡墨勾勒出一泓#清水#，与周围的青山绿树相映成趣。	环保部门定期检测河流水质，确保工厂排放不会污染这一池#清水#。	孩子们在#清水#中嬉戏玩耍，阳光照射下，水面波光粼粼，美不胜收。						
奏	zou4	演奏乐器	交响乐团的首席小提琴手独自#奏#起了那段著名的旋律，全场观众屏息聆听。	她坐在钢琴前，手指轻轻触碰琴键，#奏#出一曲悠扬的夜曲，让人沉醉其中。	古代宫廷乐师们齐声#奏#起庄严的雅乐，迎接外国使节的到来。	街头艺人用一把破旧的吉他#奏#出动人的曲调，吸引了许多路人驻足欣赏。	乐队成员们默契配合，共同#奏#出这首复杂的爵士乐曲，赢得了观众的热烈掌声。	他拿起父亲留下的二胡，#奏#了一曲《二泉映月》，琴声呜咽，仿佛在诉说着往事。						
