word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
预备	yu4 bei4	准备或预作安排	为了确保明天的会议顺利进行，秘书处已经#预备#了详细的议程和所有必要的文件资料。	学校要求所有参加运动会的学生提前一周#预备#好比赛所需的运动装备和个人物品。	她花了整整一个月的时间#预备#这次重要的学术答辩，查阅了大量的文献资料。							
预备	yu4 bei4	使某事物或某人做好准备	教练在比赛前反复强调战术要点，目的是#预备#队员们应对各种可能出现的突发情况。	母亲从孩子出生那天起就开始为他的教育基金存钱，#预备#他将来能够接受最好的教育。	公司人力资源部门每年都会举办新员工培训，#预备#他们尽快适应工作环境和企业文化。	军队在演习前进行了大量的模拟训练，#预备#士兵们在实战中能够从容应对各种复杂局面。	老师在期末考试前安排了多次模拟测试，#预备#学生们熟悉考试题型和答题节奏。	消防队定期组织居民进行疏散演练，#预备#他们在真正发生火灾时能够迅速有序地撤离。	导演在正式开拍前花了三个月时间与演员们排练，#预备#他们完全进入角色状态。			
预备	yu4 bei4	准备工作或准备阶段	这个大型音乐节的#预备#工作从半年前就已经开始，涉及场地布置、安保协调等多个方面。	新产品发布会的#预备#阶段异常繁忙，市场部的同事们每天都要加班到深夜。	婚礼的#预备#过程虽然辛苦，但看到宾客们脸上的笑容，新人觉得一切都是值得的。	这场国际学术会议的#预备#工作持续了将近一年，组委会成员付出了大量心血。	春节联欢晚会的#预备#从每年夏天就开始了，节目组要经过层层筛选才能确定最终的演出阵容。	登山队在正式攀登珠峰之前，需要进行长达数月的体能训练和物资#预备#。	电影的前期#预备#包括剧本修改、选角试镜、场景勘察等诸多环节，每一步都马虎不得。			
预备	yu4 bei4	预备性的，作为前期准备的	这门#预备#课程专门为零基础的学员设计，帮助他们打好进入正式学习阶段的基础。	军校的#预备#训练非常严格，目的是让新学员在正式入伍前就具备基本的军事素养。	公司为新入职的管理培训生安排了为期三个月的#预备#轮岗，让他们熟悉各个部门的运作。	这次#预备#会议的主要目的是收集各方意见，为下周的正式谈判做好铺垫。	研究生入学前的#预备#阅读清单包含了二十本专业书籍，导师要求学生在开学前完成。	运动员在正式比赛前都要进行#预备#热身活动，以防止肌肉拉伤和其他运动损伤。	这个#预备#项目旨在帮助贫困地区的学生提前适应大学的学习节奏和生活方式。			
解散	jie3 san4	使组织或机构解体	由于长期经营不善，董事会最终决定#解散#这家有着五十年历史的老牌企业。	政府宣布#解散#该非法组织，并对其主要成员依法进行追究和处理。	乐队成员因为音乐理念上的分歧越来越大，无奈之下只能宣布#解散#。	这个曾经风光无限的足球俱乐部因为资金链断裂，不得不在赛季结束后正式#解散#。	议会通过投票决定#解散#现任内阁，并要求在三个月内举行新一届大选。	公司重组方案获批后，原有的三个事业部将被#解散#，人员重新分配到新成立的部门。	这个运营了十年的公益基金会因为创始人去世后无人接手，最终被迫#解散#。			
分散	fen1 san4	使东西散开到各处	园丁把种子均匀地#分散#在花坛的各个角落，期待春天来临时能开出五彩缤纷的花朵。	爆炸产生的冲击波将碎片#分散#到方圆数百米的范围内，现场一片狼藉。	她把收藏的古董#分散#存放在不同的保险柜里，以降低被盗或损坏的风险。	风把蒲公英的种子#分散#到田野的各个方向，来年这里将长满金黄色的小花。	为了避免把所有鸡蛋放在一个篮子里，他把投资#分散#到股票、债券和房产等不同领域。	图书管理员把新到的书籍按照类别#分散#放置到各个楼层的书架上，方便读者查阅。	消防员用高压水枪把燃烧的残骸#分散#开来，防止火势进一步蔓延扩大。			
分散	fen1 san4	使人群或力量疏散分离	警察在广场上拉起警戒线，试图#分散#聚集在一起围观的人群，以免发生踩踏事故。	敌军采用声东击西的战术，企图#分散#我方的防守兵力，从而找到突破口。	老师发现学生们都挤在教室门口，便让他们#分散#开来，有序地进入各自的座位。	公司决定将研发团队#分散#到全国各地的分部，以便更好地贴近当地市场需求。	为了减轻交通压力，市政府鼓励企业实行错峰上下班，#分散#早晚高峰的人流车流。	演唱会结束后，安保人员引导观众从不同出口离场，有效#分散#了退场人流。	游击队的战术核心就是#分散#敌人的注意力，然后集中优势兵力进行突袭。			
分散	fen1 san4	把物品或任务分配分发到各处	项目经理把整个工程#分散#成若干个子任务，分别交给不同的小组负责执行。	救灾物资到达后，志愿者们迅速将其#分散#发放到各个受灾村庄的居民手中。	总部决定把生产订单#分散#给多家代工厂，以确保供应链的稳定性和灵活性。	老师把课堂练习题#分散#布置在每一章节的学习过程中，而不是集中在期末复习阶段。	为了提高效率，仓库管理员把货物按照配送区域#分散#存放在不同的货架上。	公司把客服工作#分散#外包给三家不同的服务商，以应对业务量的季节性波动。	编辑部把这期杂志的采访任务#分散#安排给驻各地的记者，确保报道的全面性和时效性。			
鸡蛋	ji1 dan4	禽蛋，供食用的鸡蛋	早餐店的老板每天凌晨四点就起床，煎好几百个#鸡蛋#准备迎接第一批顾客。	超市里的#鸡蛋#按照大小和产地分成不同等级，价格也相差不少。	奶奶教我做番茄炒#鸡蛋#的秘诀是先把鸡蛋炒到八成熟就盛出来，最后再和番茄一起翻炒。	这家农场出产的土#鸡蛋#因为蛋黄颜色金黄、口感醇厚，在市场上供不应求。	营养学家建议成年人每天食用一到两个#鸡蛋#，可以补充优质蛋白质和多种维生素。	她在烘焙蛋糕时不小心把#鸡蛋#壳掉进了面糊里，只好重新开始制作。	春节期间#鸡蛋#的价格通常会上涨，因为家家户户都要准备丰盛的年夜饭。			
鸡蛋	ji1 dan4	母鸡下的蛋	外婆家养的那只老母鸡每天准时下一个#鸡蛋#，从不间断，是全家人早餐的重要来源。	农村的孩子们最喜欢去鸡窝里捡刚下的#鸡蛋#，那种温热的触感让人感到无比幸福。	这只母鸡已经连续下了三十天的#鸡蛋#，村里人都说它是难得一见的好鸡。	爷爷每天早上第一件事就是去鸡舍查看母鸡有没有下#鸡蛋#，然后小心翼翼地收好。	邻居家的母鸡突然不下#鸡蛋#了，他们怀疑是因为最近天气太冷影响了产蛋。	养鸡场的工人每隔几小时就要巡视一次，及时收集母鸡刚下的#鸡蛋#以保证新鲜度。	小时候在乡下，能吃到自家母鸡下的#鸡蛋#是一件很幸福的事，那味道比超市买的香多了。			
