word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
妹妹	mei4 mei5	年轻女性	那位穿着时尚的#妹妹#在商场里做促销员，热情地向顾客介绍新款化妆品。	服务员是个漂亮的#妹妹#，说话轻声细语，服务态度特别好。	旁边那个#妹妹#看起来二十出头，正低头认真地看手机。	老板娘让店里的#妹妹#帮我拿一双三十八码的鞋子试试。	这个#妹妹#是新来的实习生，虽然年轻但做事很认真负责。	出租车司机问我："#妹妹#，你要去哪里？"我说去火车站。	那个卖水果的#妹妹#手脚麻利，称重找零一气呵成。	健身房前台的#妹妹#笑着递给我一张会员卡，欢迎我下次再来。			
留	liu2	留下信息或留言	他出门前在冰箱上#留#了一张便条，告诉妻子晚饭不用等他。	请在听到提示音后#留#言，我会尽快回复您。	老师让学生在作业本上#留#下联系方式，方便有问题时沟通。	她在酒店前台#留#了一封信给即将到来的朋友，说明了房间号码和钥匙位置。	他临走时特意#留#了几句话给秘书，交代了明天会议的注意事项。	访客登记簿上要求每位来访者#留#下姓名、单位和来访目的。	我给他打了好几个电话都没人接，只好在语音信箱里#留#言。	医生让病人#留#下详细的病史资料，以便下次复诊时参考。			
留	liu2	保留不放弃	尽管公司多次劝说，他还是决定#留#住这批老员工，因为他们经验丰富。	这件传家宝我一定要#留#着，它承载了太多家族的记忆。	她舍不得扔掉那些旧照片，全都#留#了下来，装满了好几个相册。	政府决定#留#住这片古建筑群，将其改造成历史文化街区。	虽然搬了新家，她还是把那套旧家具#留#了下来，因为是父亲亲手做的。	公司在裁员时特意#留#下了技术骨干，以保证核心业务的正常运转。	他把每一张火车票都#留#着，记录着这些年走过的路。	这笔奖金我打算#留#一部分给孩子上大学用。			
留	liu2	在某地停留不离开	他在巴黎#留#了整整一个月，参观了所有著名的博物馆和艺术馆。	医生建议病人术后在医院#留#观两天，确保没有并发症再出院。	由于航班取消，我们不得不在机场附近的酒店#留#了一晚。	她大学毕业后选择#留#在北京发展，而不是回老家。	暴风雪来袭，登山队决定在营地#留#到天气好转再继续前进。	他在老家#留#了三天，陪父母过完春节才返回工作的城市。	导游说我们可以在这个景点#留#半个小时，自由拍照游览。	她原本只打算#留#几天，没想到一住就是半年。			
留	liu2	继续存在或留下未改变	那场大火过后，整栋建筑只#留#下了一片焦黑的废墟。	岁月流逝，当年的繁华已不复存在，只#留#下几座破旧的老房子。	他走后，房间里还#留#着淡淡的烟草味，久久不散。	这场战争给这片土地#留#下了难以愈合的创伤。	雨停了，地上#留#下一个个小水洼，映着天空的倒影。	她的话在他心里#留#下了深深的印记，多年后仍然记忆犹新。	古人虽已远去，但他们的智慧#留#在了这些典籍之中。	那次失败的经历给他#留#下了宝贵的教训，让他此后更加谨慎。			
留	liu2	持有或保管	这把钥匙你先#留#着，等我回来再还给我。	她把那封情书一直#留#在身边，从未给任何人看过。	老板让会计把这笔款项先#留#在账上，等审批通过再支付。	他把护照和重要证件都#留#在酒店保险箱里，只带了复印件出门。	妈妈让我把这些零钱#留#好，以后坐公交车用得上。	图书馆规定借阅的书籍最多可以#留#一个月，逾期需要缴纳罚款。	她把那件婚纱一直#留#在衣柜最里面，舍不得送人也舍不得扔。	这份合同原件我们#留#一份，复印件给对方。			
留	liu2	保存保护以免损坏	博物馆采用恒温恒湿的环境来#留#住这些珍贵的古代字画。	为了#留#住这棵千年古树，政府专门划定了保护区域。	她用真空袋把冬天的羽绒服#留#好，防止受潮发霉。	这种特殊的防腐技术可以让食物#留#存更长时间而不变质。	图书馆对古籍善本进行数字化处理，以便更好地#留#存这些文化遗产。	他把老照片翻拍成电子版，希望能永久#留#住这些珍贵的回忆。	这座古城墙经过精心修缮，得以完好地#留#存至今。	科学家们正在研究如何#留#住濒危物种的基因样本。			
暴力	bao4 li4	以武力或暴力为手段的行为	校园#暴力#事件频发，引起了社会各界的广泛关注和讨论。	他因为实施家庭#暴力#被妻子告上法庭，最终被判处有期徒刑。	警方迅速出动，制止了这起街头#暴力#冲突，逮捕了多名闹事者。	这部电影因为包含过多#暴力#镜头而被列为限制级，未成年人禁止观看。	反对#暴力#、倡导和平是国际社会的共同呼声。	她从小目睹父亲对母亲施加#暴力#，这段经历给她留下了深深的心理阴影。	网络#暴力#同样会对受害者造成严重的精神伤害，不亚于现实中的伤害。	政府出台了一系列措施来打击针对医护人员的#暴力#行为。			
暴力	bao4 li4	外加的强制力量或压力	这项政策的推行完全依靠行政#暴力#，没有考虑民众的实际需求。	他批评某些国家动辄使用经济#暴力#来制裁其他国家。	舆论#暴力#往往比肉体伤害更加隐蔽，但造成的伤害同样深远。	资本的#暴力#扩张导致许多小企业被迫关门歇业。	她认为这种强制加班的做法是一种职场#暴力#，严重侵犯了员工权益。	语言#暴力#虽然不见血，但对孩子心灵的伤害可能伴随一生。	这种#暴力#催收的手段已经触犯了法律，债务人可以报警求助。	文化#暴力#是指通过文化手段对弱势群体进行压制和边缘化。			
暴力	bao4 li4	使用武力的，粗暴的	他用#暴力#手段强行拆除了邻居的违章建筑，双方因此对簿公堂。	警方警告示威者不要采取#暴力#方式表达诉求，否则将依法处理。	这个犯罪团伙以#暴力#威胁的方式向商户收取保护费。	她的前男友有#暴力#倾向，经常因为小事就大打出手。	法官认为被告的#暴力#行为已经构成故意伤害罪，判处三年有期徒刑。	孩子如果长期接触#暴力#游戏，可能会对其性格发展产生负面影响。	他以#暴力#抗法的方式拒绝执行法院判决，被当场拘留。	这种#暴力#执法的行为严重损害了政府部门的公信力。			
