word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
习	xi2	个人的习惯	他有一个奇怪的#习#，每天早上必须先喝一杯温水才能开始工作，否则整天都会觉得不舒服。	多年养成的阅读#习#让她即使在最忙碌的时候也会抽出半小时看书，这已经成为她生活中不可或缺的一部分。	医生建议他改掉熬夜的坏#习#，因为长期睡眠不足已经严重影响了他的身体健康和工作效率。	她从小就养成了记日记的#习#，二十多年来从未间断，那些泛黄的日记本记录了她成长的点点滴滴。	戒烟对他来说非常困难，毕竟这个#习#已经伴随了他将近三十年，想要彻底改变谈何容易。	良好的学习#习#是成功的基础，老师经常强调学生们应该从小培养专注和自律的品质。	他有个让人哭笑不得的#习#，每次出门前都要反复检查三遍门锁，家人都说他有强迫症倾向。
习	xi2	社会或地域的风俗习惯	在中国南方的一些地区，春节期间有舞龙舞狮的#习#，这一传统已经延续了数百年之久。	按照当地的婚嫁#习#，新娘出嫁时必须由兄弟背出家门，以示对娘家的不舍和眷恋。	这个少数民族保留着独特的丧葬#习#，他们会在山顶举行隆重的仪式来送别逝去的亲人。	入乡随俗是旅行的基本礼仪，了解当地的风土#习#可以帮助游客更好地融入当地生活。	端午节吃粽子、赛龙舟的#习#源远流长，据说是为了纪念伟大的爱国诗人屈原。	随着城市化进程的加快，许多传统的民间#习#正在逐渐消失，这引起了文化学者们的高度关注。	在日本，进入室内要脱鞋是一种根深蒂固的#习#，这与他们注重清洁的文化传统密切相关。
含义	han2 yi4	词句中内在的意义	这首古诗的#含义#非常深刻，需要结合当时的历史背景才能真正理解诗人想要表达的情感。	学习文言文时，准确把握每个词语的#含义#是理解整篇文章的关键，不能望文生义。	这个成语的字面意思和实际#含义#相差甚远，如果不了解其典故很容易产生误解。	翻译工作最难的地方在于如何准确传达原文的#含义#，同时又要符合目标语言的表达习惯。	老师让学生们讨论这段话的#含义#，希望他们能够深入思考作者想要传递的核心思想。	法律条文的#含义#必须准确无误，任何模糊的表述都可能在实际执行中引发争议和纠纷。	这句谚语的#含义#是告诫人们要珍惜时间，因为光阴一去不复返，错过就再也无法挽回。
含义	han2 yi4	言外之意或暗含意义	她说话总是意味深长，你需要仔细揣摩其中的#含义#，才能明白她真正想要表达的意思。	他的沉默本身就包含着丰富的#含义#，在场的人都能感受到他对这个决定的强烈不满。	领导的这番话#含义#深远，表面上是在表扬，实际上是在委婉地提出批评和警告。	她送给他一本关于时间管理的书，其中的#含义#不言而喻，是在暗示他应该更加珍惜时间。	外交辞令往往充满了微妙的#含义#，需要专业人士来解读其中隐藏的政治信号。	他故意在会议上提起那件往事，其中的#含义#只有当事人才能体会，其他人都一头雾水。	母亲临别时的那句叮嘱#含义#深刻，多年后他才真正理解母亲当时的良苦用心。
含义	han2 yi4	隐含的深层含义	这部电影的结局看似简单，但其中蕴含的#含义#却引发了观众们长时间的讨论和思考。	艺术作品的#含义#往往不在表面，需要观者用心去感受和体会创作者想要传达的深层信息。	这幅画的#含义#非常丰富，画家通过象征手法表达了对社会现实的深刻批判和反思。	哲学家的这段话#含义#深奥，即使是专业学者也需要反复研读才能领悟其中的真谛。	宗教经典中的许多故事都有其深刻的#含义#，信徒们通过冥想和祈祷来领悟其中的智慧。	这个古老传说的#含义#超越了故事本身，它反映了先民们对自然和生命的敬畏之心。	导演在影片中埋下了许多伏笔，这些细节的#含义#直到最后才被揭示，让观众恍然大悟。
含义	han2 yi4	暗示或提示的意味	他的眼神中带着某种#含义#，似乎在暗示我应该注意身后正在发生的事情。	她特意强调了"朋友"这个词，其中的#含义#让他心里一沉，明白了她的真实态度。	老板在邮件中用了"希望"而不是"要求"，这个措辞的#含义#是给员工留有选择的余地。	他送花时选择了黄玫瑰而非红玫瑰，这个选择本身就带有特殊的#含义#，代表着友谊而非爱情。	面试官最后那句"我们会联系你"的#含义#，有经验的求职者都心知肚明，基本意味着没有下文了。	她在社交媒体上发布的那张照片#含义#明显，是在向某个特定的人传递信息和表达态度。	他故意把那份文件放在最显眼的位置，其中的#含义#不言自明，是想让领导注意到这个问题。
含义	han2 yi4	词语的语义和联想意义	"家"这个词的#含义#远不止一个居住的地方，它还承载着温暖、归属和安全感等丰富的情感。	在不同的文化背景下，同一个词语可能具有完全不同的#含义#和联想，这给跨文化交流带来了挑战。	"红色"在中国文化中的#含义#是喜庆和吉祥，而在某些西方国家则可能代表危险或警告。	广告文案的撰写需要充分考虑词语的#含义#和联想，避免引起消费者的负面情绪或误解。	"龙"在东西方文化中的#含义#截然不同，在中国象征着权力和吉祥，在西方却常被视为邪恶的象征。	诗人善于运用词语的多重#含义#来创造意境，让读者在字里行间感受到丰富的情感和画面。	品牌命名是一门学问，需要仔细研究词语在目标市场中的#含义#和文化联想，避免产生歧义。
送还	song4 huan2	归还借出的物品给原主	他终于把借了三个月的那本书#送还#给图书馆，馆员提醒他下次要注意借阅期限。	邻居家的孩子把不小心踢进我家院子的足球#送还#回来，还礼貌地道了歉。	她决定把前男友送的所有礼物都#送还#给他，以此来彻底结束这段感情。	朋友把借用了一周的相机#送还#给我时，还特意清洁了镜头并充满了电池。	他把从同事那里借来的工具#送还#回去，并附上一张感谢卡表达谢意。	学期结束后，学生们需要把借用的实验器材完好无损地#送还#给实验室管理员。	她把邻居寄存在她家的包裹#送还#过去，顺便聊了几句家常。
送还	song4 huan2	将财物返还给合法所有者	警方破案后将被盗的珠宝首饰全部#送还#给了失主，让受害者激动得热泪盈眶。	银行发现转账错误后，立即将多转的款项#送还#给了原账户持有人。	拾金不昧的清洁工把捡到的钱包#送还#给失主，婉拒了对方提出的现金酬谢。	法院判决被告必须在三十日内将非法侵占的房产#送还#给原告。	保险公司在确认理赔无误后，将多收的保费#送还#给了投保人。	那位诚实的出租车司机把乘客遗落在车上的手提包#送还#给了失主，受到了媒体的广泛报道。	经过漫长的法律诉讼，博物馆终于将战争期间被掠夺的文物#送还#给了原属国。
送还	song4 huan2	把人或物送回出发地或原处	边防部队将误入境内的外国公民安全#送还#至其本国，体现了人道主义精神。	动物保护组织将救治康复的野生动物#送还#到它们原来的栖息地，让它们重归自然。	航空公司安排专机将滞留旅客#送还#回国，并承担了全部的食宿和交通费用。	志愿者们将迷路的老人安全#送还#到养老院，院方对他们的善举表示衷心感谢。	海关将不符合入境规定的货物#送还#给发货方，并详细说明了退回的原因。	学校派专车将参加夏令营的孩子们#送还#到各自的家中，确保每个孩子都安全到家。	救援队在洪水退去后，将临时安置的居民#送还#到他们的家园，帮助他们重建生活。
