word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
望	wang4	满月	中秋佳节，一轮明亮的#望#高悬夜空，照亮了千家万户团圆的餐桌。	古人常在#望#之夜举行祭祀活动，认为此时天地之气最为充盈。	诗人站在江边，仰望着天上的#望#，思念着远方的故乡和亲人。	农历八月十五的#望#格外圆润明亮，自古以来就是文人墨客吟咏的对象。	老人告诉孩子们，每逢#望#之时，月亮最圆最亮，是观赏月色的最佳时机。	传说中，嫦娥就住在那轮#望#之中，日日夜夜守望着人间。	天文学家解释说，#望#之所以看起来特别圆，是因为此时月球正好位于地球和太阳之间的对面。					
望	wang4	希望	母亲#望#子成龙的心情可以理解，但过度的期待反而会给孩子带来沉重的压力。	全村人都#望#着这个考上大学的年轻人能够改变家乡贫穷落后的面貌。	她#望#能够通过自己的努力，让父母过上更好的生活，不再为生计发愁。	老师#望#每一位学生都能找到自己的人生方向，在各自的领域发光发热。	灾区人民#望#政府能够尽快恢复供电和供水，让生活早日回归正常。	他#望#这次手术能够成功，让自己重新站起来，回到热爱的篮球场上。	父母#望#女儿能够找到一个真心爱她的人，组建一个幸福美满的家庭。					
望	wang4	期待	观众们翘首以#望#，等待着这位著名钢琴家登台演奏他的成名曲目。	投资者们满怀#望#地关注着这家初创公司的发展，希望能获得丰厚的回报。	球迷们#望#已久的世界杯决赛终于到来，整个城市都沉浸在狂欢的气氛中。	她#望#这次面试能够顺利通过，这是她梦寐以求的工作机会。	全国人民#望#已久的高铁线路终于开通，大大缩短了两地之间的旅行时间。	孩子们#望#着圣诞老人的到来，早早地把袜子挂在了壁炉旁边。	科学家们#望#这次火星探测任务能够带回珍贵的土壤样本，揭开红色星球的奥秘。					
望	wang4	拜访	春节期间，他专程回乡探#望#年迈的祖父母，陪他们度过了一个温馨的假期。	听说老同学生病住院，她立刻放下手头的工作，前去探#望#并送上慰问。	新任市长上任后的第一件事就是#望#各位退休老干部，听取他们的意见和建议。	每逢清明节，他都会回到故乡#望#已故亲人的墓地，寄托自己的哀思。	邻居王阿姨热心肠，经常去#望#社区里的孤寡老人，帮他们买菜做饭。	公司领导亲自到医院#望#因公受伤的员工，并承诺会承担全部医疗费用。	远在国外的儿子终于回来#望#父母，一家人围坐在一起，其乐融融。					
望	wang4	凝望远方	她独自站在海边的礁石上，#望#着无边无际的大海，思绪万千。	老兵#望#着曾经战斗过的山头，眼中闪烁着泪光，往事历历在目。	他登上长城最高处，#望#着连绵起伏的群山，心中涌起无限感慨。	少女倚在窗边#望#着远处的灯火，不知道心上人此刻在何方。	牧羊人站在草原的山坡上，#望#着天边的晚霞，吹起了悠扬的笛声。	诗人#望#着滚滚东流的长江水，写下了千古传诵的壮丽诗篇。	她#望#着飞机消失在云层中的方向，久久不愿离去，泪水模糊了双眼。					
望	wang4	看向	听到门外的响动，他立刻#望#向窗户，想看看是谁来了。	老师严厉的目光#望#向那个上课说话的学生，教室里顿时安静下来。	当主持人宣布获奖名单时，所有人的目光都#望#向了舞台中央。	她不经意间#望#向咖啡馆的角落，发现了多年未见的老朋友。	孩子好奇地#望#向天空中飞过的直升机，兴奋地拉着妈妈的手指给她看。	会议室里，所有人都#望#向发言的总经理，认真聆听他对公司未来的规划。	他紧张地#望#向考场门口张贴的成绩单，心跳加速，手心冒汗。					
望	wang4	朝向	这座古老的寺庙#望#南而建，据说是为了迎接每天第一缕阳光。	房屋的正门#望#着东方，按照传统风水学的说法，这样的朝向最为吉利。	新建的办公楼#望#海而立，员工们每天都能欣赏到壮丽的海景。	村口的那棵老槐树#望#着进村的道路，见证了几代人的悲欢离合。	墓碑#望#着家乡的方向安放，寄托着后人对逝者的无限思念。	这座雕像#望#着广场的中心，仿佛在注视着来来往往的行人。	图书馆的大门#望#着校园的主干道，方便学生们进出借阅书籍。					
望	wang4	农历每月十五日	古人将农历每月十五日称为"#望#"，因为这一天月亮最圆。	按照传统历法，"朔"指初一，"#望#"指十五，"晦"指月末最后一天。	中秋节定在八月#望#，正是因为这一天的月亮最为圆满明亮。	古代官员在每月的朔#望#之日都要上朝参拜皇帝，汇报政务。	民间有在#望#日祭祀祖先的习俗，认为这一天阴阳之气最为和谐。	天文历法中，#望#是指月球运行到与太阳相对位置的那一天。	老人说，#望#日出生的孩子命中带福，一生都会顺顺利利。					
本就	ben3 jiu4	本來就如此	他#本就#不善言辞，在众人面前发言更是让他紧张得说不出话来。	这道题#本就#很难，连老师都要思考很久才能解出来，何况是学生呢。	她#本就#身体虚弱，再加上连日的劳累，终于病倒在了工作岗位上。	这条山路#本就#崎岖难行，下过雨之后更是泥泞不堪，寸步难行。	他们两人#本就#性格不合，勉强在一起只会让彼此都感到痛苦。	这个地区#本就#缺水严重，今年的干旱更是让农民们颗粒无收。	她#本就#对数学不感兴趣，父母却非要逼她报考理科，结果可想而知。					
本就	ben3 jiu4	從根本上 本質上	这两种观点#本就#是对立的，不可能调和在一起形成统一的理论。	艺术和商业#本就#追求不同的目标，硬要将它们结合往往会两败俱伤。	教育的目的#本就#是培养人的全面发展，而不仅仅是传授知识和技能。	人与自然#本就#是相互依存的关系，破坏环境最终会危害人类自身。	这场争论#本就#没有对错之分，只是立场和角度不同而已。	科学研究#本就#需要质疑和批判精神，盲目相信权威是不可取的。	文化的传承与创新#本就#是一体两面，没有传承就没有创新的根基。					
