word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
子	zi3	子女或孩子的通称	古人常说"养不教，父之过"，意思是父母对#子#的教育负有不可推卸的责任。	在中国传统文化中，父母总是希望#子#能够光宗耀祖，出人头地。	这位老人一生勤俭持家，含辛茹苦地将三个#子#抚养成人，如今终于可以安享晚年了。	古代帝王往往会为太#子#选择最优秀的老师，以确保未来的继承人能够治理好国家。	她虽然膝下无#子#，却把全部的爱都倾注在了收养的孤儿身上。	这对夫妻结婚多年未能得#子#，最终决定通过领养的方式组建完整的家庭。	望#子#成龙是每个中国父母的心愿，但过度的期望有时反而会给孩子带来沉重的压力。	在封建社会，嫡#子#与庶子的地位有着天壤之别，这种不平等的制度造成了无数家庭悲剧。				
子	zi3	种子，植物繁殖体	农民们在春天播下瓜#子#，期待着秋天能有一个好收成。	这种植物的#子#非常细小，需要用放大镜才能看清楚它的形态结构。	科学家们正在研究如何提高作物#子#的发芽率，以应对全球粮食安全问题。	她小心翼翼地将花#子#埋入松软的泥土中，每天浇水施肥，期待着花开的那一天。	这批从国外引进的优质稻#子#经过本土化改良后，产量比原来提高了百分之三十。	爷爷把珍藏多年的老南瓜#子#拿出来，说这是祖上传下来的品种，味道特别香甜。	由于气候变化，很多传统作物的#子#已经无法适应新的环境，急需培育新品种。	植物园的工作人员正在对这批珍稀植物的#子#进行低温保存，以便将来进行繁殖研究。				
子	zi3	卵，生物的卵细胞	母鸡每天都会下一个蛋，这些鸡#子#是农家重要的收入来源之一。	这条鱼的肚子里满是鱼#子#，看来正处于繁殖期，应该放生让它继续繁衍后代。	蚕宝宝是从蚕#子#里孵化出来的，整个过程大约需要十天左右的时间。	科学家在显微镜下观察蛙#子#的发育过程，记录下了从单细胞到蝌蚪的完整变化。	这种珍稀鸟类每年只产两到三枚#子#，因此保护它们的繁殖地显得尤为重要。	渔民们在禁渔期不能捕捞带#子#的鱼，这是为了保护渔业资源的可持续发展。	她在池塘边发现了一团青蛙#子#，兴奋地叫来孩子们一起观察这些即将孵化的小生命。	养殖场的技术人员正在检查这批虾#子#的质量，确保孵化率能够达到预期标准。				
子	zi3	小东西，小物件	奶奶的针线盒里装满了各种各样的扣#子#，有圆的、方的，还有各种颜色的。	他从口袋里掏出一把零钱和几颗糖果#子#，递给路边卖艺的老人。	这台老式收音机的旋钮#子#已经掉了，但爷爷舍不得扔，说这是他年轻时的回忆。	妈妈让我帮忙找一下缝纫机上的小轮#子#，说是昨天不小心弄丢了。	木匠师傅正在给这把椅子装上新的螺丝#子#，修好后就跟新的一样结实了。	她的首饰盒里有一对精致的珍珠耳坠#子#，是外婆留给她的传家宝。	这件旗袍上的盘扣#子#是手工制作的，每一个都凝聚着裁缝师傅的心血。	孩子们在沙滩上捡了很多漂亮的贝壳#子#，准备带回家做成风铃挂在窗前。				
子	zi3	十二地支第一位，对应子时（23时至1时）及鼠年	按照中国传统计时方法，#子#时是一天的开始，从晚上十一点到凌晨一点。	古代的更夫每到#子#时就会敲响梆子，提醒人们夜深了该休息了。	中医认为#子#时是胆经当令的时候，这个时间段应该进入深度睡眠以养护身体。	他出生于#子#年，按照生肖属相来说是属鼠的，今年正好是他的本命年。	古人认为#子#时阴气最盛，阳气初生，是阴阳交替的关键时刻。	这座古老的日晷上刻着十二地支，其中#子#位于正北方向，代表着一天的起点。	按照黄历的说法，#子#月是农历十一月，正值隆冬时节，万物收藏。	老中医告诉他，养生的关键是在#子#时之前入睡，这样才能让身体得到充分的休息。				
子	zi3	古代爵位之一，五等爵中第四等	在周朝的封建制度中，#子#爵的地位仅高于男爵，低于公侯伯三等爵位。	这位诸侯被周天子封为#子#爵，获得了一块不大的封地和相应的政治地位。	春秋时期，楚国的国君虽然实力强大，但在名义上只是#子#爵，因此常被中原诸侯轻视。	根据史书记载，宋国的开国君主被封为公爵，而许国的君主只被封为#子#爵。	古代的五等爵位分别是公、侯、伯、#子#、男，每一等都有相应的礼仪规格和封地大小。	这块出土的青铜器上刻有"#子#"字样，考古学家推测它的主人应该是一位子爵级别的贵族。	在先秦时期，#子#爵虽然地位不算很高，但仍然享有参与朝会和祭祀的特权。	历史学家指出，周代的#子#爵封国大多位于边远地区，承担着守卫边疆的重要职责。				
子	zi3	古代方位名，表示正北方向	在古代的罗盘上，#子#位代表正北方向，是确定其他方位的基准点。	风水师傅拿出罗盘，仔细校准#子#位，然后开始测量这座宅院的朝向。	古人建造宫殿时非常讲究坐北朝南，其中北方就是#子#位所在的方向。	这座古墓的墓门正对着#子#位，符合古代"头枕北方"的丧葬习俗。	航海家们在没有指南针的年代，通过观察北极星来确定#子#位，从而辨别航行方向。	按照传统的二十四山向，#子#位位于正北，与午位正南形成一条中轴线。	古代的城市规划往往以#子#午线为基准，主要街道都沿着南北方向延伸。	这幅古地图上标注的#子#方就是我们现在所说的正北方向，可见古今方位概念是一致的。				
子	zi3	从属或附属，作为前缀表示次级	这家大型企业在全国各地设立了多家#子#公司，形成了庞大的商业网络。	银行的#子#账户可以方便家长管理孩子的零花钱，同时培养孩子的理财意识。	这个软件的#子#目录里存放着所有的配置文件，用户可以根据需要进行修改。	在数学中，#子#集是指包含于某个集合中的集合，是集合论的基本概念之一。	公司决定将这个部门独立出来，成立一家全资#子#公司，以便更灵活地开展业务。	这份报告的#子#标题详细列出了各个章节的主要内容，方便读者快速查阅。	计算机程序中的#子#程序可以被主程序反复调用，大大提高了代码的复用性。	这个项目被分解成若干个#子#项目，分别由不同的团队负责，最后再进行整合。				
子	zi5	名词后缀，用于器物或小物名称	她坐在院子里的竹椅#子#上，一边喝茶一边看着孩子们在草地上玩耍。	这张老式的八仙桌#子#是爷爷亲手打造的，用的是上好的红木材料。	妈妈从柜#子#里拿出一床新被子，说天气转凉了要给我换上厚一点的。	他每天早上都会戴上那顶旧帽#子#去公园晨练，风雨无阻坚持了十多年。	这把剪#子#是裁缝铺里最锋利的，剪起布料来又快又整齐。	孩子们围坐在小凳#子#上听奶奶讲故事，一个个听得入了迷。	她打开抽屉#子#，翻出一本泛黄的相册，里面全是年轻时的照片。	这个瓶#子#的造型非常别致，是她从景德镇带回来的手工艺品。				
主	zhu3	所有者	这栋别墅的#主#人是一位成功的企业家，据说他白手起家创业三十年才有了今天的成就。	狗是人类最忠诚的朋友，无论#主#人贫穷还是富有，它都会不离不弃地陪伴左右。	这家百年老店的#主#人已经传到了第四代，他们始终坚持着祖传的手艺和经营理念。	房东作为房屋的#主#人，有权决定是否续租以及调整租金的幅度。	这幅名画的#主#人在拍卖会上以天价将其出售，引起了艺术界的广泛关注。	宠物店的工作人员正在帮助这只走失的小猫寻找它的#主#人，希望能尽快让它回家。	作为这片土地的#主#人，农民们世世代代在这里耕耘，对每一寸土地都有着深厚的感情。	这辆老爷车的#主#人是一位收藏家，他花了二十年时间才将这辆车修复到原来的样子。				
