word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
毁	hui3	贬损他人名誉	网络上有些人专门以#毁#人为乐，在各种论坛散布不实言论，给受害者造成了极大的心理伤害。	他因为在公司内部#毁#同事的名声，最终被人事部门约谈并记过处分。	那位政客的竞争对手雇佣水军在社交媒体上#毁#他，企图影响选举结果。	古人云"誉人不增其美，毁人不益其恶"，可见#毁#人之事自古便为君子所不齿。	她发现有人在背后#毁#自己，于是收集证据准备通过法律途径维护自己的名誉权。	媒体不应该为了博取眼球而随意#毁#公众人物，这种行为严重违背了新闻职业道德。	在职场中，那些喜欢#毁#别人的人往往自己也不会有好下场，因为同事们都会看在眼里。			
毁	hui3	用火焚毁	战争期间，侵略者放火#毁#掉了整个村庄，数百年的古建筑在大火中化为灰烬。	消防员赶到现场时，大火已经#毁#掉了仓库里价值数百万的货物，损失惨重。	那座有着三百年历史的藏书楼被一场意外的大火#毁#于一旦，无数珍贵典籍付之一炬。	纵火犯趁夜深人静时点燃了工厂的油库，熊熊烈火#毁#掉了整个厂区的设备和原材料。	森林大火蔓延迅速，短短几天就#毁#掉了数万公顷的原始森林，生态损失难以估量。	据史料记载，秦始皇焚书坑儒时，下令用大火#毁#掉了大量先秦典籍，造成了不可挽回的文化损失。	那场蓄意纵火案#毁#掉了博物馆的整个东翼展厅，许多国宝级文物在烈焰中永远消失了。			
毁	hui3	损害或玷污名声	他一时冲动犯下的错误#毁#了自己多年积累的良好声誉，令人惋惜不已。	那篇不实报道严重#毁#了这位科学家的学术声誉，尽管后来证明是诬陷，但影响已经造成。	一次酒驾事故彻底#毁#了这位明星的公众形象，他的演艺事业也因此一落千丈。	公司高管的贪腐丑闻#毁#了企业多年来苦心经营的品牌形象，股价应声暴跌。	那段被恶意剪辑的视频在网上疯传，几乎#毁#了这位教师的职业生涯和社会声誉。	他年轻时的一些不当言论被翻出来，险些#毁#了他竞选公职的政治前途。	这起学术造假事件不仅#毁#了当事人的名声，也给整个学术界蒙上了一层阴影。			
毁	hui3	传播诋毁性言论	竞争对手在行业内四处#毁#我们公司，散布各种不实谣言，企图抢走我们的客户资源。	她发现前男友在朋友圈里到处#毁#她，于是决定收集证据诉诸法律。	那个匿名账号专门在网上#毁#各路明星，后来被查出是某经纪公司的营销手段。	村里有个长舌妇整天#毁#东家说西家，搬弄是非，邻里关系被她搞得一团糟。	政治对手在选举期间不遗余力地#毁#他，编造各种莫须有的罪名试图影响选情。	他因为在同行中四处#毁#别人的产品，最终被行业协会除名并公开通报批评。	那些在背后#毁#人的小人，终究会被大家识破真面目，落得众叛亲离的下场。			
活跃	huo2 yue4	积极活动的	这位企业家在慈善领域非常#活跃#，每年都会捐出大量资金支持教育和医疗事业。	她是社区志愿者组织中最#活跃#的成员之一，几乎每次活动都能看到她忙碌的身影。	近年来，中国企业在国际并购市场上表现得异常#活跃#，频频出手收购海外优质资产。	这位学者在学术会议上一直很#活跃#，经常发表见解独到的论文并参与各种学术讨论。	退休后的老张在社区文艺活动中依然十分#活跃#，组织了合唱团和书法班。	该基金会在环保领域持续#活跃#，推动了多项重要的生态保护立法。	他虽然年过七旬，但在老年大学的各项活动中仍然非常#活跃#，是同学们公认的热心人。			
活跃	huo2 yue4	生机充沛的，富有活力	春天来了，公园里到处是#活跃#的小动物，松鼠在树枝间跳跃，鸟儿在枝头歌唱。	孩子们在操场上#活跃#地奔跑嬉戏，欢声笑语充满了整个校园。	这座城市的夜生活非常#活跃#，各种酒吧、夜市和演出场所通宵营业，热闹非凡。	经过一冬的休眠，池塘里的鱼儿变得#活跃#起来，不时跃出水面捕食飞虫。	年轻人思维#活跃#，创意无限，是推动社会创新发展的重要力量。	这个创业园区聚集了大量#活跃#的初创企业，到处洋溢着蓬勃向上的创业氛围。	清晨的菜市场格外#活跃#，商贩们的吆喝声此起彼伏，顾客们穿梭于各个摊位之间。			
活跃	huo2 yue4	兴奋激动的情绪状态	听到偶像要来开演唱会的消息，粉丝群里的气氛顿时#活跃#起来，大家纷纷讨论如何抢票。	比赛进入白热化阶段，现场观众的情绪变得异常#活跃#，加油声震耳欲聋。	得知自己被心仪的大学录取后，她的心情#活跃#得难以平复，整晚都兴奋得睡不着觉。	节日的气氛让孩子们变得格外#活跃#，他们兴奋地拆开礼物，欢呼雀跃。	宣布中奖结果的那一刻，整个会场的气氛瞬间#活跃#到了顶点，人们欢呼拥抱。	临近放假，学生们的情绪明显#活跃#了许多，课堂上也变得有些坐不住了。	婚礼现场的宾客们情绪十分#活跃#，大家举杯祝福，欢声笑语不断。			
活跃	huo2 yue4	使更活跃，活化气氛	主持人讲了几个笑话来#活跃#现场气氛，原本沉闷的会议顿时变得轻松起来。	为了#活跃#课堂氛围，老师设计了一个有趣的互动游戏，学生们的参与热情立刻高涨。	公司年会上，人事部门安排了抽奖环节来#活跃#气氛，员工们都期待着能中大奖。	他总是能在聚会上#活跃#气氛，讲几个段子就能让大家笑得前仰后合。	导游一路上不停地讲解和互动，努力#活跃#旅行团的气氛，让游客们玩得尽兴。	婚礼司仪通过各种小游戏来#活跃#现场气氛，让宾客们都参与到欢乐的庆祝中来。	班主任组织了一场破冰活动来#活跃#新生之间的气氛，帮助大家尽快熟悉彼此。			
活跃	huo2 yue4	使更明亮或使心情愉快	一束鲜花摆在桌上，瞬间#活跃#了整个房间的色调，让人心情愉悦。	孩子们的到来#活跃#了老人院沉闷的氛围，老人们的脸上都露出了久违的笑容。	明亮的黄色窗帘#活跃#了这间原本灰暗的卧室，让整个空间都显得温馨起来。	一首欢快的音乐#活跃#了办公室里压抑的气氛，同事们的工作效率也提高了不少。	春天的阳光#活跃#了人们的心情，街上的行人脸上都洋溢着愉快的神情。	几幅色彩鲜艳的装饰画#活跃#了这面单调的白墙，整个客厅都变得生动起来。	好消息的传来#活跃#了大家低落的情绪，团队重新燃起了完成项目的信心和热情。			
公告	gong1 gao4	张贴或发布的信息	物业在小区公告栏张贴了一则#公告#，通知业主下周将进行电梯年检维护工作。	学校官网发布了一则招聘#公告#，面向社会公开招聘三名具有博士学位的专任教师。								
