word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
就	jiu4	即使......仍然	#就#算明天下暴雨，我们也要按时出发去参加这场重要的学术会议。	他#就#是再怎么解释，她也不会相信他说的那些话了。	#就#是把所有的钱都给他，他也不会满足的，这个人的贪婪没有止境。	这道数学题#就#是让全班最聪明的学生来做，也未必能在十分钟内解出来。	#就#算你是公司的老板，也不能这样随意侮辱员工的人格。	她#就#是饿死，也绝不会接受那个骗子的施舍。	#就#是天塌下来，他也要把这个项目完成，这是他对团队的承诺。	这件事#就#是闹到法院去，我也要讨个公道。	#就#算全世界都反对，她也要坚持自己的梦想，成为一名职业画家。	他#就#是跑到天涯海角，警察也一定会把他抓回来的。
就	jiu4	不......就......表示二择一	你今天不把作业写完#就#别想出去玩，这是我们之前说好的规矩。	这件事不是他做的#就#是她做的，反正肯定是你们两个人中的一个。	明天不下雨#就#出太阳，不管怎样我们都要按计划举行户外婚礼。	他不是在办公室加班#就#是在出差的路上，几乎没有时间陪伴家人。	这道菜不是太咸#就#是太淡，她怎么也掌握不好放盐的分量。	你不赶紧道歉#就#等着被开除吧，老板这次是真的生气了。	他每天不是看书#就#是写代码，生活简单得像个苦行僧。	这个周末不去爬山#就#去海边，总之要出门透透气。	她不是在健身房锻炼#就#是在公园跑步，难怪身材保持得这么好。	你不努力学习#就#只能接受平庸的人生，没有第三条路可走。
都	Du1	都姓	#都#先生是我们公司新来的财务总监，他在会计行业有二十多年的从业经验。	据族谱记载，#都#氏家族在明朝时期从山东迁徙到了江南地区定居。	#都#老师今天请假了，所以下午的历史课改由李老师代课。	我们班有个同学姓#都#，这个姓氏在全国范围内确实比较少见。	#都#经理刚才打电话来说他在路上堵车了，会议可能要推迟半小时开始。	这位#都#姓作家的新书上市第一周就卖出了十万册，成为本月最畅销的小说。	#都#医生是这家医院最有名的心脏外科专家，很多病人慕名而来。	据统计，#都#姓在中国姓氏排名中大约在两百名左右，主要分布在北方地区。	#都#阿姨是我们小区的热心人，谁家有困难她都会主动帮忙。	历史上有一位著名的#都#姓将军，曾在抗日战争中立下赫赫战功。
都	dou1	全部或两者都包括在内	这次期末考试，我们班的学生#都#取得了优异的成绩，没有一个人不及格。	爸爸妈妈#都#同意我出国留学的决定，并且表示会全力支持我。	超市里的新鲜蔬菜#都#卖完了，我只好去隔壁的菜市场买。	他把这些年攒下的积蓄#都#捐给了山区的贫困学生，自己却过着简朴的生活。	参加这次马拉松比赛的选手#都#是经过严格训练的专业运动员。	这家餐厅的菜品#都#很有特色，每一道都值得品尝。	我们公司的员工#都#必须参加下周一的安全培训，不得缺席。	图书馆里的书#都#按照分类整齐地摆放在书架上，方便读者查找。	她把房间里的旧家具#都#换成了新的，整个屋子焕然一新。	这些问题#都#需要在会议上讨论解决，请大家提前做好准备。
都	dou1	表示强调义，相当于甚至	这道题太难了，#都#把我给难哭了，我从来没见过这么复杂的数学题。	他说的那些话#都#把在场的人给惊呆了，没人想到他会这样直接。	这件事#都#闹到了市政府，你还觉得是小事吗？	她的歌声太动听了，#都#把评委们给感动哭了。	这消息#都#传到国外去了，你现在想隐瞒也来不及了。	他的厨艺#都#能开餐馆了，每次做的菜都让人赞不绝口。	这孩子聪明得#都#能跳级了，老师们都说他是难得一见的天才。	她的舞蹈跳得#都#可以上春晚了，专业水平真的很高。	这雨下得#都#能划船了，街道上的积水已经没过了膝盖。	他的普通话说得#都#能当播音员了，字正腔圆，非常标准。
都	dou1	表示已处于某种状态，已经	天#都#黑了，你怎么还不回家吃饭，妈妈在家等你很久了。	饭#都#凉了，你再不吃就要倒掉了，别再玩手机了。	孩子#都#这么大了，你还把他当小孩子一样管着，该放手了。	时间#都#过去三年了，你还在为那件事耿耿于怀，该放下了。	他#都#道歉了，你就别再生气了，大家都是多年的老朋友。	电影#都#开始了，你怎么才到，我们等你等了半个小时。	春天#都#来了，树上的花也该开了，我们周末去公园赏花吧。	他#都#退休了，还每天坚持去公司帮忙，真是闲不住的性格。	水#都#烧开了，你怎么还不泡茶，客人都在等着呢。	她#都#结婚了，你还不知道吗，上个月刚办的婚礼。
都	dou1	在否定句中表示完全不或根本不	他一点儿#都#不在乎别人的看法，总是按照自己的方式生活。	这件事我一点儿#都#不知道，你怎么能怪我没有提前告诉你呢？	她对这个提议一点儿#都#不感兴趣，直接拒绝了对方的邀请。	我一句话#都#没说，他就自己生气走了，真不知道他在想什么。	这道菜一点儿#都#不辣，你放心吃吧，我特意让厨师少放了辣椒。	他一分钱#都#没带，出门才发现钱包忘在家里了。	她一眼#都#没看那封信，直接把它扔进了垃圾桶。	我一步#都#不想走了，实在太累了，我们找个地方休息一下吧。	这个问题他一点儿#都#不懂，却还要装作很专业的样子发表意见。	她一口#都#没吃，说是最近在减肥，晚上不吃主食。
都	du1	国家的首都或中央行政所在地	北京作为中国的首#都#，每年吸引着数以千万计的国内外游客前来参观。	华盛顿是美国的首#都#，也是美国联邦政府各机构的所在地。	这座古城曾经是六朝古#都#，留下了大量珍贵的历史文化遗产。	迁#都#是一项重大的国家决策，需要考虑政治、经济、地理等多方面因素。	东京作为日本的首#都#，是全球最繁华的大都市之一。	古代帝王选择定#都#的地点时，往往会考虑地势险要和交通便利等因素。	这座城市在历史上曾多次成为帝#都#，见证了无数王朝的兴衰更替。	首#都#的安全保卫工作历来是国家安全工作的重中之重。	巴黎不仅是法国的首#都#，也是世界著名的艺术和时尚之都。	新中国成立后，经过慎重考虑，最终决定定#都#北京。
都	du1	大型中心城市或大都会	上海是中国最大的经济#都#会，汇聚了来自世界各地的企业和人才。	纽约是世界著名的国际大#都#市，被誉为"世界之都"。	这座城市正在向现代化大#都#市的目标迈进，城市建设日新月异。	深圳从一个小渔村发展成为国际化大#都#市，只用了短短四十年时间。	大#都#市的生活节奏很快，很多年轻人都承受着巨大的工作压力。	香港是亚洲重要的金融#都#会，拥有高度发达的金融服务业。	成都正在建设国家中心城市，努力打造西部地区的经济#都#会。	生活在大#都#市里，虽然机会很多，但竞争也异常激烈。	东京是亚洲最大的#都#会圈，人口超过三千万。	她从小镇来到这座繁华的#都#市打拼，经过十年努力终于站稳了脚跟。
一个	yi1 ge5	表示单个或一件事物	桌子上放着#一个#红彤彤的苹果，看起来非常新鲜诱人。	他花了整整#一个#月的时间才完成这份详细的市场调研报告。	她只提了#一个#要求，就是希望公司能给她更多的发展空间。	这是#一个#非常复杂的问题，需要各部门通力合作才能解决。	我在街角的咖啡店里等了他#一个#小时，他却始终没有出现。	她买了#一个#漂亮的生日蛋糕，准备给女儿一个惊喜。	这#一个#决定改变了他的一生，让他从此走上了完全不同的人生道路。	他们在#一个#偏僻的小山村里发现了这种珍稀的野生植物。	我需要#一个#安静的环境来完成这篇论文，图书馆是最好的选择。	她用#一个#简单的比喻就把这个复杂的概念解释清楚了。
