word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
举	ju3	移动步骤或策略性动作	这盘棋下到中局，他每一#举#都经过深思熟虑，力求在对手的防线中找到突破口。	面对复杂的商业谈判，她的每一#举#都显得从容不迫，最终成功拿下了这个大项目。	在这场政治博弈中，双方都在观察对方的一#举#一动，试图预判下一步的走向。	军事演习中，指挥官的每一#举#都关系到整个战局的成败，容不得半点马虎。	他在股市中的每一#举#都经过精密计算，从不盲目跟风，因此多年来收益稳定。	这位外交官的每一#举#都代表着国家立场，必须谨慎行事，不能有任何闪失。	围棋高手对弈时，往往一#举#定乾坤，看似平淡的落子背后蕴含着深远的战略意图。				
举	ju3	具体的行为或事迹	他捐资助学的义#举#感动了整个社会，许多企业家纷纷效仿，掀起了一股慈善热潮。	历史上，岳飞精忠报国的壮#举#激励了无数后人，成为民族精神的象征。	这位消防员奋不顾身冲入火海救出三名儿童的英勇之#举#，被媒体广泛报道。	她放弃高薪工作回乡支教的善#举#，让偏远山区的孩子们看到了希望的曙光。	古人云"勿以善小而不为"，日常生活中的点滴善#举#同样能够温暖人心。	他在危急时刻挺身而出制止抢劫的义#举#，获得了市政府颁发的见义勇为奖章。	这家企业多年来坚持环保公益的善#举#，为当地生态保护做出了重要贡献。				
在内	zai4 nei4	包含在其中	这次会议的参会人员包括各部门负责人#在内#，共计五十余人将出席明天的年度总结大会。	本次促销活动的优惠范围涵盖所有电子产品#在内#，消费者可享受八折优惠。	公司决定将包括年终奖#在内#的所有福利待遇进行全面调整，以提高员工满意度。	这份报告统计了包括临时工#在内#的全部员工数据，真实反映了公司的人力资源状况。	新政策将把包括自由职业者#在内#的各类劳动者纳入社会保障体系，实现全民覆盖。	博物馆的藏品包括青铜器#在内#共有三万余件，其中不乏国宝级文物。	这次体检项目把包括基因检测#在内#的多项高端检查都涵盖了，非常全面。				
在内	zai4 nei4	在其之中或其中的人或物	参加这次培训的学员#在内#有不少是来自偏远地区的基层干部，他们格外珍惜这次学习机会。	获奖者#在内#最年轻的一位才刚满十八岁，展现了新一代青年的卓越才华。						
配	pei4	使两物连接或结合	工人师傅正在把新买的门把手#配#到这扇老式木门上，动作娴熟而专业。	这款手机壳是专门为最新型号设计的，可以完美地#配#到机身上，严丝合缝。	他花了整整一个下午才把这些零散的机械零件#配#到一起，组装成一台完整的设备。	技术人员需要把传感器精确地#配#到机器人的关节处，才能保证其灵活运动。	她把新买的镜片#配#到旧眼镜框上，既省钱又环保，效果还相当不错。	装修工人正在把各种管道#配#到预留的接口上，确保整个供水系统能够正常运行。	这个插头的规格不对，根本#配#不到这个插座上，需要换一个转换器才行。				
配	pei4	使大小形状相符以适合	这把钥匙是专门#配#的，只有它才能打开这个特制的保险柜。	她拿着旧钥匙去五金店#配#了一把新的，以备不时之需。	这副眼镜是根据我的度数专门#配#的，戴起来非常舒适，视野也很清晰。	他的假肢是按照残肢的形状精确#配#制的，穿戴起来几乎感觉不到异物感。	这双定制皮鞋是根据客户脚型专门#配#做的，每一处细节都恰到好处。	验光师仔细测量后，为她#配#了一副适合长时间阅读的防蓝光眼镜。	这套西装是量身#配#制的，剪裁合体，穿在他身上显得格外精神。				
配	pei4	使动物配对或交配	这个养殖场专门从国外引进优良种猪，用来和本地品种进行杂交#配#种。	春天是鸟类繁殖的季节，公园里的天鹅已经开始#配#对筑巢了。	牧场主精心挑选了一匹纯种阿拉伯马，准备和自家的母马进行#配#种改良。	动物园的大熊猫繁育计划进展顺利，两只成年熊猫已经成功#配#对。	这只获奖的纯种金毛犬身价不菲，很多犬舍都想让自家的母犬与它#配#种。	养蜂人在蜂王#配#种季节格外小心，确保蜂群的基因质量得到优化。	科研人员通过人工干预让这两只濒危动物成功#配#对，为物种延续带来了希望。				
配	pei4	把不同物品或成分混合	中药房的师傅正在按照处方#配#药，每一味药材的分量都精确到克。	调酒师熟练地将各种基酒和果汁#配#在一起，调制出一杯色彩斑斓的鸡尾酒。	这款香水是由多种珍贵花卉精油#配#制而成，香气独特而持久。	油漆工需要把不同颜色的涂料按比例#配#好，才能调出客户想要的那种米黄色。	实验室里，研究员正在按照配方#配#制新型催化剂，每一步都必须严格遵循操作规程。	这家老字号的卤味之所以好吃，秘诀在于祖传的香料#配#方，从不外传。	厨师长亲自#配#制的秘制酱料是这道菜的灵魂，让食客们赞不绝口。				
配	pei4	使颜色或风格相称以搭配	她今天穿的这条蓝色裙子和白色高跟鞋#配#起来非常优雅，引来不少赞美的目光。	室内设计师建议客厅的窗帘颜色要和沙发#配#起来，才能营造出和谐统一的视觉效果。	这款包包的颜色很百搭，无论#配#什么风格的衣服都不会显得突兀。	他挑选领带时总是很讲究，一定要和西装的颜色#配#得恰到好处才肯出门。	这幅画的色调和整个房间的装修风格非常#配#，挂在墙上起到了画龙点睛的作用。	时尚杂志建议今年秋冬流行的驼色大衣最好#配#深色围巾，显得既稳重又时髦。	她对穿搭很有研究，总能把看似不相干的单品#配#出意想不到的时尚感。				
配	pei4	配得上，应当得到	他多年来默默奉献，从不计较个人得失，完全#配#得上这份荣誉称号。	这部电影无论从剧本、演技还是制作水平来看，都#配#得上今年的最佳影片奖。	她的专业能力和敬业精神有目共睹，这次晋升她完全#配#得上。	这家餐厅的菜品质量和服务水平都很一般，根本#配#不上它那高昂的价格。	他为这个项目付出了无数心血，最终的成功他当之无愧，完全#配#得上。	以他的学识和人品，担任这个重要职位是绰绰有余的，没有人比他更#配#。	这款手表做工精良、设计独特，完全#配#得上它作为顶级奢侈品的定位。				
