word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
创造	chuang4 zao4	生产或制造	这家工厂每年能够#创造#出数百万件高质量的电子产品，远销世界各地。	农民们辛勤劳作，用汗水#创造#出丰富的农产品，养活了亿万人口。	工人们日夜不停地工作，为国家#创造#出大量的工业产品和物质财富。	这条生产线采用了最先进的自动化技术，每小时能够#创造#出上千件成品。	手工艺人们用传统技艺#创造#出精美的工艺品，深受国内外消费者的喜爱。	这个车间的工人们每天都在#创造#着各种零部件，供应给下游的组装工厂。	现代化的农业技术使得农民能够#创造#出比以往更多的粮食产量。	这家企业凭借先进的生产工艺，每年#创造#出的产品价值高达数十亿元。						
创造	chuang4 zao4	创下记录	这位短跑运动员在奥运会上#创造#了新的世界纪录，成为全国人民的骄傲。	她在这次马拉松比赛中#创造#了个人最好成绩，比之前快了整整三分钟。	这部电影上映首周就#创造#了票房新纪录，打破了多项影史记录。	科学家们成功#创造#了量子计算的新纪录，将计算速度提升了一百倍。	这位游泳健将在全国锦标赛上#创造#了新的全国纪录，震惊了整个体育界。	该公司今年的销售额#创造#了历史新高，比去年同期增长了百分之五十。	登山队员们克服重重困难，#创造#了人类攀登这座山峰的最快纪录。	这位年轻的棋手在国际比赛中#创造#了连胜纪录，被誉为天才少年。						
大有	da4 you3	表示存在大量或极有可能	从目前的形势来看，这个项目#大有#成功的希望，投资者们都非常看好。	他的演讲#大有#煽动性，听众们被他的话语深深打动，纷纷起立鼓掌。	这部小说#大有#深意，表面上是爱情故事，实际上是对社会现实的深刻批判。	她的绘画作品#大有#进步，与一年前相比简直判若两人。	这个年轻人#大有#前途，只要继续努力，将来一定能成就一番事业。	从他的表现来看，#大有#超越前辈的势头，假以时日必成大器。	这场比赛我们#大有#获胜的把握，因为对手的主力球员因伤缺阵。	这项研究#大有#可为，如果能够取得突破，将会改变整个行业的格局。						
大有	da4 you3	丰收，充足繁多	今年风调雨顺，农田里的庄稼长势喜人，看来又是一个#大有#之年。	这片果园今年#大有#收获，苹果和梨子挂满了枝头，压弯了树枝。	经过多年的精心培育，这个葡萄园终于迎来了#大有#的丰收季节。	村民们看着金黄的麦浪，脸上洋溢着#大有#年景带来的喜悦。	这个渔村今年#大有#斩获，渔民们满载而归，码头上堆满了新鲜的海产品。	农业专家预测，今年的粮食产量将#大有#增长，有望创下历史新高。	这片茶园今年#大有#收成，采茶工人们忙得不亦乐乎。	牧民们赶着肥壮的牛羊回家，今年草原上#大有#丰收的景象。						
规律	gui1 lu:4	说明事物内在联系的科学法则	牛顿发现的万有引力定律揭示了宇宙中物体运动的基本#规律#。	科学家们一直在探索生命起源的#规律#，试图解开这个千古之谜。	经济学家通过研究市场数据，总结出了供需关系的基本#规律#。	这位物理学家毕生致力于研究微观粒子运动的#规律#，取得了重大突破。	生物进化遵循着自然选择的#规律#，适者生存是其核心原则。	化学反应的#规律#可以用方程式来表示，帮助我们预测反应的结果。	天文学家通过长期观测，发现了行星运行的#规律#，能够精确预测日食和月食。	语言学家研究语言演变的#规律#，发现不同语言之间存在着惊人的相似性。						
规律	gui1 lu:4	行为或社会现象中稳定的模式	历史发展有其自身的#规律#，任何试图逆历史潮流而动的行为都注定失败。	社会学家通过大量调查研究，发现了人口迁移的基本#规律#。	犯罪心理学家分析了大量案例，总结出了犯罪行为的一般#规律#。	市场经济的运行有其内在#规律#，政府的宏观调控必须尊重这些规律。	教育专家研究发现，儿童认知发展遵循着一定的#规律#，不能拔苗助长。	消费者行为有其特定的#规律#，商家可以据此制定更有效的营销策略。	社会变革往往遵循着从量变到质变的#规律#，不可能一蹴而就。	人类社会的发展有其客观#规律#，我们必须顺应时代潮流才能取得进步。						
规律	gui1 lu:4	事物重复出现的规则性模式	潮汐的涨落有着非常明显的#规律#，渔民们据此安排出海的时间。	她发现自己的偏头痛发作有一定的#规律#，通常在压力大的时候出现。	股市的波动虽然看似无序，但仔细分析后可以发现一些#规律#。								
规律	gui1 lu:4	节奏或周期性循环的节拍	人体的生物钟有其固有的#规律#，长期熬夜会打乱这种节奏，影响健康。	四季更替遵循着自然的#规律#，春生夏长秋收冬藏，周而复始。	她的心跳#规律#而有力，医生说这是健康的表现。	音乐的节拍有其特定的#规律#，演奏者必须严格按照节拍来演奏。	月亮的盈亏变化有着固定的#规律#，大约每二十九天完成一个周期。	候鸟的迁徙遵循着季节变化的#规律#，每年都会准时南飞北归。	她的作息时间非常有#规律#，每天早上六点起床，晚上十点睡觉。	地球自转和公转的#规律#决定了昼夜交替和四季变化。						
规律	gui1 lu:4	约束行为的纪律或规范	部队里的生活非常有#规律#，每天的作息时间都有严格的规定。	她过着极其有#规律#的生活，饮食起居都按照固定的时间表进行。	医生建议他养成有#规律#的生活习惯，这样才能更好地控制血压。	运动员的训练生活必须非常有#规律#，任何懈怠都可能影响比赛成绩。	他退休后依然保持着有#规律#的生活方式，每天早起锻炼，从不间断。	学校要求学生养成有#规律#的学习习惯，按时完成作业，按时休息。	她的饮食非常有#规律#，一日三餐定时定量，从不暴饮暴食。	有#规律#的作息是保持身体健康的重要因素，不能随意打乱。						
管	guan3	照料或照看	奶奶年纪大了，需要有人专门#管#她的日常起居和饮食。	她一个人既要上班又要#管#孩子，每天忙得团团转。	这只流浪猫被好心人收养后，终于有人#管#它的吃喝了。	父母外出打工后，爷爷奶奶负责#管#两个孙子的生活和学习。	她请了一位保姆来#管#家里的老人，自己才能安心去上班。	邻居出差期间，我帮忙#管#他家的花草，每天浇水施肥。	这个孤儿院里有专门的阿姨#管#孩子们的衣食住行。	他虽然工作繁忙，但每天都会抽时间#管#一下家里养的那几条金鱼。						
